partner_id,partner_typ,anrede,titel,vorname,nachname,firmenname,rechtsform,uid_hrb_nummer,geburtsdatum,geschlecht,nationalitaet,zivilstand,beruf_code,beruf_text,beruf_selbstaendig,sprache,land_wohnsitz,kundensegment,kunde_seit,status,todesdatum,datenschutz_werbung_ok,datenschutz_ki_ok,herkunft,quellsystem_primaer,haushalt_id,ist_persona,erstellt_am,geaendert_am
PTR-00000255,NATUERLICH,Herr,,Silvan,Meier,,,,1974-10-20,M,CH,PARTNERSCHAFT,B23,Rentnerin / Rentner,False,de,CH,PRIVAT,,AKTIV,,true,true,minzia,MINT,HH-000147,false,2025-12-31T09:00:00Z,2025-12-31T09:00:00Z
PTR-00000256,NATUERLICH,Herr,,Rajesh,Meier,,,,2001-06-17,M,XK,LEDIG,B35,Verwaltungsangestellte / Verwaltungsangestellter,False,de,CH,PRIVAT,,AKTIV,,true,true,minzia,MINT,HH-000147,false,2025-12-31T09:00:00Z,2025-12-31T09:00:00Z
PTR-00000257,NATUERLICH,Herr,,Sven,Thomas,,,,1968-08-21,M,DE,VERHEIRATET,B21,Beraterin / Berater,False,de,DE,PRIVAT,2004-03-01,AKTIV,,true,true,pfefferminz,VERA,HH-000148,false,2004-03-01T09:00:00Z,2004-03-01T09:00:00Z
PTR-00000258,NATUERLICH,Herr,,Daniel,Vetterli,,,,1974-07-23,M,CH,LEDIG,B05,Verkäuferin / Verkäufer,False,de,CH,PRIVAT,2016-11-01,AKTIV,,false,false,pfefferminz,HAPO,HH-000149,false,2016-11-01T09:00:00Z,2016-11-01T09:00:00Z
PTR-00000259,JURISTISCH,Firma,,,,Sihl Gipserei Sagl,Sagl,CHE-499.459.473,1988-02-01,UNBEKANNT,CH,UNBEKANNT,,,,de,CH,KMU,2025-07-01,AKTIV,,false,false,pfefferminz,MINT,,false,2025-07-01T09:00:00Z,2025-07-01T09:00:00Z
PTR-00000260,NATUERLICH,Frau,,Birgit,Müller,,,,1980-12-13,W,DE,VERHEIRATET,B15,Köchin / Koch,False,de,DE,PRIVAT,2022-11-01,AKTIV,,true,false,minzia,MINT,HH-000151,false,2022-11-01T09:00:00Z,2022-11-01T09:00:00Z
PTR-00000261,NATUERLICH,Herr,,Dennis,Müller,,,,1983-01-23,M,DE,VERHEIRATET,B07,Sanitärinstallateurin / Sanitärinstallateur,False,de,DE,PRIVAT,,AKTIV,,true,false,minzia,MINT,HH-000151,false,2025-12-31T09:00:00Z,2025-12-31T09:00:00Z
PTR-00000262,NATUERLICH,Frau,,Heidi,Zumstein,,,,1956-01-06,W,CH,PARTNERSCHAFT,B23,Rentnerin / Rentner,False,de,CH,PRIVAT,2004-05-01,INAKTIV,,true,true,pfefferminz,VERA,HH-000152,false,2004-05-01T09:00:00Z,2004-05-01T09:00:00Z
PTR-00000263,NATUERLICH,Herr,,Ruedi,Zumstein,,,,1952-01-19,M,CH,PARTNERSCHAFT,B23,Rentnerin / Rentner,False,de,CH,PRIVAT,,AKTIV,,true,true,pfefferminz,HAPO,HH-000152,false,2025-12-31T09:00:00Z,2025-12-31T09:00:00Z
PTR-00000264,NATUERLICH,Herr,,Simon,Zumstein,,,,1993-03-02,M,CH,LEDIG,B08,Schreinerin / Schreiner,False,de,CH,PRIVAT,2019-02-01,INAKTIV,,true,false,pfefferminz,VERA,HH-000152,false,2019-02-01T09:00:00Z,2019-02-01T09:00:00Z
PTR-00000265,NATUERLICH,Frau,,Céline,Bovet,,,,1969-12-20,W,CH,VERHEIRATET,B03,Lehrerin / Lehrer,False,fr,CH,PRIVAT,2002-06-01,AKTIV,,false,false,pfefferminz,VERA,HH-000153,false,2002-06-01T09:00:00Z,2002-06-01T09:00:00Z
PTR-00000266,NATUERLICH,Herr,,Thomas,Bovet,,,,1973-10-21,M,CH,VERHEIRATET,B31,Dachdeckerin / Dachdecker,False,fr,CH,PREMIUM,1999-05-01,AKTIV,,true,false,pfefferminz,VERA,HH-000153,false,1999-05-01T09:00:00Z,1999-05-01T09:00:00Z
PTR-00000267,NATUERLICH,Frau,,Anke,Schröder,,,,2007-06-08,W,DE,LEDIG,B22,Studentin / Student,False,de,DE,PRIVAT,2025-07-01,AKTIV,,false,true,minzia,MINT,HH-000154,false,2025-07-01T09:00:00Z,2025-07-01T09:00:00Z
PTR-00000268,NATUERLICH,Frau,,Brigitte,Krüger,,,,1971-03-23,W,DE,LEDIG,B40,Selbständige Unternehmerin / Selbständiger Unternehmer,True,de,DE,PRIVAT,2022-08-01,AKTIV,,true,false,minzia,MINT,HH-000155,false,2022-08-01T09:00:00Z,2022-08-01T09:00:00Z
PTR-00000269,JURISTISCH,Firma,,,,Hunsrück Zimmerei KG,KG,HRB 54794,1986-11-01,UNBEKANNT,DE,UNBEKANNT,,,,de,DE,KMU,2025-01-01,AKTIV,,false,true,minzia,MINT,,false,2025-01-01T09:00:00Z,2025-01-01T09:00:00Z
PTR-00000270,NATUERLICH,Frau,,Tanja,Kühn,,,,1985-07-22,W,DE,VERHEIRATET,B01,Kaufmännische Angestellte / Kaufmännischer Angestellter,False,de,DE,PRIVAT,2023-01-01,AKTIV,,true,true,minzia,MINT,HH-000156,false,2023-01-01T09:00:00Z,2023-01-01T09:00:00Z
PTR-00000271,NATUERLICH,Herr,Dr.,Sebastian,Wessel,,,,1982-04-20,M,DE,PARTNERSCHAFT,B12,Juristin / Jurist,False,de,DE,PRIVAT,2023-05-01,AKTIV,,false,true,minzia,MINT,HH-000157,false,2023-05-01T09:00:00Z,2023-05-01T09:00:00Z
PTR-00000272,NATUERLICH,Frau,,Andrea,Wessel,,,,1986-04-24,W,RO,PARTNERSCHAFT,B24,Hausfrau / Hausmann,False,de,DE,PRIVAT,,AKTIV,,true,true,minzia,MINT,HH-000157,false,2025-12-31T09:00:00Z,2025-12-31T09:00:00Z
PTR-00000273,NATUERLICH,Frau,,Maren,Lehmann,,,,1978-01-09,W,IT,VERHEIRATET,B32,Malerin / Maler,False,de,DE,PRIVAT,2022-10-01,AKTIV,,true,true,minzia,MINT,HH-000158,false,2022-10-01T09:00:00Z,2022-10-01T09:00:00Z
PTR-00000274,NATUERLICH,Frau,,Katarzyna,Patel,,,,1988-11-04,W,DE,VERHEIRATET,B21,Beraterin / Berater,True,de,DE,PRIVAT,2006-12-01,AKTIV,,true,false,pfefferminz,VERA,HH-000159,false,2006-12-01T09:00:00Z,2006-12-01T09:00:00Z
PTR-00000275,NATUERLICH,Herr,Dr.,Sebastian,Patel,,,,1987-02-25,M,DE,VERHEIRATET,B12,Juristin / Jurist,False,de,DE,PRIVAT,,AKTIV,,true,false,pfefferminz,HAPO,HH-000159,false,2025-12-31T09:00:00Z,2025-12-31T09:00:00Z
PTR-00000276,NATUERLICH,Herr,,Simon,Hänni,,,,1996-05-12,M,CH,LEDIG,B40,Selbständige Unternehmerin / Selbständiger Unternehmer,True,de,CH,PRIVAT,2017-01-01,VERSTORBEN,2024-04-27,true,true,pfefferminz,HAPO,HH-000160,false,2017-01-01T09:00:00Z,2017-01-01T09:00:00Z
PTR-00000277,NATUERLICH,Frau,,Aurélie,Sandoz,,,,1974-11-21,W,CH,VERHEIRATET,B24,Hausfrau / Hausmann,False,fr,CH,PRIVAT,2025-05-01,AKTIV,,true,true,minzia,MINT,HH-000161,false,2025-05-01T09:00:00Z,2025-05-01T09:00:00Z
PTR-00000278,NATUERLICH,Herr,,Mathieu,Sandoz,,,,1974-11-13,M,ES,VERHEIRATET,B01,Kaufmännische Angestellte / Kaufmännischer Angestellter,False,fr,CH,PRIVAT,,AKTIV,,false,true,minzia,MINT,HH-000161,false,2025-12-31T09:00:00Z,2025-12-31T09:00:00Z
PTR-00000279,NATUERLICH,Herr,,Raphael,Iten,,,,1974-01-12,M,CH,VERHEIRATET,B19,Landwirtin / Landwirt,True,de,CH,PRIVAT,2025-02-01,AKTIV,,true,false,pfefferminz,MINT,HH-000162,false,2025-02-01T09:00:00Z,2025-02-01T09:00:00Z
PTR-00000280,NATUERLICH,Frau,,Silvia,Iten,,,,1972-04-01,W,CH,VERHEIRATET,B23,Rentnerin / Rentner,False,de,CH,PREMIUM,2015-05-01,AKTIV,,true,true,pfefferminz,VERA,HH-000162,false,2015-05-01T09:00:00Z,2015-05-01T09:00:00Z
PTR-00000281,NATUERLICH,Frau,,Seraina,Hess,,,,1999-08-21,W,CH,LEDIG,B40,Selbständige Unternehmerin / Selbständiger Unternehmer,True,de,CH,PRIVAT,2019-03-01,AKTIV,,false,false,pfefferminz,VERA,HH-000162,false,2019-03-01T09:00:00Z,2019-03-01T09:00:00Z
PTR-00000282,NATUERLICH,Frau,,Livia,Müller,,,,2007-02-07,W,ES,LEDIG,B03,Lehrerin / Lehrer,False,de,CH,PRIVAT,,AKTIV,,false,false,pfefferminz,HAPO,HH-000162,false,2025-12-31T09:00:00Z,2025-12-31T09:00:00Z
PTR-00000283,NATUERLICH,Frau,,Lara,Nussbaumer,,,,1983-12-19,W,CH,VERHEIRATET,B27,Grafikerin / Grafiker,True,de,CH,PRIVAT,2013-09-01,AKTIV,,true,true,pfefferminz,VERA,HH-000163,false,2013-09-01T09:00:00Z,2013-09-01T09:00:00Z
PTR-00000284,JURISTISCH,Firma,,,,Weissenstein Gartenbau SA,SA,CHE-499.034.547,1997-01-01,UNBEKANNT,CH,UNBEKANNT,,,,fr,CH,KMU,2017-01-01,AKTIV,,false,true,pfefferminz,HAPO,,false,2017-01-01T09:00:00Z,2017-01-01T09:00:00Z
PTR-00000285,JURISTISCH,Firma,,,,Wasserfallen Optik SA,SA,CHE-499.992.804,1994-10-01,UNBEKANNT,CH,UNBEKANNT,,,,fr,CH,KMU,2013-03-01,AKTIV,,false,true,pfefferminz,HAPO,,false,2013-03-01T09:00:00Z,2013-03-01T09:00:00Z
PTR-00000286,NATUERLICH,Frau,,Sandra,Fischer,,,,1985-03-08,W,CH,GESCHIEDEN,B23,Rentnerin / Rentner,False,de,CH,PRIVAT,2006-10-01,AKTIV,,false,false,pfefferminz,HAPO,HH-000166,false,2006-10-01T09:00:00Z,2006-10-01T09:00:00Z
PTR-00000287,NATUERLICH,Frau,,Camille,Jungo,,,,1961-10-14,W,CH,VERHEIRATET,B35,Verwaltungsangestellte / Verwaltungsangestellter,False,fr,CH,PRIVAT,2014-03-01,INAKTIV,,false,true,pfefferminz,HAPO,HH-000167,false,2014-03-01T09:00:00Z,2014-03-01T09:00:00Z
PTR-00000288,NATUERLICH,Herr,,Mustafa,Jungo,,,,1961-02-08,M,CH,VERHEIRATET,B01,Kaufmännische Angestellte / Kaufmännischer Angestellter,False,fr,CH,PRIVAT,,AKTIV,,false,false,pfefferminz,HAPO,HH-000167,false,2025-12-31T09:00:00Z,2025-12-31T09:00:00Z
PTR-00000289,NATUERLICH,Herr,,Oliver,Meier,,,,2005-04-27,M,DE,LEDIG,B22,Studentin / Student,False,de,DE,PRIVAT,2024-09-01,AKTIV,,true,true,minzia,MINT,HH-000168,false,2024-09-01T09:00:00Z,2024-09-01T09:00:00Z
PTR-00000290,NATUERLICH,Herr,,Heinz,Gasser,,,,1952-04-26,M,CH,VERHEIRATET,B23,Rentnerin / Rentner,False,de,CH,PRIVAT,2019-10-01,AKTIV,,true,true,pfefferminz,HAPO,HH-000169,false,2019-10-01T09:00:00Z,2019-10-01T09:00:00Z
PTR-00000291,NATUERLICH,Frau,,Annemarie,Gasser,,,,1953-08-05,W,CH,VERHEIRATET,B23,Rentnerin / Rentner,False,de,CH,PRIVAT,2016-10-01,INAKTIV,,true,false,pfefferminz,VERA,HH-000169,false,2016-10-01T09:00:00Z,2016-10-01T09:00:00Z
PTR-00000292,NATUERLICH,Herr,,Raphael,Gasser,,,,1988-08-08,M,CH,LEDIG,B02,Informatikerin / Informatiker,False,de,CH,PRIVAT,,AKTIV,,true,false,pfefferminz,HAPO,HH-000169,false,2025-12-31T09:00:00Z,2025-12-31T09:00:00Z
PTR-00000293,NATUERLICH,Frau,,Melanie,Gasser,,,,1987-11-16,W,PT,LEDIG,B23,Rentnerin / Rentner,False,de,CH,PRIVAT,2006-06-01,AKTIV,,true,false,pfefferminz,VERA,HH-000169,false,2006-06-01T09:00:00Z,2006-06-01T09:00:00Z
PTR-00000294,NATUERLICH,Herr,,David,Schmid,,,,1982-04-08,M,DE,LEDIG,B09,Maurerin / Maurer,False,de,CH,PRIVAT,,AKTIV,,false,false,pfefferminz,HAPO,HH-000169,false,2025-12-31T09:00:00Z,2025-12-31T09:00:00Z
PTR-00000295,NATUERLICH,Herr,,Martin,Odermatt,,,,1962-08-21,M,CH,PARTNERSCHAFT,B17,Coiffeuse / Coiffeur,False,de,CH,PRIVAT,2025-10-01,AKTIV,,false,false,minzia,MINT,HH-000170,false,2025-10-01T09:00:00Z,2025-10-01T09:00:00Z
PTR-00000296,NATUERLICH,Frau,,Fatma,Jovanović,,,,1958-05-09,W,CH,PARTNERSCHAFT,B23,Rentnerin / Rentner,False,de,CH,PRIVAT,,AKTIV,,false,true,minzia,MINT,HH-000170,false,2025-12-31T09:00:00Z,2025-12-31T09:00:00Z
PTR-00000297,NATUERLICH,Frau,,Meryem,Şahin,,,,1998-11-27,W,CH,VERHEIRATET,B08,Schreinerin / Schreiner,False,de,CH,PRIVAT,2025-11-01,AKTIV,,true,false,minzia,MINT,HH-000171,false,2025-11-01T09:00:00Z,2025-11-01T09:00:00Z
PTR-00000298,NATUERLICH,Herr,,Samuel,Şahin,,,,1993-04-26,M,CH,VERHEIRATET,B01,Kaufmännische Angestellte / Kaufmännischer Angestellter,False,de,CH,PRIVAT,,AKTIV,,true,true,minzia,MINT,HH-000171,false,2025-12-31T09:00:00Z,2025-12-31T09:00:00Z
PTR-00000299,NATUERLICH,Herr,,Levin,Jenni,,,,1975-12-02,M,CH,VERHEIRATET,B29,Gerüstbauerin / Gerüstbauer,False,de,CH,PRIVAT,2010-01-01,AKTIV,,false,true,pfefferminz,VERA,HH-000172,false,2010-01-01T09:00:00Z,2010-01-01T09:00:00Z
PTR-00000300,NATUERLICH,Frau,,Leila,Nikolić,,,,1978-12-05,W,CH,VERHEIRATET,B08,Schreinerin / Schreiner,False,de,CH,PRIVAT,2008-09-01,AKTIV,,false,false,pfefferminz,VERA,HH-000172,false,2008-09-01T09:00:00Z,2008-09-01T09:00:00Z
PTR-00000301,NATUERLICH,Frau,,Melanie,Frei,,,,1986-03-21,W,CH,PARTNERSCHAFT,B17,Coiffeuse / Coiffeur,False,de,CH,PREMIUM,2009-11-01,AKTIV,,true,false,pfefferminz,VERA,HH-000173,false,2009-11-01T09:00:00Z,2009-11-01T09:00:00Z
PTR-00000302,NATUERLICH,Herr,,Stefan,Frei,,,,1980-01-17,M,CH,PARTNERSCHAFT,B01,Kaufmännische Angestellte / Kaufmännischer Angestellter,False,de,CH,PREMIUM,2008-03-01,AKTIV,,false,false,pfefferminz,VERA,HH-000173,false,2008-03-01T09:00:00Z,2008-03-01T09:00:00Z
PTR-00000303,NATUERLICH,Herr,,Francesco,Bianchi,,,,1990-10-20,M,CH,PARTNERSCHAFT,B35,Verwaltungsangestellte / Verwaltungsangestellter,False,it,CH,PRIVAT,2011-07-01,AKTIV,,false,false,pfefferminz,VERA,HH-000174,false,2011-07-01T09:00:00Z,2011-07-01T09:00:00Z
PTR-00000304,NATUERLICH,Frau,,Aurora,Bianchi,,,,1991-03-10,W,IT,PARTNERSCHAFT,B15,Köchin / Koch,False,it,CH,PRIVAT,2024-04-01,AKTIV,,true,true,pfefferminz,VERA,HH-000174,false,2024-04-01T09:00:00Z,2024-04-01T09:00:00Z
PTR-00000305,NATUERLICH,Frau,,Aylin,Oliveira,,,,1978-11-16,W,IT,VERHEIRATET,B02,Informatikerin / Informatiker,False,de,DE,PRIVAT,2015-11-01,AKTIV,,true,false,pfefferminz,HAPO,HH-000175,false,2015-11-01T09:00:00Z,2015-11-01T09:00:00Z
PTR-00000306,NATUERLICH,Herr,,Matthias,Bertschi,,,,1981-08-19,M,CH,VERHEIRATET,B28,Bankangestellte / Bankangestellter,False,de,CH,PRIVAT,2011-02-01,INAKTIV,,true,false,pfefferminz,HAPO,HH-000176,false,2011-02-01T09:00:00Z,2011-02-01T09:00:00Z
PTR-00000307,NATUERLICH,Frau,,Sara,Bertschi,,,,1984-12-19,W,CH,VERHEIRATET,B25,Mechanikerin / Mechaniker,False,de,CH,PRIVAT,2005-11-01,INAKTIV,,true,true,pfefferminz,VERA,HH-000176,false,2005-11-01T09:00:00Z,2005-11-01T09:00:00Z
PTR-00000308,NATUERLICH,Frau,,Simona,Ghiringhelli,,,,1976-05-16,W,TR,LEDIG,B06,Elektroinstallateurin / Elektroinstallateur,False,it,CH,PRIVAT,2018-01-01,AKTIV,,false,true,pfefferminz,HAPO,HH-000177,false,2018-01-01T09:00:00Z,2018-01-01T09:00:00Z
PTR-00000309,NATUERLICH,Herr,,Miguel,Demir,,,,1993-01-22,M,IT,LEDIG,B40,Selbständige Unternehmerin / Selbständiger Unternehmer,True,de,CH,PRIVAT,2016-12-01,AKTIV,,true,false,pfefferminz,VERA,HH-000178,false,2016-12-01T09:00:00Z,2016-12-01T09:00:00Z
PTR-00000310,JURISTISCH,Firma,,,,Léman Logistik Sagl,Sagl,CHE-499.684.426,2003-04-01,UNBEKANNT,CH,UNBEKANNT,,,,de,CH,KMU,2008-12-01,INAKTIV,,true,true,pfefferminz,HAPO,,false,2008-12-01T09:00:00Z,2008-12-01T09:00:00Z
PTR-00000311,NATUERLICH,Herr,,Tomasz,Kowalczyk,,,,1981-03-19,M,DE,VERHEIRATET,B16,Chauffeuse / Chauffeur,False,de,DE,PRIVAT,2022-07-01,AKTIV,,true,false,minzia,MINT,HH-000179,false,2022-07-01T09:00:00Z,2022-07-01T09:00:00Z
PTR-00000312,NATUERLICH,Frau,,Renate,Kowalczyk,,,,1975-08-11,W,DE,VERHEIRATET,B10,Ingenieurin / Ingenieur,False,de,DE,PRIVAT,2020-08-01,AKTIV,,true,true,minzia,MINT,HH-000179,false,2020-08-01T09:00:00Z,2020-08-01T09:00:00Z
PTR-00000313,NATUERLICH,Frau,,Anke,Wolf,,,,1973-08-09,W,DE,VERHEIRATET,B40,Selbständige Unternehmerin / Selbständiger Unternehmer,True,de,DE,PRIVAT,,AKTIV,,false,true,pfefferminz,HAPO,HH-000180,false,2025-12-31T09:00:00Z,2025-12-31T09:00:00Z
PTR-00000314,JURISTISCH,Firma,,,,Ostsee Consulting,Einzelfirma,HRB 12441,1987-03-01,UNBEKANNT,DE,UNBEKANNT,,,,de,DE,KMU,2013-05-01,AKTIV,,true,false,pfefferminz,HAPO,,false,2013-05-01T09:00:00Z,2013-05-01T09:00:00Z
PTR-00000315,NATUERLICH,Frau,,Melanie,Janssen,,,,1976-08-26,W,DE,PARTNERSCHAFT,B06,Elektroinstallateurin / Elektroinstallateur,False,de,DE,PRIVAT,2005-03-01,AKTIV,,true,true,pfefferminz,HAPO,HH-000181,false,2005-03-01T09:00:00Z,2005-03-01T09:00:00Z
PTR-00000316,NATUERLICH,Herr,,Tobias,Janssen,,,,1982-02-18,M,DE,PARTNERSCHAFT,B23,Rentnerin / Rentner,False,de,DE,PRIVAT,2012-09-01,INAKTIV,,true,false,pfefferminz,VERA,HH-000181,false,2012-09-01T09:00:00Z,2012-09-01T09:00:00Z
PTR-00000317,NATUERLICH,Herr,,Tobias,Jung,,,,1994-10-06,M,DE,VERHEIRATET,B02,Informatikerin / Informatiker,False,de,DE,PRIVAT,2021-05-01,AKTIV,,false,true,minzia,MINT,HH-000182,false,2021-05-01T09:00:00Z,2021-05-01T09:00:00Z
PTR-00000318,NATUERLICH,Herr,,Mathieu,Martin,,,,2001-07-18,M,CH,VERHEIRATET,B22,Studentin / Student,False,fr,CH,PRIVAT,2025-05-01,AKTIV,,true,false,pfefferminz,MINT,HH-000183,false,2025-05-01T09:00:00Z,2025-05-01T09:00:00Z
PTR-00000319,NATUERLICH,Herr,,Louis,Martin,,,,2002-05-05,M,IT,VERHEIRATET,B10,Ingenieurin / Ingenieur,False,fr,CH,PRIVAT,,AKTIV,,true,false,pfefferminz,HAPO,HH-000183,false,2025-12-31T09:00:00Z,2025-12-31T09:00:00Z
PTR-00000320,NATUERLICH,Herr,,Lars,Sommer,,,,1967-03-12,M,DE,GESCHIEDEN,B01,Kaufmännische Angestellte / Kaufmännischer Angestellter,False,de,DE,PRIVAT,2023-05-01,AKTIV,,true,true,minzia,MINT,HH-000184,false,2023-05-01T09:00:00Z,2023-05-01T09:00:00Z
PTR-00000321,NATUERLICH,Herr,,Philipp,Becker,,,,1986-03-22,M,DE,VERHEIRATET,B21,Beraterin / Berater,True,de,DE,PRIVAT,2024-06-01,AKTIV,,true,false,pfefferminz,VERA,HH-000185,false,2024-06-01T09:00:00Z,2024-06-01T09:00:00Z
PTR-00000322,NATUERLICH,Frau,,Ayşe,Nowak,,,,1989-06-26,W,DE,VERHEIRATET,B23,Rentnerin / Rentner,False,de,DE,PRIVAT,,AKTIV,,false,true,pfefferminz,HAPO,HH-000185,false,2025-12-31T09:00:00Z,2025-12-31T09:00:00Z
PTR-00000323,NATUERLICH,Frau,,Anke,Weiß,,,,2007-11-14,W,DE,LEDIG,B06,Elektroinstallateurin / Elektroinstallateur,False,de,DE,PRIVAT,2025-12-01,AKTIV,,true,true,minzia,MINT,HH-000186,false,2025-12-01T09:00:00Z,2025-12-01T09:00:00Z
PTR-00000324,NATUERLICH,Herr,,Philipp,Ortlepp,,,,1980-12-07,M,DE,VERHEIRATET,B02,Informatikerin / Informatiker,False,de,DE,PRIVAT,2015-07-01,AKTIV,,false,false,pfefferminz,HAPO,HH-000187,false,2015-07-01T09:00:00Z,2015-07-01T09:00:00Z
PTR-00000325,NATUERLICH,Herr,,Daniel,Schäfer,,,,1966-08-03,M,DE,VERHEIRATET,B13,Treuhänderin / Treuhänder,False,de,DE,PRIVAT,2022-02-01,AKTIV,,false,true,minzia,MINT,HH-000188,false,2022-02-01T09:00:00Z,2022-02-01T09:00:00Z
PTR-00000326,JURISTISCH,Firma,,,,Aller Velo GmbH & Co. KG,KG,HRB 54652,2002-02-01,UNBEKANNT,DE,UNBEKANNT,,,,de,DE,KMU,2025-04-01,AKTIV,,false,true,minzia,MINT,,false,2025-04-01T09:00:00Z,2025-04-01T09:00:00Z
PTR-00000327,NATUERLICH,Herr,,Dennis,Kuhn,,,,1996-12-23,M,DE,LEDIG,B23,Rentnerin / Rentner,False,de,DE,PREMIUM,2017-04-01,AKTIV,,false,false,pfefferminz,VERA,HH-000190,false,2017-04-01T09:00:00Z,2017-04-01T09:00:00Z
PTR-00000328,NATUERLICH,Frau,,Larissa,Roth,,,,1981-05-07,W,CH,VERHEIRATET,B10,Ingenieurin / Ingenieur,False,de,CH,PRIVAT,2002-11-01,AKTIV,,true,false,pfefferminz,VERA,HH-000191,false,2002-11-01T09:00:00Z,2002-11-01T09:00:00Z
PTR-00000329,NATUERLICH,Herr,,Nikola,Roth,,,,1978-02-07,M,FR,VERHEIRATET,B03,Lehrerin / Lehrer,False,de,CH,PRIVAT,,AKTIV,,true,false,pfefferminz,HAPO,HH-000191,false,2025-12-31T09:00:00Z,2025-12-31T09:00:00Z
PTR-00000330,NATUERLICH,Frau,,Emma,Roth,,,,2007-09-05,W,ES,LEDIG,B22,Studentin / Student,False,de,CH,PRIVAT,,AKTIV,,false,true,pfefferminz,HAPO,HH-000191,false,2025-12-31T09:00:00Z,2025-12-31T09:00:00Z
PTR-00000331,NATUERLICH,Herr,,Patrick,Roth,,,,2007-09-09,M,PT,LEDIG,B33,Apothekerin / Apotheker,False,de,CH,PRIVAT,,AKTIV,,true,true,pfefferminz,HAPO,HH-000191,false,2025-12-31T09:00:00Z,2025-12-31T09:00:00Z
PTR-00000332,NATUERLICH,Frau,,Tamara,Stalder,,,,2006-08-03,W,CH,LEDIG,B22,Studentin / Student,False,de,CH,PRIVAT,,AKTIV,,false,true,pfefferminz,HAPO,HH-000191,false,2025-12-31T09:00:00Z,2025-12-31T09:00:00Z
PTR-00000333,JURISTISCH,Firma,,,,Nordlicht Heizungsbau e.K.,e.K.,HRB 44643,1994-03-01,UNBEKANNT,DE,UNBEKANNT,,,,de,DE,KMU,2017-04-01,INAKTIV,,true,true,pfefferminz,HAPO,,false,2017-04-01T09:00:00Z,2017-04-01T09:00:00Z
PTR-00000334,NATUERLICH,Frau,,Nadine,Hofmann,,,,1981-12-26,W,DE,VERHEIRATET,B02,Informatikerin / Informatiker,False,de,DE,PRIVAT,2023-01-01,AKTIV,,false,false,minzia,MINT,HH-000193,false,2023-01-01T09:00:00Z,2023-01-01T09:00:00Z
PTR-00000335,NATUERLICH,Herr,Dr.,Sebastian,Hofmann,,,,1987-07-18,M,DE,VERHEIRATET,B11,Ärztin / Arzt,False,de,DE,PRIVAT,,AKTIV,,false,true,minzia,MINT,HH-000193,false,2025-12-31T09:00:00Z,2025-12-31T09:00:00Z
PTR-00000336,JURISTISCH,Firma,,,,Uetli Velo GmbH,GmbH,CHE-499.832.000,1989-01-01,UNBEKANNT,CH,UNBEKANNT,,,,de,CH,GEWERBE,2013-10-01,AKTIV,,true,false,pfefferminz,HAPO,,false,2013-10-01T09:00:00Z,2013-10-01T09:00:00Z
PTR-00000337,NATUERLICH,Herr,,Dragan,Papadopoulos,,,,1948-01-06,M,CH,VERHEIRATET,B23,Rentnerin / Rentner,False,de,CH,PRIVAT,2025-02-01,AKTIV,,false,false,pfefferminz,MINT,HH-000195,false,2025-02-01T09:00:00Z,2025-02-01T09:00:00Z
PTR-00000338,NATUERLICH,Frau,,Karin,Papadopoulos,,,,1951-02-09,W,CH,VERHEIRATET,B23,Rentnerin / Rentner,False,de,CH,PRIVAT,,AKTIV,,true,true,pfefferminz,HAPO,HH-000195,false,2025-12-31T09:00:00Z,2025-12-31T09:00:00Z
PTR-00000339,NATUERLICH,Herr,,Frédéric,Mottier,,,,1976-11-20,M,CH,VERHEIRATET,B03,Lehrerin / Lehrer,False,fr,CH,PRIVAT,2004-04-01,AKTIV,,false,false,pfefferminz,VERA,HH-000196,false,2004-04-01T09:00:00Z,2004-04-01T09:00:00Z
PTR-00000340,NATUERLICH,Frau,,Alina,Gerber,,,,1993-09-10,W,CH,VERHEIRATET,B35,Verwaltungsangestellte / Verwaltungsangestellter,False,de,CH,PREMIUM,2011-11-01,AKTIV,,true,false,pfefferminz,VERA,HH-000197,false,2011-11-01T09:00:00Z,2011-11-01T09:00:00Z
PTR-00000341,NATUERLICH,Herr,,Tobias,Gerber,,,,1999-12-05,M,XK,VERHEIRATET,B04,Pflegefachfrau / Pflegefachmann,False,de,CH,PRIVAT,2025-08-01,AKTIV,,true,false,pfefferminz,MINT,HH-000197,false,2025-08-01T09:00:00Z,2025-08-01T09:00:00Z
PTR-00000342,NATUERLICH,Frau,,Laura,Jäger,,,,1988-02-11,W,DE,LEDIG,B03,Lehrerin / Lehrer,False,de,DE,PRIVAT,2025-04-01,AKTIV,,false,false,pfefferminz,MINT,HH-000198,false,2025-04-01T09:00:00Z,2025-04-01T09:00:00Z
PTR-00000343,NATUERLICH,Frau,,Anna,Meyer,,,,1979-10-02,W,CH,PARTNERSCHAFT,B09,Maurerin / Maurer,False,de,CH,PRIVAT,2014-04-01,AKTIV,,true,false,pfefferminz,VERA,HH-000199,false,2014-04-01T09:00:00Z,2014-04-01T09:00:00Z
PTR-00000344,NATUERLICH,Herr,,Raphael,Meyer,,,,1979-07-18,M,FR,PARTNERSCHAFT,B22,Studentin / Student,False,de,CH,PRIVAT,2001-12-01,AKTIV,,true,false,pfefferminz,VERA,HH-000199,false,2001-12-01T09:00:00Z,2001-12-01T09:00:00Z
