adresse_id,partner_id,adresse_typ,strasse,hausnummer,plz,ort,region,land,tarifzone,gueltig_von,gueltig_bis,ist_aktuell
ADR-00000219,PTR-00000175,WOHNSITZ,Rebengasse,126b,8853,Lachen SZ,SZ,CH,2,2001-07-14,2023-05-30,false
ADR-00000220,PTR-00000175,WOHNSITZ,Enzianplatz,125,7320,Sargans,SG,CH,2,2023-05-31,,true
ADR-00000221,PTR-00000176,WOHNSITZ,Enzianplatz,125,7320,Sargans,SG,CH,2,2001-08-07,,true
ADR-00000222,PTR-00000177,WOHNSITZ,Hügelkamp,144,41515,Grevenbroich,NW,DE,3,2006-05-11,,true
ADR-00000223,PTR-00000178,WOHNSITZ,Farnhalde,143,6390,Engelberg,OW,CH,3,2000-07-10,,true
ADR-00000224,PTR-00000179,WOHNSITZ,Südring,27,28816,Stuhr,NI,DE,3,2000-02-23,,true
ADR-00000225,PTR-00000180,WOHNSITZ,Südring,27,28816,Stuhr,NI,DE,3,2011-07-23,,true
ADR-00000226,PTR-00000181,WOHNSITZ,Eschenring,30,74072,Heilbronn,BW,DE,2,2020-01-30,,true
ADR-00000227,PTR-00000182,WOHNSITZ,Morgengasse,25,45127,Essen,NW,DE,2,2021-09-01,2025-05-13,false
ADR-00000228,PTR-00000182,WOHNSITZ,Eschenring,30,74072,Heilbronn,BW,DE,2,2025-05-14,,true
ADR-00000229,PTR-00000183,WOHNSITZ,Eschenring,30,74072,Heilbronn,BW,DE,2,2021-12-10,,true
ADR-00000230,PTR-00000184,WOHNSITZ,Marktsteig,23b,21335,Lüneburg,NI,DE,3,2008-04-30,2023-08-13,false
ADR-00000231,PTR-00000184,WOHNSITZ,Höhendamm,54,65183,Wiesbaden,HE,DE,2,2023-08-14,,true
ADR-00000232,PTR-00000185,WOHNSITZ,Teichdamm,130,80331,München,BY,DE,1,2021-06-19,,true
ADR-00000233,PTR-00000186,WOHNSITZ,Feldallee,43,41061,Mönchengladbach,NW,DE,2,2021-09-21,2024-11-22,false
ADR-00000234,PTR-00000186,WOHNSITZ,Teichdamm,130,80331,München,BY,DE,1,2024-11-23,,true
ADR-00000235,PTR-00000187,WOHNSITZ,Ziegeldamm,134,91126,Schwabach,BY,DE,3,2018-08-20,,true
ADR-00000236,PTR-00000188,WOHNSITZ,Postgasse,65a,66663,Merzig,SL,DE,3,2011-03-30,2024-04-30,false
ADR-00000237,PTR-00000188,WOHNSITZ,Ziegeldamm,134,91126,Schwabach,BY,DE,3,2024-05-01,,true
ADR-00000238,PTR-00000189,WOHNSITZ,Marktdamm,119,45879,Gelsenkirchen,NW,DE,2,2015-03-03,2022-06-06,false
ADR-00000239,PTR-00000189,WOHNSITZ,Bärengasse,63,76133,Karlsruhe,BW,DE,2,2022-06-07,,true
ADR-00000240,PTR-00000190,WOHNSITZ,Bärengasse,63,76133,Karlsruhe,BW,DE,2,1998-01-28,,true
ADR-00000241,PTR-00000191,WOHNSITZ,Bärengasse,63,76133,Karlsruhe,BW,DE,2,1999-05-24,,true
ADR-00000242,PTR-00000192,WOHNSITZ,Kieshof,37,8001,Zürich,ZH,CH,1,2017-12-23,2024-02-03,false
ADR-00000243,PTR-00000192,WOHNSITZ,Hangweg,139,8400,Winterthur,ZH,CH,1,2024-02-04,,true
ADR-00000244,PTR-00000193,WOHNSITZ,Hangweg,139,8400,Winterthur,ZH,CH,1,2018-06-23,,true
ADR-00000245,PTR-00000194,WOHNSITZ,Hangweg,139,8400,Winterthur,ZH,CH,1,2020-10-13,,true
ADR-00000246,PTR-00000195,WOHNSITZ,Eisenhalde,176,3000,Bern,BE,CH,1,2016-10-10,,true
ADR-00000247,PTR-00000196,WOHNSITZ,Eisenhalde,176,3000,Bern,BE,CH,1,2002-09-02,,true
ADR-00000248,PTR-00000197,WOHNSITZ,Hirschallee,51,28779,Bremen,HB,DE,2,2004-06-12,,true
ADR-00000249,PTR-00000198,WOHNSITZ,Hirschallee,51,28779,Bremen,HB,DE,2,2022-12-01,,true
ADR-00000250,PTR-00000199,WOHNSITZ,Hirschallee,51,28779,Bremen,HB,DE,2,1999-03-17,,true
ADR-00000251,PTR-00000200,WOHNSITZ,Hopfenkamp,97,72336,Balingen,BW,DE,3,2016-05-26,,true
ADR-00000252,PTR-00000201,WOHNSITZ,Veilchenstrasse,123,8001,Zürich,ZH,CH,1,2006-09-19,,true
ADR-00000253,PTR-00000202,WOHNSITZ,Veilchenstrasse,123,8001,Zürich,ZH,CH,1,2016-05-23,,true
ADR-00000254,PTR-00000203,WOHNSITZ,Veilchenstrasse,123,8001,Zürich,ZH,CH,1,2016-05-30,,true
ADR-00000255,PTR-00000204,WOHNSITZ,Drosselstraße,118,34117,Kassel,HE,DE,2,2009-02-13,2023-09-04,false
ADR-00000256,PTR-00000204,WOHNSITZ,Forellendamm,115,13086,Berlin,BE,DE,1,2023-09-05,,true
ADR-00000257,PTR-00000205,WOHNSITZ,Gartenstraße,178,66333,Völklingen,SL,DE,3,2024-10-23,,true
ADR-00000258,PTR-00000206,WOHNSITZ,Gartenstraße,178,66333,Völklingen,SL,DE,3,2023-09-10,,true
ADR-00000259,PTR-00000207,WOHNSITZ,Gartenstraße,178,66333,Völklingen,SL,DE,3,2014-03-03,,true
ADR-00000260,PTR-00000208,WOHNSITZ,Brunnensteig,42,01097,Dresden,SN,DE,2,2011-02-15,,true
ADR-00000261,PTR-00000209,WOHNSITZ,Roggenacker,170,8001,Zürich,ZH,CH,1,2014-11-22,,true
ADR-00000262,PTR-00000210,WOHNSITZ,Wiesenrain,84,8610,Uster,ZH,CH,2,2016-03-26,,true
ADR-00000263,PTR-00000211,WOHNSITZ,Wiesenrain,84,8610,Uster,ZH,CH,2,2018-08-28,,true
ADR-00000264,PTR-00000212,WOHNSITZ,Korngasse,42,8212,Neuhausen am Rheinfall,SH,CH,2,2019-04-19,,true
ADR-00000265,PTR-00000213,WOHNSITZ,Korngasse,42,8212,Neuhausen am Rheinfall,SH,CH,2,1997-11-30,,true
ADR-00000266,PTR-00000214,WOHNSITZ,Korngasse,42,8212,Neuhausen am Rheinfall,SH,CH,2,2007-01-31,,true
ADR-00000267,PTR-00000215,WOHNSITZ,Korngasse,42,8212,Neuhausen am Rheinfall,SH,CH,2,1997-01-10,,true
ADR-00000268,PTR-00000216,WOHNSITZ,Korngasse,42,8212,Neuhausen am Rheinfall,SH,CH,2,2013-03-28,,true
ADR-00000269,PTR-00000217,WOHNSITZ,Föhrensteig,159,67655,Kaiserslautern,RP,DE,2,2011-01-01,2023-03-25,false
ADR-00000270,PTR-00000217,WOHNSITZ,Inselgasse,168,20249,Hamburg,HH,DE,1,2023-03-26,,true
ADR-00000271,PTR-00000218,WOHNSITZ,Inselgasse,168,20249,Hamburg,HH,DE,1,2010-08-21,,true
ADR-00000272,PTR-00000219,WOHNSITZ,Inselgasse,168,20249,Hamburg,HH,DE,1,2018-06-29,,true
ADR-00000273,PTR-00000220,WOHNSITZ,Hechtgasse,27,33602,Bielefeld,NW,DE,2,2012-07-10,2022-02-19,false
ADR-00000274,PTR-00000220,WOHNSITZ,Gartenring,169,47051,Duisburg,NW,DE,2,2022-02-20,,true
ADR-00000275,PTR-00000221,WOHNSITZ,Bachhof,178,6300,Zug,ZG,CH,1,2022-01-25,,true
ADR-00000276,PTR-00000222,WOHNSITZ,Bachhof,178,6300,Zug,ZG,CH,1,2014-07-18,,true
ADR-00000277,PTR-00000223,WOHNSITZ,Bachhof,178,6300,Zug,ZG,CH,1,2002-09-16,,true
ADR-00000278,PTR-00000224,WOHNSITZ,Rathauskamp,2,01219,Dresden,SN,DE,2,2004-02-17,,true
ADR-00000279,PTR-00000225,WOHNSITZ,Färbersteig,39,44532,Lünen,NW,DE,3,2012-03-12,2023-06-28,false
ADR-00000280,PTR-00000225,WOHNSITZ,Rathauskamp,2,01219,Dresden,SN,DE,2,2023-06-29,,true
ADR-00000281,PTR-00000226,WOHNSITZ,Bärensteig,161,33098,Paderborn,NW,DE,2,2021-04-01,2024-11-12,false
ADR-00000282,PTR-00000226,WOHNSITZ,Bäckersteig,21,38440,Wolfsburg,NI,DE,2,2024-11-13,,true
ADR-00000283,PTR-00000227,WOHNSITZ,Wagnergasse,174,6410,Goldau,SZ,CH,2,1997-05-31,,true
ADR-00000284,PTR-00000228,WOHNSITZ,Wagnergasse,174,6410,Goldau,SZ,CH,2,1997-10-02,,true
ADR-00000285,PTR-00000229,WOHNSITZ,Fliederallee,159,49074,Osnabrück,NI,DE,2,2004-03-19,2024-01-16,false
ADR-00000286,PTR-00000229,WOHNSITZ,Nordgasse,87,67059,Ludwigshafen am Rhein,RP,DE,2,2024-01-17,,true
ADR-00000287,PTR-00000230,WOHNSITZ,Kirschplatz,179,30159,Hannover,NI,DE,2,2017-11-10,,true
ADR-00000288,PTR-00000231,WOHNSITZ,Wagnerpfad,98b,19053,Schwerin,MV,DE,2,2003-07-29,,true
ADR-00000289,PTR-00000232,WOHNSITZ,Moosstraße,151b,10961,Berlin,BE,DE,1,2013-11-29,,true
ADR-00000290,PTR-00000233,WOHNSITZ,Ostacker,9,6020,Emmenbrücke,LU,CH,2,2002-11-21,2024-12-11,false
ADR-00000291,PTR-00000233,WOHNSITZ,Haldenhalde,67,6020,Emmenbrücke,LU,CH,2,2024-12-12,,true
ADR-00000292,PTR-00000234,GESCHAEFTSSITZ,Müllerweg,18,4132,Muttenz,BL,CH,2,1990-06-01,,true
ADR-00000293,PTR-00000235,WOHNSITZ,Hopfenstraße,128,90402,Nürnberg,BY,DE,2,2004-11-29,,true
ADR-00000294,PTR-00000236,GESCHAEFTSSITZ,Postweg,92a,89073,Ulm,BW,DE,2,2006-03-01,,true
ADR-00000295,PTR-00000237,WOHNSITZ,Fuchsstraße,78,35576,Wetzlar,HE,DE,3,2008-03-10,,true
ADR-00000296,PTR-00000238,WOHNSITZ,Fichtensteig,160,93047,Regensburg,BY,DE,2,2006-02-12,,true
ADR-00000297,PTR-00000239,WOHNSITZ,Fichtensteig,160,93047,Regensburg,BY,DE,2,2012-12-29,,true
ADR-00000298,PTR-00000240,WOHNSITZ,Fichtensteig,160,93047,Regensburg,BY,DE,2,2020-12-27,,true
ADR-00000299,PTR-00000241,WOHNSITZ,Mondmatte,31,8630,Rüti ZH,ZH,CH,2,2017-08-04,,true
ADR-00000300,PTR-00000242,WOHNSITZ,Mondmatte,31,8630,Rüti ZH,ZH,CH,2,1997-09-06,,true
ADR-00000301,PTR-00000243,GESCHAEFTSSITZ,Frühlingsstraße,144,44135,Dortmund,NW,DE,2,1978-06-01,,true
ADR-00000302,PTR-00000244,WOHNSITZ,Eichenhof,68,67346,Speyer,RP,DE,3,1996-04-07,,true
ADR-00000303,PTR-00000245,WOHNSITZ,Bergplatz,167c,24103,Kiel,SH,DE,2,2014-01-18,,true
ADR-00000304,PTR-00000246,WOHNSITZ,Haldengasse,130,49716,Meppen,NI,DE,3,2021-02-06,2025-11-09,false
ADR-00000305,PTR-00000246,WOHNSITZ,Bergplatz,167c,24103,Kiel,SH,DE,2,2025-11-10,,true
ADR-00000306,PTR-00000247,WOHNSITZ,Chemin des Violettes,126,1201,Genève,GE,CH,1,2016-06-29,,true
ADR-00000307,PTR-00000248,WOHNSITZ,Eisenkamp,174c,76829,Landau in der Pfalz,RP,DE,3,2007-12-16,,true
ADR-00000308,PTR-00000249,WOHNSITZ,Metzgersteig,90,8610,Uster,ZH,CH,2,2004-12-11,,true
ADR-00000309,PTR-00000250,WOHNSITZ,Metzgersteig,90,8610,Uster,ZH,CH,2,2024-07-12,,true
ADR-00000310,PTR-00000251,WOHNSITZ,Bäckersteig,150b,93047,Regensburg,BY,DE,2,1998-04-17,,true
ADR-00000311,PTR-00000252,WOHNSITZ,Bäckerplatz,160,8640,Rapperswil-Jona,SG,CH,2,2025-06-19,,true
ADR-00000312,PTR-00000253,WOHNSITZ,Kiesplatz,14,4852,Rothrist,AG,CH,2,2003-10-22,2023-07-27,false
ADR-00000313,PTR-00000253,WOHNSITZ,Bäckerplatz,160,8640,Rapperswil-Jona,SG,CH,2,2023-07-28,,true
ADR-00000314,PTR-00000254,WOHNSITZ,Gartenmatte,20,3000,Bern,BE,CH,1,2008-07-27,2023-03-10,false
ADR-00000315,PTR-00000254,WOHNSITZ,Metzgermatte,76,7550,Scuol,GR,CH,3,2023-03-11,,true
ADR-00000316,PTR-00000255,WOHNSITZ,Bienenstrasse,16,8810,Horgen,ZH,CH,2,2018-04-12,2023-02-12,false
ADR-00000317,PTR-00000255,WOHNSITZ,Metzgermatte,76,7550,Scuol,GR,CH,3,2023-02-13,,true
ADR-00000318,PTR-00000256,WOHNSITZ,Metzgermatte,76,7550,Scuol,GR,CH,3,1996-02-22,,true
ADR-00000319,PTR-00000257,WOHNSITZ,Höhenhof,129,22587,Hamburg,HH,DE,1,2016-12-01,,true
ADR-00000320,PTR-00000258,WOHNSITZ,Sommerrain,104,8032,Zürich,ZH,CH,1,2006-04-13,,true
ADR-00000321,PTR-00000259,GESCHAEFTSSITZ,Rathaushof,72,6460,Altdorf UR,UR,CH,3,1988-02-01,,true
ADR-00000322,PTR-00000260,WOHNSITZ,Hirschring,128,59269,Beckum,NW,DE,3,2012-08-08,2025-01-16,false
ADR-00000323,PTR-00000260,WOHNSITZ,Felsstraße,121,22041,Hamburg,HH,DE,1,2025-01-17,,true
ADR-00000324,PTR-00000261,WOHNSITZ,Felsstraße,121,22041,Hamburg,HH,DE,1,2021-06-13,,true
ADR-00000325,PTR-00000262,WOHNSITZ,Ostmatte,63,9100,Herisau,AR,CH,3,2012-06-19,,true
ADR-00000326,PTR-00000263,WOHNSITZ,Edelweissstrasse,89,6004,Luzern,LU,CH,1,2020-04-29,2022-05-28,false
ADR-00000327,PTR-00000263,WOHNSITZ,Ostmatte,63,9100,Herisau,AR,CH,3,2022-05-29,,true
ADR-00000328,PTR-00000264,WOHNSITZ,Ostmatte,63,9100,Herisau,AR,CH,3,2009-07-31,,true
ADR-00000329,PTR-00000265,WOHNSITZ,Avenue des Œillets,114,1205,Genève,GE,CH,1,2005-10-31,,true
ADR-00000330,PTR-00000266,WOHNSITZ,Avenue des Œillets,114,1205,Genève,GE,CH,1,2003-03-01,,true
ADR-00000331,PTR-00000267,WOHNSITZ,Silberallee,166,91052,Erlangen,BY,DE,2,2021-11-18,,true
ADR-00000332,PTR-00000268,WOHNSITZ,Brunnenkamp,171,63065,Offenbach am Main,HE,DE,2,2022-07-11,,true
ADR-00000333,PTR-00000269,GESCHAEFTSSITZ,Enzianpfad,94,23552,Lübeck,SH,DE,2,1986-11-01,,true
ADR-00000334,PTR-00000270,WOHNSITZ,Adlerstraße,32,26721,Emden,NI,DE,3,1996-08-29,,true
ADR-00000335,PTR-00000271,WOHNSITZ,Lindenring,104,52062,Aachen,NW,DE,2,2013-07-28,,true
ADR-00000336,PTR-00000272,WOHNSITZ,Lindenring,104,52062,Aachen,NW,DE,2,2014-10-11,,true
ADR-00000337,PTR-00000273,WOHNSITZ,Gartengasse,37,14943,Luckenwalde,BB,DE,3,2007-01-25,2023-09-16,false
ADR-00000338,PTR-00000273,WOHNSITZ,Lerchendamm,61,42103,Wuppertal,NW,DE,2,2023-09-17,,true
ADR-00000339,PTR-00000274,WOHNSITZ,Morgenkamp,57,57072,Siegen,NW,DE,2,2007-12-23,,true
ADR-00000340,PTR-00000275,WOHNSITZ,Morgenkamp,57,57072,Siegen,NW,DE,2,2000-12-05,,true
ADR-00000341,PTR-00000276,WOHNSITZ,Roggenhalde,53,5630,Muri AG,AG,CH,2,2025-06-26,,true
ADR-00000342,PTR-00000277,WOHNSITZ,Route des Coteaux,150,2000,Neuchâtel,NE,CH,2,1996-07-07,,true
ADR-00000343,PTR-00000278,WOHNSITZ,Rehring,173,6300,Zug,ZG,CH,1,2021-08-28,2022-07-26,false
ADR-00000344,PTR-00000278,WOHNSITZ,Route des Coteaux,150,2000,Neuchâtel,NE,CH,2,2022-07-27,,true
ADR-00000345,PTR-00000279,WOHNSITZ,Föhrenmatte,67,6072,Sachseln,OW,CH,3,2014-12-17,2023-04-09,false
ADR-00000346,PTR-00000279,WOHNSITZ,Metzgerweg,83,3600,Thun,BE,CH,2,2023-04-10,,true
ADR-00000347,PTR-00000280,WOHNSITZ,Kirchhof,139,6340,Baar,ZG,CH,1,2009-10-27,2022-09-05,false
ADR-00000348,PTR-00000280,WOHNSITZ,Metzgerweg,83,3600,Thun,BE,CH,2,2022-09-06,,true
ADR-00000349,PTR-00000281,WOHNSITZ,Brückenhalde,154,6003,Luzern,LU,CH,1,2013-04-19,2023-11-17,false
ADR-00000350,PTR-00000281,WOHNSITZ,Metzgerweg,83,3600,Thun,BE,CH,2,2023-11-18,,true
ADR-00000351,PTR-00000282,WOHNSITZ,Metzgerweg,83,3600,Thun,BE,CH,2,2016-11-18,,true
ADR-00000352,PTR-00000283,WOHNSITZ,Mühleplatz,48,5080,Laufenburg,AG,CH,2,2006-10-13,,true
ADR-00000353,PTR-00000284,GESCHAEFTSSITZ,Impasse des Bouchers,66,1201,Genève,GE,CH,1,1997-01-01,,true
ADR-00000354,PTR-00000285,GESCHAEFTSSITZ,Place des Hérons,77,1201,Genève,GE,CH,1,1994-10-01,,true
ADR-00000355,PTR-00000286,WOHNSITZ,Enzianmatte,89,6003,Luzern,LU,CH,1,2023-05-18,,true
ADR-00000356,PTR-00000287,WOHNSITZ,Chemin des Marronniers,98,1226,Thônex,GE,CH,1,2008-01-07,2022-05-01,false
ADR-00000357,PTR-00000287,WOHNSITZ,Allée des Mousses,69,1227,Carouge GE,GE,CH,1,2022-05-02,,true
ADR-00000358,PTR-00000288,WOHNSITZ,Fliederhalde,72,4051,Basel,BS,CH,1,2017-01-02,2022-10-25,false
ADR-00000359,PTR-00000288,WOHNSITZ,Allée des Mousses,69,1227,Carouge GE,GE,CH,1,2022-10-26,,true
ADR-00000360,PTR-00000289,WOHNSITZ,Wagnerhof,52,49716,Meppen,NI,DE,3,2003-08-20,,true
ADR-00000361,PTR-00000290,WOHNSITZ,Farnsteig,4,5600,Lenzburg,AG,CH,2,2002-01-11,2023-04-14,false
ADR-00000362,PTR-00000290,WOHNSITZ,Hasensteig,109,3014,Bern,BE,CH,1,2023-04-15,,true
ADR-00000363,PTR-00000291,WOHNSITZ,Bienenhof,30,8880,Walenstadt,SG,CH,2,2010-10-27,2022-12-06,false
ADR-00000364,PTR-00000291,WOHNSITZ,Hasensteig,109,3014,Bern,BE,CH,1,2022-12-07,,true
ADR-00000365,PTR-00000292,WOHNSITZ,Hasensteig,109,3014,Bern,BE,CH,1,2005-06-08,,true
ADR-00000366,PTR-00000293,WOHNSITZ,Föhrenplatz,102,6020,Emmenbrücke,LU,CH,2,2005-07-29,2022-07-12,false
ADR-00000367,PTR-00000293,WOHNSITZ,Hasensteig,109,3014,Bern,BE,CH,1,2022-07-13,,true
ADR-00000368,PTR-00000294,WOHNSITZ,Buchenmatte,97,4058,Basel,BS,CH,1,2010-09-08,2023-11-03,false
ADR-00000369,PTR-00000294,WOHNSITZ,Hasensteig,109,3014,Bern,BE,CH,1,2023-11-04,,true
ADR-00000370,PTR-00000295,WOHNSITZ,Frühlingsplatz,105,8134,Adliswil,ZH,CH,2,2018-08-17,,true
ADR-00000371,PTR-00000296,WOHNSITZ,Frühlingsplatz,105,8134,Adliswil,ZH,CH,2,2024-12-20,,true
ADR-00000372,PTR-00000297,WOHNSITZ,Rebstockacker,51,8001,Zürich,ZH,CH,1,1996-02-22,,true
ADR-00000373,PTR-00000298,WOHNSITZ,Rebstockacker,51,8001,Zürich,ZH,CH,1,2004-06-09,,true
ADR-00000374,PTR-00000299,WOHNSITZ,Storchenring,142,8400,Winterthur,ZH,CH,1,2018-08-29,2022-03-07,false
ADR-00000375,PTR-00000299,WOHNSITZ,Kupferhof,169a,3250,Lyss,BE,CH,2,2022-03-08,,true
ADR-00000376,PTR-00000300,WOHNSITZ,Kupferhof,169a,3250,Lyss,BE,CH,2,2017-01-17,,true
ADR-00000377,PTR-00000301,WOHNSITZ,Schulhalde,113,8400,Winterthur,ZH,CH,1,2014-04-23,2025-11-17,false
ADR-00000378,PTR-00000301,WOHNSITZ,Ziegelmatte,130,4657,Dulliken,SO,CH,2,2025-11-18,,true
ADR-00000379,PTR-00000302,WOHNSITZ,Teichring,37,8910,Affoltern am Albis,ZH,CH,2,2005-07-27,2023-11-16,false
ADR-00000380,PTR-00000302,WOHNSITZ,Ziegelmatte,130,4657,Dulliken,SO,CH,2,2023-11-17,,true
ADR-00000381,PTR-00000303,WOHNSITZ,Via dei Vigne,179,6600,Locarno,TI,CH,2,2002-11-14,,true
ADR-00000382,PTR-00000304,WOHNSITZ,Via dei Vigne,179,6600,Locarno,TI,CH,2,2003-04-17,,true
ADR-00000383,PTR-00000305,WOHNSITZ,Hügelsteig,39,72070,Tübingen,BW,DE,3,2013-06-04,2024-12-03,false
ADR-00000384,PTR-00000305,WOHNSITZ,Heidekamp,120,86150,Augsburg,BY,DE,2,2024-12-04,,true
ADR-00000385,PTR-00000306,WOHNSITZ,Steinacker,91,8001,Zürich,ZH,CH,1,2018-05-02,,true
ADR-00000386,PTR-00000307,WOHNSITZ,Steinacker,91,8001,Zürich,ZH,CH,1,2009-06-13,,true
ADR-00000387,PTR-00000308,WOHNSITZ,Piazza dei Laghi,179,6500,Bellinzona,TI,CH,2,2001-05-11,,true
ADR-00000388,PTR-00000309,WOHNSITZ,Flussstrasse,100,5036,Oberentfelden,AG,CH,2,2017-05-21,2023-05-19,false
ADR-00000389,PTR-00000309,WOHNSITZ,Weberrain,176,4051,Basel,BS,CH,1,2023-05-20,,true
ADR-00000390,PTR-00000310,GESCHAEFTSSITZ,Westhalde,40,6003,Luzern,LU,CH,1,2003-04-01,,true
ADR-00000391,PTR-00000311,WOHNSITZ,Heidekamp,91,08371,Glauchau,SN,DE,3,1996-04-23,,true
ADR-00000392,PTR-00000312,WOHNSITZ,Heidekamp,91,08371,Glauchau,SN,DE,3,2009-06-19,,true
ADR-00000393,PTR-00000313,WOHNSITZ,Entenplatz,42,12043,Berlin,BE,DE,1,2005-11-12,2022-09-20,false
ADR-00000394,PTR-00000313,WOHNSITZ,Fliedergasse,124,77933,Lahr,BW,DE,3,2022-09-21,,true
ADR-00000395,PTR-00000314,GESCHAEFTSSITZ,Kastanienplatz,58,87435,Kempten (Allgäu),BY,DE,3,1987-03-01,,true
ADR-00000396,PTR-00000315,WOHNSITZ,Sandring,69,50226,Frechen,NW,DE,3,1996-03-06,,true
ADR-00000397,PTR-00000316,WOHNSITZ,Sandring,69,50226,Frechen,NW,DE,3,1998-05-31,,true
ADR-00000398,PTR-00000317,WOHNSITZ,Höhenhof,155,76133,Karlsruhe,BW,DE,2,2022-07-30,,true
ADR-00000399,PTR-00000318,WOHNSITZ,Promenade des Étoiles,13,1003,Lausanne,VD,CH,1,2007-12-14,2024-03-17,false
ADR-00000400,PTR-00000318,WOHNSITZ,Allée des Primevères,146,1009,Pully,VD,CH,2,2024-03-18,,true
ADR-00000401,PTR-00000319,WOHNSITZ,Allée des Primevères,146,1009,Pully,VD,CH,2,2019-02-18,,true
ADR-00000402,PTR-00000320,WOHNSITZ,Nordplatz,73,33602,Bielefeld,NW,DE,2,2011-03-14,,true
ADR-00000403,PTR-00000321,WOHNSITZ,Heideallee,149,26382,Wilhelmshaven,NI,DE,3,2005-05-09,,true
ADR-00000404,PTR-00000322,WOHNSITZ,Heideallee,149,26382,Wilhelmshaven,NI,DE,3,2019-06-13,,true
ADR-00000405,PTR-00000323,WOHNSITZ,Quellplatz,85,24534,Neumünster,SH,DE,3,2004-11-21,,true
ADR-00000406,PTR-00000324,WOHNSITZ,Buchenhof,127,04275,Leipzig,SN,DE,2,2018-03-23,,true
ADR-00000407,PTR-00000325,WOHNSITZ,Quellpfad,26,44623,Herne,NW,DE,2,2001-08-30,,true
ADR-00000408,PTR-00000326,GESCHAEFTSSITZ,Herbstgasse,139,55116,Mainz,RP,DE,2,2002-02-01,,true
ADR-00000409,PTR-00000327,WOHNSITZ,Bachhof,18,38518,Gifhorn,NI,DE,3,2016-04-06,2024-03-07,false
ADR-00000410,PTR-00000327,WOHNSITZ,Silberstraße,145,53111,Bonn,NW,DE,2,2024-03-08,,true
ADR-00000411,PTR-00000328,WOHNSITZ,Weberhalde,155,8853,Lachen SZ,SZ,CH,2,2007-09-14,,true
ADR-00000412,PTR-00000329,WOHNSITZ,Weberhalde,155,8853,Lachen SZ,SZ,CH,2,2008-02-12,,true
ADR-00000413,PTR-00000330,WOHNSITZ,Weberhalde,155,8853,Lachen SZ,SZ,CH,2,2022-01-11,,true
ADR-00000414,PTR-00000331,WOHNSITZ,Goldhalde,132,8600,Dübendorf,ZH,CH,2,2001-03-31,2025-02-10,false
ADR-00000415,PTR-00000331,WOHNSITZ,Weberhalde,155,8853,Lachen SZ,SZ,CH,2,2025-02-11,,true
ADR-00000416,PTR-00000332,WOHNSITZ,Mondsteig,59,4623,Neuendorf,SO,CH,2,2003-07-03,2024-04-01,false
ADR-00000417,PTR-00000332,WOHNSITZ,Weberhalde,155,8853,Lachen SZ,SZ,CH,2,2024-04-02,,true
ADR-00000418,PTR-00000333,GESCHAEFTSSITZ,Gartensteig,58,28195,Bremen,HB,DE,2,1994-03-01,,true
ADR-00000419,PTR-00000334,WOHNSITZ,Forellenkamp,180,44787,Bochum,NW,DE,2,2003-12-04,2022-07-28,false
ADR-00000420,PTR-00000334,WOHNSITZ,Steinallee,99,22083,Hamburg,HH,DE,1,2022-07-29,,true
ADR-00000421,PTR-00000335,WOHNSITZ,Rebenplatz,97,45879,Gelsenkirchen,NW,DE,2,2009-12-22,2022-03-28,false
ADR-00000422,PTR-00000335,WOHNSITZ,Steinallee,99,22083,Hamburg,HH,DE,1,2022-03-29,,true
ADR-00000423,PTR-00000336,GESCHAEFTSSITZ,Drosselring,43b,3072,Ostermundigen,BE,CH,2,1989-01-01,,true
ADR-00000424,PTR-00000337,WOHNSITZ,Meisenmatte,155,8750,Glarus,GL,CH,3,2004-08-24,2022-10-15,false
ADR-00000425,PTR-00000337,WOHNSITZ,Enzianhof,53,8400,Winterthur,ZH,CH,1,2022-10-16,,true
ADR-00000426,PTR-00000338,WOHNSITZ,Enzianhof,53,8400,Winterthur,ZH,CH,1,2018-04-03,,true
ADR-00000427,PTR-00000339,WOHNSITZ,Route des Hérons,100,1003,Lausanne,VD,CH,1,2005-09-26,,true
ADR-00000428,PTR-00000340,WOHNSITZ,Schulsteig,28,6052,Hergiswil NW,NW,CH,3,2016-11-05,,true
ADR-00000429,PTR-00000341,WOHNSITZ,Schulsteig,28,6052,Hergiswil NW,NW,CH,3,2012-08-11,,true
ADR-00000430,PTR-00000342,WOHNSITZ,Talweg,28,36304,Alsfeld,HE,DE,3,2011-12-08,,true
ADR-00000431,PTR-00000343,WOHNSITZ,Hasenmatte,162,4132,Muttenz,BL,CH,2,1996-06-06,,true
ADR-00000432,PTR-00000344,WOHNSITZ,Hasenmatte,162,4132,Muttenz,BL,CH,2,2006-12-10,,true
ADR-00000433,PTR-00000345,WOHNSITZ,Hasenmatte,162,4132,Muttenz,BL,CH,2,2002-10-06,,true
ADR-00000434,PTR-00000346,WOHNSITZ,Lehmhalde,52,3014,Bern,BE,CH,1,2003-01-31,2022-08-14,false
ADR-00000435,PTR-00000346,WOHNSITZ,Finkenacker,148,6312,Steinhausen,ZG,CH,1,2022-08-15,,true
ADR-00000436,PTR-00000347,WOHNSITZ,Quellmatte,127,6210,Sursee,LU,CH,2,2014-04-06,2025-08-05,false
ADR-00000437,PTR-00000347,WOHNSITZ,Wiesengasse,40,2500,Biel/Bienne,BE,CH,1,2025-08-06,,true
