kontakt_id,partner_id,kontakt_typ,wert,ist_primaer
KON-00000411,PTR-00000227,EMAIL,buehler.verena@bluemail.example,true
KON-00000412,PTR-00000227,TELEFON,+41 44 000 87 86,true
KON-00000413,PTR-00000228,EMAIL,urs.buehler53@mail.example,true
KON-00000414,PTR-00000228,MOBIL,+41 44 000 65 47,true
KON-00000415,PTR-00000229,EMAIL,jschulze@bluemail.example,true
KON-00000416,PTR-00000229,MOBIL,+49 152 28817 905,true
KON-00000417,PTR-00000230,EMAIL,bjoern.winter@post.example,true
KON-00000418,PTR-00000230,MOBIL,+49 152 28817 596,true
KON-00000419,PTR-00000231,EMAIL,julia.hahn@web.example,true
KON-00000420,PTR-00000231,MOBIL,+49 152 28817 283,true
KON-00000421,PTR-00000232,EMAIL,stein.tim@mail.example,true
KON-00000422,PTR-00000232,MOBIL,+49 152 28817 050,true
KON-00000423,PTR-00000233,EMAIL,dmartinez@web.example,true
KON-00000424,PTR-00000233,TELEFON,+41 44 000 11 52,true
KON-00000425,PTR-00000234,EMAIL,info@wigger-gipserei.example,true
KON-00000426,PTR-00000234,TELEFON,+41 44 000 46 79,true
KON-00000427,PTR-00000235,EMAIL,amira.fernandes@mail.example,true
KON-00000428,PTR-00000235,MOBIL,+49 152 28817 661,true
KON-00000429,PTR-00000236,EMAIL,info@allgäu-digital.example,true
KON-00000430,PTR-00000236,TELEFON,+49 30 23125 734,true
KON-00000431,PTR-00000237,EMAIL,hoffmann.jonas@post.example,true
KON-00000432,PTR-00000237,MOBIL,+49 152 28817 088,true
KON-00000433,PTR-00000238,EMAIL,dragan.dogan@post.example,true
KON-00000434,PTR-00000238,MOBIL,+49 152 28817 704,true
KON-00000435,PTR-00000239,EMAIL,lina.schmidt75@post.example,true
KON-00000436,PTR-00000239,MOBIL,+49 152 28817 729,true
KON-00000437,PTR-00000240,EMAIL,fweiss@bluemail.example,true
KON-00000438,PTR-00000240,MOBIL,+49 152 28817 792,true
KON-00000439,PTR-00000241,EMAIL,kbaettig@bluemail.example,true
KON-00000440,PTR-00000241,MOBIL,+41 44 000 35 73,true
KON-00000441,PTR-00000242,EMAIL,daniel.baettig@bluemail.example,true
KON-00000442,PTR-00000242,MOBIL,+41 44 000 85 34,true
KON-00000443,PTR-00000243,EMAIL,info@harz-druck.example,true
KON-00000444,PTR-00000243,TELEFON,+49 30 23125 155,true
KON-00000445,PTR-00000244,EMAIL,martina.berger@web.example,true
KON-00000446,PTR-00000244,TELEFON,+49 30 23125 304,true
KON-00000447,PTR-00000245,MOBIL,+49 152 28817 468,true
KON-00000448,PTR-00000246,EMAIL,lfriedrich@post.example,true
KON-00000449,PTR-00000246,MOBIL,+49 152 28817 232,true
KON-00000450,PTR-00000247,EMAIL,patrick.gaillard@web.example,true
KON-00000451,PTR-00000247,MOBIL,+41 44 000 64 05,true
KON-00000452,PTR-00000248,EMAIL,lars.klein@web.example,true
KON-00000453,PTR-00000248,MOBIL,+49 152 28817 544,true
KON-00000454,PTR-00000249,EMAIL,margrit64@bluemail.example,true
KON-00000455,PTR-00000249,MOBIL,+41 44 000 74 03,true
KON-00000456,PTR-00000250,EMAIL,silvan6@bluemail.example,true
KON-00000457,PTR-00000250,MOBIL,+41 44 000 28 59,true
KON-00000458,PTR-00000251,EMAIL,markus54@bluemail.example,true
KON-00000459,PTR-00000251,TELEFON,+49 30 23125 669,true
KON-00000460,PTR-00000252,EMAIL,rscherrer@mail.example,true
KON-00000461,PTR-00000252,MOBIL,+41 44 000 07 94,true
KON-00000462,PTR-00000253,EMAIL,cscherrer@mail.example,true
KON-00000463,PTR-00000253,MOBIL,+41 44 000 71 13,true
KON-00000464,PTR-00000254,EMAIL,rosmarie.meier76@mail.example,true
KON-00000465,PTR-00000254,MOBIL,+41 44 000 13 55,true
KON-00000466,PTR-00000255,EMAIL,meier.silvan@web.example,true
KON-00000467,PTR-00000255,MOBIL,+41 44 000 24 54,true
KON-00000468,PTR-00000256,EMAIL,rajesh.meier@post.example,true
KON-00000469,PTR-00000256,MOBIL,+41 44 000 82 24,true
KON-00000470,PTR-00000257,MOBIL,+49 152 28817 938,true
KON-00000471,PTR-00000258,EMAIL,vetterli.daniel@mail.example,true
KON-00000472,PTR-00000258,MOBIL,+41 44 000 17 84,true
KON-00000473,PTR-00000259,EMAIL,info@sihl-gipserei.example,true
KON-00000474,PTR-00000259,TELEFON,+41 44 000 82 15,true
KON-00000475,PTR-00000260,EMAIL,mueller.birgit@mail.example,true
KON-00000476,PTR-00000260,MOBIL,+49 152 28817 780,true
KON-00000477,PTR-00000261,EMAIL,dennis.mueller83@post.example,true
KON-00000478,PTR-00000261,MOBIL,+49 152 28817 650,true
KON-00000479,PTR-00000262,EMAIL,heidi.zumstein@bluemail.example,true
KON-00000480,PTR-00000262,TELEFON,+41 44 000 63 69,true
KON-00000481,PTR-00000263,MOBIL,+41 44 000 36 77,true
KON-00000482,PTR-00000264,EMAIL,zumstein.simon@post.example,true
KON-00000483,PTR-00000264,TELEFON,+41 44 000 88 95,true
KON-00000484,PTR-00000265,EMAIL,celine.bovet69@post.example,true
KON-00000485,PTR-00000265,MOBIL,+41 44 000 44 26,true
KON-00000486,PTR-00000266,EMAIL,tbovet@mail.example,true
KON-00000487,PTR-00000266,MOBIL,+41 44 000 71 14,true
KON-00000488,PTR-00000267,EMAIL,schroeder.anke@web.example,true
KON-00000489,PTR-00000267,MOBIL,+49 152 28817 603,true
KON-00000490,PTR-00000268,EMAIL,bkrueger@web.example,true
KON-00000491,PTR-00000268,MOBIL,+49 152 28817 150,true
KON-00000492,PTR-00000269,EMAIL,info@hunsrück-zimmerei.example,true
KON-00000493,PTR-00000269,TELEFON,+49 30 23125 819,true
KON-00000494,PTR-00000270,EMAIL,tanja30@mail.example,true
KON-00000495,PTR-00000270,MOBIL,+49 152 28817 707,true
KON-00000496,PTR-00000271,EMAIL,sebastian76@mail.example,true
KON-00000497,PTR-00000271,MOBIL,+49 152 28817 395,true
KON-00000498,PTR-00000272,EMAIL,wessel.andrea@mail.example,true
KON-00000499,PTR-00000272,MOBIL,+49 152 28817 966,true
KON-00000500,PTR-00000273,EMAIL,lehmann.maren@mail.example,true
KON-00000501,PTR-00000273,TELEFON,+49 30 23125 906,true
KON-00000502,PTR-00000274,MOBIL,+49 152 28817 051,true
KON-00000503,PTR-00000275,EMAIL,patel.sebastian@mail.example,true
KON-00000504,PTR-00000275,MOBIL,+49 152 28817 159,true
KON-00000505,PTR-00000276,EMAIL,haenni.simon@post.example,true
KON-00000506,PTR-00000276,MOBIL,+41 44 000 14 38,true
KON-00000507,PTR-00000277,EMAIL,sandoz.aurelie@bluemail.example,true
KON-00000508,PTR-00000277,MOBIL,+41 44 000 12 06,true
KON-00000509,PTR-00000278,EMAIL,mathieu.sandoz74@mail.example,true
KON-00000510,PTR-00000278,MOBIL,+41 44 000 51 60,true
KON-00000511,PTR-00000279,EMAIL,raphael.iten@web.example,true
KON-00000512,PTR-00000279,MOBIL,+41 44 000 23 51,true
KON-00000513,PTR-00000280,EMAIL,silvia89@bluemail.example,true
KON-00000514,PTR-00000280,MOBIL,+41 44 000 93 97,true
KON-00000515,PTR-00000281,EMAIL,seraina.hess99@mail.example,true
KON-00000516,PTR-00000281,MOBIL,+41 44 000 63 40,true
KON-00000517,PTR-00000282,MOBIL,+41 44 000 12 03,true
KON-00000518,PTR-00000283,EMAIL,lnussbaumer@bluemail.example,true
KON-00000519,PTR-00000283,MOBIL,+41 44 000 16 44,true
KON-00000520,PTR-00000284,EMAIL,info@weissenstein-gartenbau.example,true
KON-00000521,PTR-00000284,TELEFON,+41 44 000 06 46,true
KON-00000522,PTR-00000285,EMAIL,info@wasserfallen-optik.example,true
KON-00000523,PTR-00000285,TELEFON,+41 44 000 69 43,true
KON-00000524,PTR-00000286,EMAIL,sandra.fischer@bluemail.example,true
KON-00000525,PTR-00000286,MOBIL,+41 44 000 43 50,true
KON-00000526,PTR-00000287,EMAIL,camille.jungo@web.example,true
KON-00000527,PTR-00000287,MOBIL,+41 44 000 57 01,true
KON-00000528,PTR-00000288,EMAIL,mustafa.jungo@bluemail.example,true
KON-00000529,PTR-00000288,MOBIL,+41 44 000 84 21,true
KON-00000530,PTR-00000289,EMAIL,oliver24@web.example,true
KON-00000531,PTR-00000289,MOBIL,+49 152 28817 292,true
KON-00000532,PTR-00000290,MOBIL,+41 44 000 06 65,true
KON-00000533,PTR-00000291,TELEFON,+41 44 000 22 79,true
KON-00000534,PTR-00000292,EMAIL,raphael.gasser@web.example,true
KON-00000535,PTR-00000292,MOBIL,+41 44 000 73 41,true
KON-00000536,PTR-00000293,EMAIL,mgasser@post.example,true
KON-00000537,PTR-00000293,MOBIL,+41 44 000 15 64,true
KON-00000538,PTR-00000294,EMAIL,david.schmid@post.example,true
KON-00000539,PTR-00000294,MOBIL,+41 44 000 66 16,true
KON-00000540,PTR-00000295,EMAIL,odermatt.martin@mail.example,true
KON-00000541,PTR-00000295,MOBIL,+41 44 000 80 25,true
KON-00000542,PTR-00000296,EMAIL,fatma.jovanovic@bluemail.example,true
KON-00000543,PTR-00000296,MOBIL,+41 44 000 84 81,true
KON-00000544,PTR-00000297,EMAIL,msahin@web.example,true
KON-00000545,PTR-00000297,MOBIL,+41 44 000 48 68,true
KON-00000546,PTR-00000298,EMAIL,sahin.samuel@post.example,true
KON-00000547,PTR-00000298,MOBIL,+41 44 000 02 73,true
KON-00000548,PTR-00000299,EMAIL,levin21@web.example,true
KON-00000549,PTR-00000299,MOBIL,+41 44 000 61 90,true
KON-00000550,PTR-00000300,EMAIL,lnikolic@web.example,true
KON-00000551,PTR-00000300,MOBIL,+41 44 000 59 85,true
KON-00000552,PTR-00000301,MOBIL,+41 44 000 66 75,true
KON-00000553,PTR-00000302,EMAIL,stefan.frei80@bluemail.example,true
KON-00000554,PTR-00000302,MOBIL,+41 44 000 55 77,true
KON-00000555,PTR-00000303,EMAIL,francesco97@bluemail.example,true
KON-00000556,PTR-00000303,MOBIL,+41 44 000 89 00,true
KON-00000557,PTR-00000304,EMAIL,aurora97@mail.example,true
KON-00000558,PTR-00000304,MOBIL,+41 44 000 03 28,true
KON-00000559,PTR-00000305,EMAIL,aylin70@mail.example,true
KON-00000560,PTR-00000305,MOBIL,+49 152 28817 329,true
KON-00000561,PTR-00000306,EMAIL,matthias52@post.example,true
KON-00000562,PTR-00000306,MOBIL,+41 44 000 67 97,true
KON-00000563,PTR-00000307,MOBIL,+41 44 000 80 56,true
KON-00000564,PTR-00000308,EMAIL,sghiringhelli@bluemail.example,true
KON-00000565,PTR-00000308,TELEFON,+41 44 000 06 84,true
KON-00000566,PTR-00000309,EMAIL,mdemir@mail.example,true
KON-00000567,PTR-00000309,MOBIL,+41 44 000 33 90,true
KON-00000568,PTR-00000310,EMAIL,info@léman-logistik.example,true
KON-00000569,PTR-00000310,TELEFON,+41 44 000 09 13,true
KON-00000570,PTR-00000311,EMAIL,tomasz30@bluemail.example,true
KON-00000571,PTR-00000311,MOBIL,+49 152 28817 903,true
KON-00000572,PTR-00000312,EMAIL,kowalczyk.renate@web.example,true
KON-00000573,PTR-00000312,MOBIL,+49 152 28817 763,true
KON-00000574,PTR-00000313,EMAIL,anke.wolf73@mail.example,true
KON-00000575,PTR-00000313,MOBIL,+49 152 28817 388,true
KON-00000576,PTR-00000314,EMAIL,info@ostsee-consulting.example,true
KON-00000577,PTR-00000314,TELEFON,+49 30 23125 716,true
KON-00000578,PTR-00000315,EMAIL,melanie42@web.example,true
KON-00000579,PTR-00000315,MOBIL,+49 152 28817 127,true
KON-00000580,PTR-00000316,EMAIL,janssen.tobias@bluemail.example,true
KON-00000581,PTR-00000316,MOBIL,+49 152 28817 817,true
KON-00000582,PTR-00000317,EMAIL,tobias.jung94@bluemail.example,true
KON-00000583,PTR-00000317,MOBIL,+49 152 28817 458,true
KON-00000584,PTR-00000318,MOBIL,+41 44 000 50 73,true
KON-00000585,PTR-00000319,EMAIL,martin.louis@post.example,true
KON-00000586,PTR-00000319,MOBIL,+41 44 000 67 32,true
KON-00000587,PTR-00000320,EMAIL,lars.sommer@mail.example,true
KON-00000588,PTR-00000320,MOBIL,+49 152 28817 900,true
KON-00000589,PTR-00000321,EMAIL,becker.philipp@mail.example,true
KON-00000590,PTR-00000321,MOBIL,+49 152 28817 215,true
KON-00000591,PTR-00000322,EMAIL,ayse92@post.example,true
KON-00000592,PTR-00000322,MOBIL,+49 152 28817 072,true
KON-00000593,PTR-00000323,EMAIL,anke44@web.example,true
KON-00000594,PTR-00000323,MOBIL,+49 152 28817 645,true
KON-00000595,PTR-00000324,EMAIL,philipp.ortlepp80@bluemail.example,true
KON-00000596,PTR-00000324,MOBIL,+49 152 28817 286,true
KON-00000597,PTR-00000325,EMAIL,daniel84@mail.example,true
KON-00000598,PTR-00000325,MOBIL,+49 152 28817 214,true
KON-00000599,PTR-00000326,EMAIL,info@aller-velo.example,true
KON-00000600,PTR-00000326,TELEFON,+49 30 23125 352,true
KON-00000601,PTR-00000327,EMAIL,dkuhn@web.example,true
KON-00000602,PTR-00000327,TELEFON,+49 30 23125 365,true
KON-00000603,PTR-00000328,MOBIL,+41 44 000 95 84,true
KON-00000604,PTR-00000329,EMAIL,nikola.roth78@web.example,true
KON-00000605,PTR-00000329,MOBIL,+41 44 000 33 47,true
KON-00000606,PTR-00000330,EMAIL,emma.roth@mail.example,true
KON-00000607,PTR-00000330,MOBIL,+41 44 000 87 35,true
KON-00000608,PTR-00000331,EMAIL,roth.patrick@bluemail.example,true
KON-00000609,PTR-00000331,MOBIL,+41 44 000 76 44,true
KON-00000610,PTR-00000332,EMAIL,stalder.tamara@post.example,true
KON-00000611,PTR-00000332,MOBIL,+41 44 000 33 65,true
KON-00000612,PTR-00000333,EMAIL,info@nordlicht-heizungsbau.example,true
KON-00000613,PTR-00000333,TELEFON,+49 30 23125 004,true
KON-00000614,PTR-00000334,EMAIL,nhofmann@bluemail.example,true
KON-00000615,PTR-00000334,MOBIL,+49 152 28817 950,true
KON-00000616,PTR-00000335,EMAIL,sebastian.hofmann@post.example,true
KON-00000617,PTR-00000335,MOBIL,+49 152 28817 812,true
KON-00000618,PTR-00000336,EMAIL,info@uetli-velo.example,true
KON-00000619,PTR-00000336,TELEFON,+41 44 000 58 90,true
KON-00000620,PTR-00000337,EMAIL,dragan.papadopoulos@web.example,true
KON-00000621,PTR-00000337,TELEFON,+41 44 000 37 99,true
KON-00000622,PTR-00000338,TELEFON,+41 44 000 46 75,true
KON-00000623,PTR-00000339,EMAIL,mottier.frederic@web.example,true
KON-00000624,PTR-00000339,MOBIL,+41 44 000 37 76,true
KON-00000625,PTR-00000340,EMAIL,alina16@post.example,true
KON-00000626,PTR-00000340,MOBIL,+41 44 000 54 29,true
KON-00000627,PTR-00000341,EMAIL,tgerber@bluemail.example,true
KON-00000628,PTR-00000341,MOBIL,+41 44 000 22 28,true
KON-00000629,PTR-00000342,EMAIL,laura.jaeger@post.example,true
KON-00000630,PTR-00000342,MOBIL,+49 152 28817 336,true
KON-00000631,PTR-00000343,EMAIL,anna62@post.example,true
KON-00000632,PTR-00000343,MOBIL,+41 44 000 72 61,true
KON-00000633,PTR-00000344,EMAIL,raphael.meyer79@web.example,true
KON-00000634,PTR-00000344,MOBIL,+41 44 000 29 54,true
KON-00000635,PTR-00000345,EMAIL,emeyer@post.example,true
KON-00000636,PTR-00000345,MOBIL,+41 44 000 66 07,true
KON-00000637,PTR-00000346,EMAIL,idemirci@post.example,true
KON-00000638,PTR-00000346,MOBIL,+41 44 000 20 64,true
KON-00000639,PTR-00000347,EMAIL,bettina44@web.example,true
KON-00000640,PTR-00000347,MOBIL,+41 44 000 90 41,true
KON-00000641,PTR-00000348,MOBIL,+49 152 28817 719,true
KON-00000642,PTR-00000349,MOBIL,+49 152 28817 624,true
KON-00000643,PTR-00000350,EMAIL,lbecker@post.example,true
KON-00000644,PTR-00000350,MOBIL,+49 152 28817 756,true
KON-00000645,PTR-00000351,MOBIL,+49 152 28817 716,true
KON-00000646,PTR-00000352,EMAIL,tbecker@bluemail.example,true
KON-00000647,PTR-00000352,MOBIL,+49 152 28817 983,true
KON-00000648,PTR-00000353,EMAIL,koebi.yilmaz@post.example,true
KON-00000649,PTR-00000353,MOBIL,+41 44 000 52 32,true
KON-00000650,PTR-00000354,EMAIL,hanspeter.sutter61@post.example,true
KON-00000651,PTR-00000354,MOBIL,+41 44 000 92 59,true
KON-00000652,PTR-00000355,EMAIL,bsutter@bluemail.example,true
KON-00000653,PTR-00000355,MOBIL,+41 44 000 40 16,true
KON-00000654,PTR-00000356,EMAIL,livia19@post.example,true
KON-00000655,PTR-00000356,MOBIL,+41 44 000 28 60,true
KON-00000656,PTR-00000357,EMAIL,sutter.emma@mail.example,true
KON-00000657,PTR-00000357,MOBIL,+41 44 000 90 71,true
KON-00000658,PTR-00000358,MOBIL,+49 152 28817 956,true
KON-00000659,PTR-00000359,EMAIL,info@mosel-gastro.example,true
KON-00000660,PTR-00000359,TELEFON,+49 30 23125 599,true
KON-00000661,PTR-00000360,EMAIL,bruno88@bluemail.example,true
KON-00000662,PTR-00000360,MOBIL,+41 44 000 88 09,true
KON-00000663,PTR-00000361,EMAIL,fabienne.roth@bluemail.example,true
KON-00000664,PTR-00000361,MOBIL,+41 44 000 39 59,true
KON-00000665,PTR-00000362,MOBIL,+41 44 000 12 70,true
KON-00000666,PTR-00000363,EMAIL,amir.suter96@mail.example,true
KON-00000667,PTR-00000363,MOBIL,+41 44 000 82 84,true
KON-00000668,PTR-00000364,EMAIL,kevin.baumann92@bluemail.example,true
KON-00000669,PTR-00000364,MOBIL,+49 152 28817 861,true
KON-00000670,PTR-00000365,EMAIL,marie.baumann@mail.example,true
KON-00000671,PTR-00000365,MOBIL,+49 152 28817 588,true
KON-00000672,PTR-00000366,EMAIL,haas.charlotte@post.example,true
KON-00000673,PTR-00000366,MOBIL,+49 152 28817 313,true
KON-00000674,PTR-00000367,EMAIL,info@mosel-ingenieure.example,true
KON-00000675,PTR-00000367,TELEFON,+49 30 23125 581,true
KON-00000676,PTR-00000368,EMAIL,vesna.hussain74@web.example,true
KON-00000677,PTR-00000368,MOBIL,+41 44 000 98 16,true
KON-00000678,PTR-00000369,EMAIL,philipp.meyer99@web.example,true
KON-00000679,PTR-00000369,MOBIL,+41 44 000 78 35,true
KON-00000680,PTR-00000370,EMAIL,oliver.beck73@bluemail.example,true
KON-00000681,PTR-00000370,MOBIL,+49 152 28817 874,true
KON-00000682,PTR-00000371,EMAIL,eleni.beck@bluemail.example,true
KON-00000683,PTR-00000371,MOBIL,+49 152 28817 854,true
KON-00000684,PTR-00000372,EMAIL,hpeters@web.example,true
KON-00000685,PTR-00000372,MOBIL,+49 152 28817 493,true
KON-00000686,PTR-00000373,EMAIL,speters@web.example,true
KON-00000687,PTR-00000373,MOBIL,+49 152 28817 460,true
KON-00000688,PTR-00000374,EMAIL,birgit.winter89@bluemail.example,true
KON-00000689,PTR-00000374,TELEFON,+49 30 23125 252,true
KON-00000690,PTR-00000375,EMAIL,winter.lina@web.example,true
KON-00000691,PTR-00000375,MOBIL,+49 152 28817 894,true
KON-00000692,PTR-00000376,EMAIL,egeorgiou@bluemail.example,true
KON-00000693,PTR-00000376,MOBIL,+41 44 000 57 07,true
KON-00000694,PTR-00000377,EMAIL,chiara.rossi86@mail.example,true
KON-00000695,PTR-00000377,MOBIL,+41 44 000 66 42,true
KON-00000696,PTR-00000378,EMAIL,info@furka-informatik.example,true
KON-00000697,PTR-00000378,TELEFON,+41 44 000 76 87,true
KON-00000698,PTR-00000379,EMAIL,mia.mueller@web.example,true
KON-00000699,PTR-00000379,MOBIL,+49 152 28817 196,true
KON-00000700,PTR-00000380,EMAIL,sigrist.karin@web.example,true
KON-00000701,PTR-00000380,MOBIL,+41 44 000 44 81,true
KON-00000702,PTR-00000381,EMAIL,ueli.sigrist@bluemail.example,true
KON-00000703,PTR-00000381,TELEFON,+41 44 000 53 11,true
KON-00000704,PTR-00000382,EMAIL,csigrist@web.example,true
KON-00000705,PTR-00000382,MOBIL,+41 44 000 09 19,true
KON-00000706,PTR-00000383,EMAIL,nils.sigrist92@post.example,true
KON-00000707,PTR-00000383,MOBIL,+41 44 000 93 32,true
KON-00000708,PTR-00000384,EMAIL,joel63@mail.example,true
KON-00000709,PTR-00000384,MOBIL,+41 44 000 81 70,true
KON-00000710,PTR-00000385,EMAIL,hansruedi.graf52@mail.example,true
KON-00000711,PTR-00000385,TELEFON,+41 44 000 38 58,true
KON-00000712,PTR-00000386,EMAIL,graf.ursula@bluemail.example,true
KON-00000713,PTR-00000386,MOBIL,+41 44 000 52 84,true
KON-00000714,PTR-00000387,EMAIL,lukas86@post.example,true
KON-00000715,PTR-00000387,MOBIL,+49 152 28817 787,true
KON-00000716,PTR-00000388,EMAIL,czappa@web.example,true
KON-00000717,PTR-00000388,MOBIL,+41 44 000 73 26,true
KON-00000718,PTR-00000389,TELEFON,+41 44 000 04 67,true
KON-00000719,PTR-00000390,EMAIL,giulia35@web.example,true
KON-00000720,PTR-00000390,MOBIL,+41 44 000 33 40,true
KON-00000721,PTR-00000391,EMAIL,giulia.zappa@bluemail.example,true
KON-00000722,PTR-00000391,MOBIL,+41 44 000 98 81,true
KON-00000723,PTR-00000392,MOBIL,+41 44 000 50 31,true
KON-00000724,PTR-00000393,EMAIL,moritz.wagner97@mail.example,true
KON-00000725,PTR-00000393,MOBIL,+49 152 28817 852,true
KON-00000726,PTR-00000394,EMAIL,sbaumann@web.example,true
KON-00000727,PTR-00000394,MOBIL,+49 152 28817 344,true
KON-00000728,PTR-00000395,EMAIL,wagner.ben@mail.example,true
KON-00000729,PTR-00000395,MOBIL,+49 152 28817 374,true
KON-00000730,PTR-00000396,EMAIL,emil.wagner@web.example,true
KON-00000731,PTR-00000396,MOBIL,+49 152 28817 141,true
KON-00000732,PTR-00000397,EMAIL,petra.ortlepp87@post.example,true
KON-00000733,PTR-00000397,MOBIL,+49 152 28817 331,true
KON-00000734,PTR-00000398,EMAIL,nowak.samuel@post.example,true
KON-00000735,PTR-00000398,MOBIL,+49 152 28817 450,true
KON-00000736,PTR-00000399,EMAIL,christina84@mail.example,true
KON-00000737,PTR-00000399,TELEFON,+49 30 23125 452,true
KON-00000738,PTR-00000400,EMAIL,michelle44@web.example,true
KON-00000739,PTR-00000400,MOBIL,+41 44 000 07 49,true
KON-00000740,PTR-00000401,EMAIL,matthias80@mail.example,true
KON-00000741,PTR-00000401,MOBIL,+49 152 28817 677,true
KON-00000742,PTR-00000402,EMAIL,nfiedler@bluemail.example,true
KON-00000743,PTR-00000402,MOBIL,+49 152 28817 901,true
KON-00000744,PTR-00000403,EMAIL,stefanie.schmitz@mail.example,true
KON-00000745,PTR-00000403,TELEFON,+49 30 23125 208,true
KON-00000746,PTR-00000404,MOBIL,+49 152 28817 351,true
KON-00000747,PTR-00000405,EMAIL,katrin.schmitz@web.example,true
KON-00000748,PTR-00000405,MOBIL,+49 152 28817 707,true
KON-00000749,PTR-00000406,EMAIL,matthias.schmitz85@post.example,true
KON-00000750,PTR-00000406,MOBIL,+49 152 28817 733,true
KON-00000751,PTR-00000407,TELEFON,+41 44 000 95 73,true
KON-00000752,PTR-00000408,EMAIL,info@limmat-apotheke.example,true
KON-00000753,PTR-00000408,TELEFON,+41 44 000 98 93,true
KON-00000754,PTR-00000409,EMAIL,kaufmann.seraina@post.example,true
KON-00000755,PTR-00000409,MOBIL,+41 44 000 05 86,true
KON-00000756,PTR-00000410,EMAIL,pereira.aylin@bluemail.example,true
KON-00000757,PTR-00000410,MOBIL,+49 152 28817 984,true
KON-00000758,PTR-00000411,EMAIL,christian.rudolf@web.example,true
KON-00000759,PTR-00000411,MOBIL,+41 44 000 86 96,true
KON-00000760,PTR-00000412,EMAIL,daniela.rudolf@post.example,true
KON-00000761,PTR-00000412,MOBIL,+41 44 000 07 19,true
KON-00000762,PTR-00000413,EMAIL,leila8@web.example,true
KON-00000763,PTR-00000413,MOBIL,+41 44 000 93 51,true
KON-00000764,PTR-00000414,EMAIL,thorvat@post.example,true
KON-00000765,PTR-00000414,MOBIL,+41 44 000 36 14,true
KON-00000766,PTR-00000415,EMAIL,ahorvat@web.example,true
KON-00000767,PTR-00000415,MOBIL,+41 44 000 88 27,true
KON-00000768,PTR-00000416,EMAIL,jbraun@post.example,true
KON-00000769,PTR-00000416,MOBIL,+49 152 28817 139,true
KON-00000770,PTR-00000417,EMAIL,mherrmann@mail.example,true
KON-00000771,PTR-00000417,MOBIL,+49 152 28817 555,true
KON-00000772,PTR-00000418,EMAIL,birgit52@bluemail.example,true
KON-00000773,PTR-00000418,MOBIL,+49 152 28817 297,true
KON-00000774,PTR-00000419,EMAIL,sahin.svetlana@bluemail.example,true
KON-00000775,PTR-00000419,MOBIL,+49 152 28817 367,true
KON-00000776,PTR-00000420,MOBIL,+49 152 28817 231,true
KON-00000777,PTR-00000421,EMAIL,leila.kowalczyk03@post.example,true
KON-00000778,PTR-00000421,MOBIL,+49 152 28817 388,true
KON-00000779,PTR-00000422,EMAIL,hans-juergen.fischer46@mail.example,true
KON-00000780,PTR-00000422,TELEFON,+49 30 23125 133,true
KON-00000781,PTR-00000423,EMAIL,marco.schmidt82@web.example,true
KON-00000782,PTR-00000423,MOBIL,+49 152 28817 684,true
KON-00000783,PTR-00000424,EMAIL,flurina.hauenstein@bluemail.example,true
KON-00000784,PTR-00000424,MOBIL,+41 44 000 29 41,true
KON-00000785,PTR-00000425,EMAIL,dimitrios.rodriguez68@mail.example,true
KON-00000786,PTR-00000425,MOBIL,+49 152 28817 783,true
KON-00000787,PTR-00000426,EMAIL,gisela.rodriguez@web.example,true
KON-00000788,PTR-00000426,MOBIL,+49 152 28817 106,true
KON-00000789,PTR-00000427,EMAIL,nrodriguez@web.example,true
KON-00000790,PTR-00000427,TELEFON,+49 30 23125 096,true
KON-00000791,PTR-00000428,EMAIL,leonie.rodriguez03@bluemail.example,true
KON-00000792,PTR-00000428,MOBIL,+49 152 28817 815,true
KON-00000793,PTR-00000429,MOBIL,+49 152 28817 913,true
KON-00000794,PTR-00000430,EMAIL,horvat.dimitrios@post.example,true
KON-00000795,PTR-00000430,MOBIL,+49 152 28817 769,true
KON-00000796,PTR-00000431,EMAIL,info@schwarzwald-autohaus.example,true
KON-00000797,PTR-00000431,TELEFON,+49 30 23125 530,true
KON-00000798,PTR-00000432,EMAIL,petrovic.carlos@post.example,true
KON-00000799,PTR-00000432,TELEFON,+49 30 23125 739,true
KON-00000800,PTR-00000433,EMAIL,vanessa.fuchs@web.example,true
KON-00000801,PTR-00000433,MOBIL,+49 152 28817 184,true
KON-00000802,PTR-00000434,MOBIL,+49 152 28817 357,true
KON-00000803,PTR-00000435,EMAIL,rajesh.okafor71@mail.example,true
KON-00000804,PTR-00000435,MOBIL,+49 152 28817 371,true
KON-00000805,PTR-00000436,EMAIL,yann22@mail.example,true
KON-00000806,PTR-00000436,MOBIL,+41 44 000 21 02,true
KON-00000807,PTR-00000437,EMAIL,info@pilatus-malerei.example,true
KON-00000808,PTR-00000437,TELEFON,+41 44 000 52 72,true
KON-00000809,PTR-00000438,MOBIL,+49 152 28817 258,true
KON-00000810,PTR-00000439,MOBIL,+49 152 28817 100,true
KON-00000811,PTR-00000440,EMAIL,mombelli.paolo@post.example,true
KON-00000812,PTR-00000440,TELEFON,+41 44 000 67 18,true
KON-00000813,PTR-00000441,MOBIL,+41 44 000 87 00,true
KON-00000814,PTR-00000442,MOBIL,+41 44 000 93 29,true
KON-00000815,PTR-00000443,EMAIL,ckunz@post.example,true
KON-00000816,PTR-00000443,TELEFON,+41 44 000 68 41,true
