PARTNR;NAME1;NAME2;GEBDAT;GESCHL;ZIVST;ADR1;ADR2;ADR3;LANDKZ;SPRACHE;TEL;EMAIL;BERUF;KDSEIT;AENDDAT;BEMERK
10000153;BAUMANN KEVIN;;22.11.92;1;2;MOOSGASSE 36;;20249 HAMBURG;276;D;+49 152 28817 86;;KAUFMAENNISCHE ANGES;01.06.14;01.03.20;
10000154;BAUMANN MARIE;;05.11.86;2;2;MOOSGASSE;36;20249 HAMBURG;276;D;+49 152 28817 58;;DACHDECKERIN;01.06.05;31.12.25;
10000155;BECK OLIVER;;15.05.73;1;2;GARTENGASSE 113;;79761 WALDSHUT-TIENGEN;276;D;+49 152 28817 87;;MECHANIKERIN;01.05.06;01.03.15;
10000156;BECK ELENI;;02.02.67;2;2;GARTENGASSE 113;;79761 WALDSHUT-TIENGEN;276;D;;eleni.beck@bluemail.example;INGENIEURIN;;01.01.21;
10000157;ROSSI CHIARA;;19.08.86;1;1;VIA DEI TIGLI 174;;6900 LUGANO;756;I;+41 44 000 66 42;;SELBSTAENDIGE UNTERN;01.01.16;31.12.25;
10000158;SIGRIST KARIN;;26.04.66;2;2;POSTHOF 100;;3098 KOENIZ;756;D;+41 44 000 44 81;;TREUHAENDERIN;01.06.05;01.05.22;
10000159;SIGRIST UELI;;26.12.68;1;2;POSTHOF 100;;3098 KOENIZ;756;D;+41 44 000 53 11;ueli.sigrist@bluemail.example;INGENIEURIN;01.06.14;01.12.22;
10000160;SIGRIST CLAUDIA;;21.07.00;2;1;POSTHOF 100;;3098 KOENIZ;756;D;+41 44 000 09 19;;MECHANIKERIN;01.01.20;01.05.19;MAHNUNG 1 VERSANDT
10000161;SIGRIST NILS;;20.03.92;1;1;POSTHOF;100;3098 KOENIZ;756;D;+41 44 000 93 32;;MALERIN;01.10.10;01.12.20;
10000162;ZAPPA GIULIA;;01.01.00;2;1;PIAZZA DEI VOLPI 135;;6500 BELLINZONA;756;I;+41 44 000 98 81;;STUDENTIN;01.10.18;01.08.17;
10000163;NOWAK SAMUEL;;21.08.90;1;2;FOEHRENHOF 124;;47051 DUISBURG;276;D;+49 152 28817 45;nowak.samuel@post.example;PFLEGEFACHFRAU;01.03.13;01.05.15;
10000164;LEUENBERGER MICHELLE;;19.11.81;2;1;INSELSTEIG 62;;4632 TRIMBACH;756;D;;michelle44@web.example;KAUFMAENNISCHE ANGES;01.01.04;31.12.25;
10000165;SCHMITZ HEINRICH;;05.07.51;1;2;ACKERDAMM;74;21073 HAMBURG;276;D;;;RENTNERIN;01.01.15;01.07.23;
10000166;HORVAT THOMAS;;21.12.99;1;2;IMPASSE DES ALOUETTES 23;;1227 CAROUGE GE;756;F;;;RENTNERIN;01.08.18;01.09.17;
10000167;BRAUN JOERG;;03.12.75;1;2;BIRKENWEG;40A;28195 BREMEN;276;D;;;KAUFMAENNISCHE ANGES;01.01.02;31.12.25;
10000168;HERRMANN M.;;;2;2;WEIHERGASSE 74;;23936 GREVESMUEHLEN;276;D;+49 152 28817 55;;VERKAEUFERIN;01.09.97;31.12.25;
10000169;SAHIN NORBERT;;19.04.67;1;2;LINDENPFAD 52;;01309 DRESDEN;276;D;+49 152 28817 23;;VERKAEUFERIN;01.03.01;31.12.25;
10000170;FISCHER HANS-JUERGEN;;01.01.00;9;2;ESCHENPFAD 139A;;13086 BERLIN;276;D;+49 30 23125 133;hans-juergen.fischer46@mail.example;RENTNERIN;01.02.13;31.12.25;
10000171;RODRIGUEZ GISELA;;03.07.69;2;2;KALKALLEE 151;;26603 AURICH;276;D;+49 152 28817 10;;SELBSTAENDIGE UNTERN;01.02.97;31.12.25;
10000172;FUCHS VANESSA;;24.04.82;2;2;SCHULHOF 175;;96047 BAMBERG;276;D;+49 152 28817 18;vanessa.fuchs@web.example;LEHRERIN;01.09.16;31.12.25;
10000173;KOENIG PHILIPP;;19.07.84;1;2;SCHULHOF 175;;96047 BAMBERG;276;D;+49 152 28817 35;;ELEKTROINSTALLATEURI;01.03.08;01.05.15;
10000174;OKAFOR RAJESH;;15.03.71;1;0;HOPFENPLATZ 78;;95444 BAYREUTH;276;D;+49 152 28817 37;rajesh.okafor71@mail.example;VERKAEUFERIN;01.11.14;31.12.25;MAHNUNG 1 VERSANDT
10000175;FAVRE YANN;;08.04.90;1;1;SENTIER DES ILES 94;;1205 GENEVE;756;F;+41 44 000 21 02;;SELBSTAENDIGE UNTERN;01.11.14;01.05.20;RUECKRUF ERBETEN
10000176;RIVA P.;;24.11.83;2;1;PIAZZA DEI LAGHI;64;6710 BIASCA;756;I;+41 44 000 93 29;;MAURERIN;01.02.08;01.07.22;
10000177;KUNZ CLAUDIA;;09.01.88;2;5;ADLERSTEIG 47;;2500 BIEL/BIENNE;756;D;+41 44 000 68 41;ckunz@post.example;ARCHITEKTIN;01.02.06;01.07.20;
10000178;KUNZ SAMüL;;10.06.88;1;5;ADLERSTEIG 47;;2500 BIEL/BIENNE;756;D;+41 44 000 96 28;;VERWALTUNGSANGESTELL;01.11.06;01.08.17;
10000179;MORET JEROME;;26.12.56;1;2;IMPASSE DES OEILLETS 110;;1201 GENEVE;756;F;+41 44 000 28 21;;RENTNERIN;01.02.05;01.02.23;DUBLETTE? S. PVS-L
10000180;MORET CHRISTIANE;;13.06.51;2;2;ROUTE DES ERABLES 157;;1290 VERSOIX;756;F;+41 44 000 21 71;;RENTNERIN;01.03.13;01.12.24;
10000181;HUEBNER ELKE;;08.10.62;2;2;FELDHOF 153;;59174 KAMEN;276;D;+49 152 28817 06;;LEHRERIN;01.06.06;01.01.18;
10000182;HüBNER DIETER;;09.07.61;1;2;FELDHOF 153;;59174 KAMEN;276;D;+49 152 28817 10;;INFORMATIKERIN;01.03.07;01.03.19;VN TEL. ANGEFR., RR BIS 15.3.
10000183;HUEBNER MANUELA;;;1;1;FELDHOF 153;;59174 KAMEN;276;D;+49 152 28817 79;;TREUHAENDERIN;01.06.11;31.12.25;
10000184;FREI DOMINIK;;22.09.60;1;2;FAERBERHALDE 110;;8330 PFAEFFIKON ZH;756;D;+41 44 000 26 74;;RENTNERIN;01.10.16;31.12.25;
10000185;FREI ELISABETH;;03.11.57;2;2;FAERBERHALDE 110;;8330 PFAEFFIKON ZH;756;D;+41 44 000 09 85;elisabeth.frei57@web.example;RENTNERIN;01.12.20;31.12.25;
10000186;FREI MANUEL;;01.01.99;1;1;FAERBERHALDE;110;8330 PFAEFFIKON ZH;756;D;+41 44 000 15 79;mfrei@mail.example;ARCHITEKTIN;01.02.20;01.06.17;
10000187;FISCHER ANKE;;10.11.85;2;2;HIRSCHSTEIG 174B;;44623 HERNE;276;D;+49 152 28817 99;;DACHDECKERIN;01.06.07;31.12.25;
10000188;FISCHER TOMASZ;;25.03.89;1;2;HIRSCHSTEIG 174B;;44623 HERNE;276;D;+49 152 28817 13;;RENTNERIN;01.05.25;01.10.20;
10000189;NEUMANN JONAS;;01.12.07;1;1;HIRSCHSTEIG 174B;;44623 HERNE;276;D;;jonas89@web.example;STUDENTIN;;01.05.19;
10000190;KUEHN FINN;;04.05.80;1;5;REBENGASSE 98;;32052 HERFORD;276;D;+49 152 28817 06;;PFLEGEFACHFRAU;01.07.17;01.02.18;
10000191;SCHWARZ JANA;;26.07.80;2;2;NELKENGASSE 115;;08523 PLAUEN;276;D;+49 152 28817 12;;RENTNERIN;01.12.17;01.03.22;
10000192;SCHWARZ DIETER;;;1;2;NELKENGASSE 115;;08523 PLAUEN;276;D;+49 152 28817 98;dschwarz@mail.example;INGENIEURIN;01.10.19;01.01.19;RUECKRUF ERBETEN
10000193;SCHWARZ NICOLE;;10.02.05;2;1;NELKENGASSE 115;;08523 PLAUEN;276;D;+49 152 28817 86;nicole.schwarz05@post.example;STUDENTIN;01.07.23;01.08.18;
10000194;DIETRICH CHARLOTTE;;23.10.07;2;1;NELKENGASSE 115;;08523 PLAUEN;276;D;+49 152 28817 22;dietrich.charlotte@web.example;STUDENTIN;01.11.25;31.12.25;
10000195;MAYER FINN;;28.06.04;1;1;NELKENGASSE;115;08523 PLAUEN;276;D;+49 152 28817 33;finn9@post.example;STUDENTIN;;01.02.18;
10000196;MUELLER JELENA;;04.11.92;2;2;ZIEGELKAMP 167;;38100 BRAUNSCHWEIG;276;D;+49 152 28817 98;;FORSTWARTIN;01.09.21;31.12.25;
10000197;HIRT YANNIS;;03.11.94;9;2;UFERPLATZ 152;;3000 BERN;756;D;+41 44 000 57 78;yhirt@post.example;LEHRERIN;01.12.12;01.11.17;
10000198;SCHMID DIRK;;04.09.05;1;2;REBSTOCKSTRASSE;2;51371 LEVERKUSEN;276;D;+49 152 28817 07;dirk.schmid@bluemail.example;PFLEGEFACHFRAU;01.12.23;01.06.17;
10000199;BIERI FABIAN;;26.08.83;1;1;POSTPLATZ 67;;8001 ZUERICH;756;D;+41 44 000 14 28;;HAUSFRAU;01.09.13;31.12.25;
10000200;FERNANDES AYSE;;06.01.74;2;5;SANDKAMP;19;22765 HAMBURG;276;D;+49 152 28817 29;;INGENIEURIN;01.12.00;01.04.24;
10000201;BAUER LARS;;15.02.70;1;5;SANDKAMP 19;;22765 HAMBURG;276;D;+49 152 28817 27;;SANITAERINSTALLATEUR;;01.12.20;
10000202;FISCHER MERYEM;;06.04.72;2;2;WAGNERRAIN 148;;8057 ZUERICH;756;D;+41 44 000 04 34;;KAUFMAENNISCHE ANGES;01.10.13;31.12.25;
10000203;SCHNEIDER J.;;22.10.66;1;2;HOLUNDERSTRASSE 118A;;8212 NEUHAUSEN AM RHEINFALL;756;D;;juerg.schneider66@mail.example;LOGISTIKERIN;01.07.14;01.03.19;
10000204;MEIER VRENI;;20.06.63;2;2;HOLUNDERSTRASSE 118A;;8212 NEUHAUSEN AM RHEINFALL;756;D;;;PFLEGEFACHFRAU;01.05.06;31.12.25;
10000205;FREI BEN;;21.07.05;1;2;STERNENHOF 151;;4710 BALSTHAL;756;D;+41 44 000 36 82;;STUDENTIN;01.08.23;01.01.23;
10000206;CHRISTEN K.;;23.06.68;2;2;BACHRING 83;;4600 OLTEN;756;D;+41 44 000 28 00;katarzyna.christen68@web.example;VERWALTUNGSANGESTELL;01.04.02;01.09.16;
10000207;CHRISTEN NIKOLA;;07.11.05;1;1;APFELHALDE 29;;5400 BADEN;756;D;+41 44 000 64 40;christen.nikola@mail.example;STUDENTIN;01.08.24;01.12.16;
10000208;WAGNER MATTHIAS;;08.10.75;1;2;REHSTEIG 164;;73430 AALEN;276;D;+49 152 28817 48;wagner.matthias@web.example;LEHRERIN;01.05.05;31.12.25;
10000209;WAGNER HEIKE;;24.10.81;2;2;REHSTEIG;164;73430 AALEN;276;D;+49 152 28817 75;;SOZIALARBEITERIN;;31.12.25;
10000210;LORENZ JANA;;14.03.80;2;2;BIENENDAMM 129;;22297 HAMBURG;276;D;+49 152 28817 20;;LOGISTIKERIN;01.11.06;01.05.21;RUECKRUF ERBETEN
10000211;LORENZ MICHAEL;;20.09.81;1;2;BIENENDAMM 129;;22297 HAMBURG;276;D;;lorenz.michael@mail.example;RENTNERIN;01.11.15;31.12.25;
10000212;PETER P.;;17.09.88;1;1;FAERBERSTRASSE 133;;6060 SARNEN;756;D;;peter.pascal@post.example;RENTNERIN;01.12.16;01.11.17;
10000213;THOMMEN A.;;08.01.91;2;2;FOEHRENHOF 125;;3000 BERN;756;D;+41 44 000 63 79;;PFLEGEFACHFRAU;01.02.12;01.01.21;
10000214;THOMMEN MANUEL;;22.10.87;1;2;FOEHRENHOF 125;;3000 BERN;756;D;+41 44 000 19 13;;KAUFMAENNISCHE ANGES;01.04.06;31.12.25;
10000215;THOMMEN N.;;06.09.07;1;1;FOEHRENHOF 125;;3000 BERN;756;D;+41 44 000 45 25;nthommen@bluemail.example;STUDENTIN;01.10.25;01.08.15;
10000216;LUTZ THOMAS;;11.02.68;1;2;HOLUNDERPLATZ 150;;68159 MANNHEIM;276;D;+49 30 23125 044;;STUDENTIN;01.04.04;31.12.25;
10000217;RODRIGUEZ MURAT;;21.01.52;1;2;IMPASSE DES SAPINS 106;;1350 ORBE;756;F;+41 44 000 52 51;murat.rodriguez@web.example;RENTNERIN;01.11.01;01.03.18;
10000218;RODRIGüZ CLAUDE;;16.03.49;2;2;IMPASSE DES SAPINS 106;;1350 ORBE;756;F;+41 44 000 55 72;;RENTNERIN;;01.07.18;
10000219;SCHUMACHER ANKE;;23.06.88;2;1;HIRSCHPFAD 11;;02625 BAUTZEN;276;D;+49 152 28817 56;;SELBSTAENDIGE UNTERN;01.07.06;31.12.25;
10000220;ROHRER ROMAN;;26.05.84;1;5;HASENGASSE 68;;8880 WALENSTADT;756;D;+41 44 000 69 98;roman.rohrer84@post.example;GASTWIRTIN;01.12.09;31.12.25;
10000221;ROHRER LADINA;;26.02.84;2;5;UFERMATTE 76;;8180 BUELACH;756;D;+41 44 000 03 64;;INGENIEURIN;01.09.03;31.12.25;
10000222;ROHRER NINA;;17.02.07;2;1;UFERMATTE 76;;8180 BUELACH;756;D;+41 44 000 46 77;nina.rohrer07@bluemail.example;STUDENTIN;01.09.25;01.06.20;
10000223;ROHRER FABIENNE;;22.11.07;2;1;UFERMATTE 76;;8180 BUELACH;756;D;+41 44 000 45 86;;MAURERIN;;01.09.20;
10000224;HUBER P.;;09.04.71;1;2;ULMENWEG 49;;8001 ZUERICH;756;D;+41 44 000 17 86;;VERKAEUFERIN;01.04.02;01.12.18;
10000225;HUBER SANDRA;;05.10.70;2;2;ULMENWEG 49;;8001 ZUERICH;756;D;+41 44 000 51 38;;LEHRERIN;01.10.94;01.06.22;
10000226;STEIN JONAS;;22.05.99;1;2;STEINSTRASSE 74;;71634 LUDWIGSBURG;276;D;;;VERWALTUNGSANGESTELL;01.12.23;01.04.18;
10000227;HORVAT BEAT;;18.08.68;1;2;HUEGELSTRASSE 93;;9450 ALTSTAETTEN SG;756;D;+41 44 000 88 04;beat.horvat68@post.example;KAUFMAENNISCHE ANGES;01.08.11;01.08.20;
10000228;BERTHOUD ISABELLE;;08.10.89;2;2;IMPASSE DES CHATAIGNIERS 110;;1201 GENEVE;756;F;+41 44 000 38 93;isabelle98@mail.example;INFORMATIKERIN;01.08.14;31.12.25;
10000229;KOCH PRISKA;;03.05.88;2;2;ACKERSTRASSE;155;3714 FRUTIGEN;756;D;+41 44 000 95 85;koch.priska@post.example;VERWALTUNGSANGESTELL;01.09.07;01.04.19;
10000230;HOFFMANN DIRK;;;1;5;MONDSTRASSE 178;;70435 STUTTGART;276;D;+49 30 23125 890;dirk.hoffmann60@post.example;SELBSTAENDIGE UNTERN;01.09.95;01.10.16;KUNDE WUENSCHT KEINE WERBUNG
10000231;NEUMANN A.;;20.12.81;2;5;SUEDSTRASSE 33;;99510 APOLDA;276;D;+49 152 28817 23;;ELEKTROINSTALLATEURI;01.05.17;01.10.21;
10000232;DROZ FREDERIC;;06.05.70;1;2;ALLEE DES FAUCONS;26;1618 CHATEL-ST-DENIS;756;F;+41 44 000 34 51;;INFORMATIKERIN;01.10.02;01.04.20;
10000233;DROZ OCEANE;;06.04.71;2;2;ALLEE DES FAUCONS;26;1618 CHATEL-ST-DENIS;756;F;;;VERWALTUNGSANGESTELL;01.11.22;31.12.25;
10000234;DROZ N.;;11.08.07;2;1;ALLEE DES FAUCONS 26;;1618 CHATEL-ST-DENIS;756;F;;;STUDENTIN;;01.12.16;
10000235;MATTHEY THOMAS;;22.02.96;1;1;ALLEE DES FAUCONS 26;;1618 CHATEL-ST-DENIS;756;F;+41 44 000 31 12;;GRAFIKERIN;01.11.14;01.03.19;
10000236;KRUEGER ANKE;;27.08.78;2;2;HOPFENPFAD 63;;58452 WITTEN;276;D;+49 152 28817 62;anke.krueger78@mail.example;SELBSTAENDIGE UNTERN;01.09.04;01.08.21;
10000237;BLANC C.;;05.04.77;2;5;IMPASSE DES TISSERANDS 49;;1110 MORGES;756;F;+41 44 000 68 54;;TREUHAENDERIN;01.11.10;01.07.23;
10000238;BLANC CEDRIC;;17.06.72;1;5;IMPASSE DES TISSERANDS 49;;1110 MORGES;756;F;+41 44 000 06 52;;MAURERIN;;01.11.19;
10000239;BLANC THEO;;13.01.07;1;1;IMPASSE DES TISSERANDS 49;;1110 MORGES;756;F;+41 44 000 73 32;;STUDENTIN;;01.11.20;
10000240;LORENZ NADINE;;02.10.91;2;5;SCHULSTEIG 164;;33602 BIELEFELD;276;D;+49 152 28817 81;nadine49@bluemail.example;RENTNERIN;01.08.11;01.07.19;
10000241;LORENZ E.;;20.09.95;1;5;SCHULSTEIG 164;;33602 BIELEFELD;276;D;+49 152 28817 44;;SANITAERINSTALLATEUR;01.09.25;01.01.23;
10000242;LORENZ P.;;17.08.07;2;1;SCHULSTEIG 164;;33602 BIELEFELD;276;D;+49 152 28817 06;;DACHDECKERIN;01.10.25;01.07.22;VN TEL. ANGEFR., RR BIS 15.3.
10000243;WINKLER NIKLAS;;12.01.07;1;1;SCHULSTEIG 164;;33602 BIELEFELD;276;D;+49 152 28817 38;niklas8@bluemail.example;LEHRERIN;01.03.25;31.12.25;
10000244;SILVA AGNIESZKA;;04.12.77;2;3;OSTWEG 141;;4123 ALLSCHWIL;756;D;+41 44 000 98 07;;KAUFMAENNISCHE ANGES;01.01.96;31.12.25;RUECKRUF ERBETEN
10000245;RUDOLF D.;;28.08.00;1;1;FLACHSPLATZ 127;;4657 DULLIKEN;756;D;+41 44 000 77 33;;GASTWIRTIN;01.12.22;31.12.25;
10000246;RUDOLF FABIENNE;;03.11.89;2;1;ROSENRING 64;;4051 BASEL;756;D;+41 44 000 04 95;;FORSTWARTIN;01.12.07;01.01.19;
10000247;GOLAY FREDERIC;;16.10.74;1;2;PROMENADE DES AUTOMNES 180;;2000 NEUCHATEL;756;F;;;INFORMATIKERIN;01.04.03;01.02.21;
10000248;GOLAY SANDRINE;;07.03.70;2;2;PROMENADE DES AUTOMNES 180;;2000 NEUCHATEL;756;F;;sandrine.golay70@bluemail.example;INGENIEURIN;01.10.92;01.11.16;KUNDE WUENSCHT KEINE WERBUNG
10000249;FISCHER ESTHER;;22.11.64;2;2;MUEHLEHALDE 172;;3072 OSTERMUNDIGEN;756;D;+41 44 000 53 36;;CHAUFFEUSE;01.09.97;31.12.25;
10000250;BRUNNER HANSPETER;;19.03.63;1;2;MUEHLEHALDE 172;;3072 OSTERMUNDIGEN;756;D;+41 44 000 59 62;hanspeter.brunner63@post.example;MECHANIKERIN;01.03.23;01.12.24;
10000251;HESS REGULA;;26.08.61;2;4;SCHULPLATZ 165;;8001 ZUERICH;756;D;+41 44 000 17 16;hess.regula@bluemail.example;MAURERIN;01.09.16;31.12.25;DUBLETTE? S. PVS-L
10000252;HEINIGER LENA;;01.01.00;2;5;STEGSTRASSE 36;;4053 BASEL;756;D;+41 44 000 58 47;lena.heiniger86@mail.example;SELBSTAENDIGE UNTERN;01.07.22;31.12.25;
10000253;FREI ROLF;;27.08.60;1;2;ERLENGASSE 135;;8001 ZUERICH;756;D;+41 44 000 64 33;;RENTNERIN;01.10.13;01.07.18;
10000254;FREI CORINNE;;22.11.62;2;2;ERLENGASSE 135;;8001 ZUERICH;756;D;;;VERKAEUFERIN;01.10.09;01.10.17;
10000255;FREI YANNICK;;18.10.91;1;1;ERLENGASSE 135;;8001 ZUERICH;756;D;+41 44 000 10 23;frei.yannick@bluemail.example;AERZTIN;01.02.12;01.06.19;
10000256;KUHN CYRILL;;04.01.92;1;1;ERLENGASSE 135;;8001 ZUERICH;756;D;+41 44 000 62 83;;KAUFMAENNISCHE ANGES;;31.12.25;
10000257;KELLER NOAH;;19.02.94;1;1;ERLENGASSE 135;;8001 ZUERICH;756;D;+41 44 000 72 81;noah.keller@mail.example;LEHRERIN;;01.05.21;
10000258;FERNANDES CARLOS;;10.08.87;1;2;SENTIER DES ABEILLES 175;;1290 VERSOIX;756;F;+41 44 000 99 29;carlos11@mail.example;RENTNERIN;01.09.06;31.12.25;
10000259;HENCHOZ OCEANE;;17.01.83;2;2;SENTIER DES ABEILLES 175;;1290 VERSOIX;756;F;+41 44 000 57 58;;VERKAEUFERIN;01.04.16;31.12.25;
10000260;LEHMANN F.;;23.01.80;2;2;MARKTHALDE 142;;9500 WIL SG;756;D;+41 44 000 55 94;;INFORMATIKERIN;01.07.05;01.10.22;
10000261;PAPE VOLKER;;06.07.66;1;2;WESTDAMM 157;;65428 RUESSELSHEIM AM MAIN;276;D;+49 152 28817 66;volker.pape@mail.example;KAUFMAENNISCHE ANGES;01.08.99;31.12.25;
10000262;SCHREIBER C.;;03.02.78;2;5;KORNGASSE 70;;91522 ANSBACH;276;D;;schreiber.christina@post.example;LEHRERIN;01.11.05;01.01.18;
10000263;SCHREIBER BJOERN;;05.02.74;1;5;KALKSTRASSE 75;;61169 FRIEDBERG (HESSEN);276;D;+49 152 28817 02;;INGENIEURIN;01.10.15;01.11.17;
10000264;SCHREIBER HANNA;;01.01.07;2;1;KORNGASSE 70;;91522 ANSBACH;276;D;+49 152 28817 52;;STUDENTIN;;31.12.25;
10000265;SCHREIBER NOAH;;13.04.06;1;1;KORNGASSE;70;91522 ANSBACH;276;D;+49 152 28817 65;;STUDENTIN;;31.12.25;
10000266;DA SILVA D.;;10.07.50;1;2;SEEKAMP 180;;02625 BAUTZEN;276;D;;;RENTNERIN;01.04.96;31.12.25;
10000267;SOMMER LUKAS;;20.06.80;1;2;TONWEG 25;;61118 BAD VILBEL;276;D;+49 152 28817 64;;STUDENTIN;01.03.15;01.07.16;
10000268;THOMAS SUSANNE;;22.04.70;2;5;LERCHENHOF 24;;46045 OBERHAUSEN;276;D;;susanne59@bluemail.example;MECHANIKERIN;01.04.13;31.12.25;DUBLETTE? S. PVS-L
10000269;REY FREDERIC;;05.11.63;1;2;PLACE DES ILES 137;;1218 LE GRAND-SACONNEX;756;F;+41 44 000 01 55;frederic.rey63@web.example;SELBSTAENDIGE UNTERN;01.05.04;31.12.25;
10000270;MOSER DAVID;;13.12.67;1;2;NELKENGASSE 110;;8400 WINTERTHUR;756;D;+41 44 000 56 61;david.moser@web.example;RENTNERIN;01.07.11;31.12.25;
10000271;AMREIN DAVID;;07.05.93;1;2;FLUSSPLATZ;26A;3000 BERN;756;D;+41 44 000 13 66;david.amrein@bluemail.example;ELEKTROINSTALLATEURI;01.02.18;01.07.18;
10000272;SPOERRI KARIN;;10.07.76;2;2;FORELLENACKER 51;;5620 BREMGARTEN AG;756;D;;kspoerri@bluemail.example;SELBSTAENDIGE UNTERN;01.10.14;01.06.23;RUECKRUF ERBETEN
10000273;KAYA LAURA;;22.03.83;2;2;KIRSCHWEG 15;;9500 WIL SG;756;D;;;KAUFMAENNISCHE ANGES;01.08.01;31.12.25;
10000274;KOCH FABIENNE;;26.09.89;2;2;KIRSCHWEG 15;;9500 WIL SG;756;D;+41 44 000 02 60;koch.fabienne@mail.example;RENTNERIN;01.05.18;01.11.23;
10000275;KAYA C.;;21.10.07;2;1;KIRSCHWEG 15;;9500 WIL SG;756;D;+41 44 000 72 49;;STUDENTIN;01.11.25;31.12.25;
10000276;KAYA BEN;;16.12.07;1;1;KIRSCHWEG 15;;9500 WIL SG;756;D;+41 44 000 32 90;ben45@post.example;STUDENTIN;;31.12.25;
10000277;KAYA J.;;05.03.07;1;1;KIRSCHWEG 15;;9500 WIL SG;756;D;;;AERZTIN;01.11.25;01.06.20;
10000278;HOFER LARISSA;;03.10.89;2;2;REIHERHALDE 130;;2540 GRENCHEN;756;D;+41 44 000 90 25;larissa.hofer89@mail.example;INFORMATIKERIN;01.04.18;01.06.19;
10000279;WEISS SEBASTIAN;;28.10.82;1;5;HECHTSTRASSE 138C;;81241 MUENCHEN;276;D;+49 152 28817 12;sebastian.weiss82@mail.example;CHAUFFEUSE;01.01.05;31.12.25;
10000280;KELLER CARLOS;;05.03.59;1;2;TONRING 139;;3904 NATERS;756;D;+41 44 000 39 32;;RENTNERIN;01.08.13;01.06.17;
10000281;KELLER ANNEMARIE;;03.04.59;2;2;TONRING 139;;3904 NATERS;756;D;;;RENTNERIN;01.02.22;01.04.22;
10000282;WEBER SELINA;;03.09.83;2;1;TONRING 139;;3904 NATERS;756;D;+41 44 000 94 99;;STUDENTIN;01.09.07;31.12.25;
10000283;ROTH FRANZISKA;;25.09.89;2;2;BAERENGASSE 54;;8750 GLARUS;756;D;;;GERUESTBAUERIN;01.11.10;01.09.24;ADR. LT. POST GEAENDERT
10000284;NOVAK VESNA;;03.08.75;2;4;NELKENRING 72;;06108 HALLE (SAALE);276;D;+49 152 28817 70;;STUDENTIN;01.09.00;01.08.20;
10000285;GRUBER S.;;24.12.79;2;2;FLUSSALLEE 63B;;85049 INGOLSTADT;276;D;+49 152 28817 50;;KAUFMAENNISCHE ANGES;01.12.09;01.06.20;
10000286;EGGENBERGER LARA;;02.01.89;2;5;OSTHOF 116;;8304 WALLISELLEN;756;D;;;SANITAERINSTALLATEUR;01.01.13;01.03.17;
10000287;EGGENBERGER LUKAS;;21.08.93;1;5;OSTHOF 116;;8304 WALLISELLEN;756;D;+41 44 000 46 17;leggenberger@post.example;SOZIALARBEITERIN;01.07.17;01.04.16;
10000288;HOFFMANN THOMAS;;25.02.71;1;5;SEEWEG 150;;22525 HAMBURG;276;D;+49 152 28817 41;;KOECHIN;01.03.04;31.12.25;
10000289;HOFFMANN STEFANIE;;22.12.67;2;5;SEEWEG 150;;22525 HAMBURG;276;D;;stefanie.hoffmann@mail.example;KOECHIN;;31.12.25;
10000290;SENN MATTHIAS;;19.08.86;1;2;HUEGELACKER 26;;8004 ZUERICH;756;D;+41 44 000 99 58;;PFLEGEFACHFRAU;01.11.12;31.12.25;
10000291;KOHLER MANUELA;;21.01.82;2;2;HUEGELACKER 26;;8004 ZUERICH;756;D;+41 44 000 01 17;;ELEKTROINSTALLATEURI;01.08.01;01.02.15;
10000292;SENN ADAM;;01.10.07;1;1;HUEGELACKER 26;;8004 ZUERICH;756;D;+41 44 000 80 68;;STUDENTIN;;01.07.17;VN TEL. ANGEFR., RR BIS 15.3.
10000293;KAUFMANN B.;;11.10.62;2;1;SCHWANENGASSE 156;;8610 USTER;756;D;+41 44 000 52 04;brigitte25@web.example;DACHDECKERIN;01.07.09;01.11.19;ADR. LT. POST GEAENDERT
10000294;SCHMITT MARTINA;;14.05.66;2;5;ROGGENALLEE 58;;74321 BIETIGHEIM-BISSINGEN;276;D;+49 152 28817 92;mschmitt@mail.example;KAUFMAENNISCHE ANGES;01.07.03;01.11.18;
10000295;SCHMITT T.;;04.07.66;1;5;ROGGENALLEE 58;;74321 BIETIGHEIM-BISSINGEN;276;D;+49 152 28817 50;torsten29@bluemail.example;ELEKTROINSTALLATEURI;01.07.15;01.12.17;
10000296;WIDMER URS;;01.04.45;1;1;HUEGELMATTE 179;;4632 TRIMBACH;756;D;+41 44 000 94 87;;RENTNERIN;01.12.04;31.12.25;
10000297;BRUNNER KAETHI;;25.04.68;2;2;FALKENHOF 52;;3098 KOENIZ;756;D;+41 44 000 35 36;;KAUFMAENNISCHE ANGES;01.10.05;01.10.21;
10000298;BRUNNER MATTHIAS;;12.04.73;1;2;FALKENHOF 52;;3098 KOENIZ;756;D;+41 44 000 45 71;matthias.brunner@post.example;SOZIALARBEITERIN;;31.12.25;
10000299;GRAF J.;;24.07.84;2;2;KALKRING 122;;8590 ROMANSHORN;756;D;+41 44 000 52 16;graf.jasmin@post.example;RENTNERIN;01.05.03;01.01.22;
10000300;GRAF F.;;28.02.90;1;2;FINKENRAIN 117;;4051 BASEL;756;D;+41 44 000 76 57;felix.graf90@post.example;ELEKTROINSTALLATEURI;01.04.14;31.12.25;
