VERTRNR;PARTNR;SPARTE;TARIF;BEGDAT;ENDDAT;PRAEM;ZAHLWS;STATUS;STORNOGRD;STORNODAT;LANDKZ;VERMNR;VERMNR_ALT;SUMME;ZUSATZ1;ZUSATZ2;AENDDAT;BEMERK
40.000.201-7;20000358;10;PFM-K;01.11.05;;7151;1;S;01;01.07.12;276;16071;54431;500000000;;;01.07.12;
40.000.202-5;20000453;10;PFM-M;01.02.19;;7098;4;S;ZZ;15.05.25;276;22358;66572;2000000000;;KIN;15.05.25;
40.000.203-0;20000539;10;PFM-M;01.07.15;;14112;1;S;01;01.12.18;756;29923;10517;500000000;;;01.12.18;
40.000.204-1;20000044;10;PFM-M;01.04.20;;9025;4;S;ZZ;15.05.25;276;63144;15458;500000000;;AUS;15.05.25;
40.000.205-6;20000071;10;PFM-M;01.08.20;;16254;1;S;01;01.08.22;756;86847;14447;500000000;;;01.08.22;
40.000.206-4;20000012;10;PFM-M;01.07.16;;25074;1;S;ZZ;15.05.25;756;86847;14447;1000000000;;GEB;15.05.25;
40.000.207-2;20000571;10;PFM-M;01.01.16;;8442;1;S;ZZ;15.05.25;756;18636;66177;500000000;;;15.05.25;
40.000.208-8;20000544;10;PFM-M;01.02.17;;16910;2;S;01;01.10.23;756;26180;86233;1000000000;;;01.10.23;
40.000.209-3;20000534;10;PFM-M;01.07.16;;16049;1;S;ZZ;15.05.25;756;70360;55115;1000000000;;;15.05.25;ADRESSAENDERUNG 01/23
40.000.210-1;20000494;10;PFM-M;01.02.15;;16338;1;S;ZZ;15.05.25;756;86847;14447;500000000;;;15.05.25;
40.000.211-6;20000231;10;PFM-M;01.07.18;;12875;1;S;ZZ;15.05.25;276;56243;61182;500000000;;GEB/AUS;15.05.25;
40.000.212-4;20000509;10;PFM-M;01.12.14;;14375;4;S;ZZ;15.05.25;276;56243;61182;1000000000;HUND;;15.05.25;
40.000.213-2;20000461;10;PFM-M;01.02.19;;6649;1;S;01;01.10.24;276;56739;33967;500000000;;AUS;01.10.24;
40.000.214-8;20000567;10;PFM-M;01.02.13;;5626;4;S;01;01.11.20;276;96461;97811;1000000000;;KIN;01.11.20;
40.000.215-3;20000399;10;PFM-M;01.01.15;;11473;1;S;01;01.06.17;276;16071;54431;2000000000;;AUS/KIN/DR;01.06.17;
40.000.216-9;20000546;10;PFM-K;01.10.10;;6196;1;S;ZZ;15.05.25;276;69141;22978;300000000;;;15.05.25;SANIERUNG UW
40.000.217-7;20000265;10;PFM-M;01.11.13;;34314;1;S;01;01.11.18;756;86847;14447;500000000;HUND;TIE/GEB;01.11.18;
40.000.218-5;20000430;10;PFM-M;01.05.13;;5691;1;S;01;01.11.16;276;55467;81339;1000000000;;;01.11.16;
40.000.219-0;20000554;10;PFM-M;01.03.20;;5355;1;S;01;01.04.21;276;22358;66572;1000000000;;;01.04.21;PRAEMIE LT. NACHTRAG 01
40.000.220-4;20000521;10;PFM-M;01.04.17;;26465;1;S;01;01.03.24;756;86847;14447;1000000000;HUND MISCHL;GEB;01.03.24;
40.000.221-2;20000456;10;PFM-M;01.10.17;;7484;4;S;ZZ;15.05.25;276;55467;81339;1000000000;;KIN;15.05.25;
40.000.222-8;20000393;10;PFM-M;01.01.13;;16338;1;S;01;01.05.21;756;18636;66177;500000000;;;01.05.21;SANIERUNG UW
40.000.223-3;20000373;10;PFM-M;01.06.17;;15635;1;S;01;01.02.20;756;48269;69787;500000000;;;01.02.20;
40.000.224-9;20000210;10;PFM-M;01.06.18;;11466;1;S;ZZ;15.05.25;756;91438;73494;500000000;;;15.05.25;
40.000.225-7;20000101;10;PFM-M;01.07.14;;10217;1;S;ZZ;15.05.25;756;23684;93309;500000000;;;15.05.25;
40.000.226-5;20000120;10;PFM-M;01.07.20;;17083;1;S;01;01.10.24;756;29923;10517;1000000000;HUND LABRAD;;01.10.24;
40.000.227-0;20000317;10;PFM-K;01.06.11;;19073;1;S;01;01.03.18;756;91438;73494;500000000;;;01.03.18;
40.000.228-1;20000221;10;PFM-M;01.06.16;;15365;1;S;01;01.09.24;276;16071;54431;2000000000;HUND;;01.09.24;
40.000.229-6;20000414;10;PFM-M;01.05.16;;6753;1;S;01;01.10.19;276;16071;54431;1000000000;;;01.10.19;
40.000.230-8;20000102;10;PFM-M;01.09.14;;9537;1;S;05;01.04.18;276;31009;;1000000000;;;01.04.18;VN TEL. ANGEFR., RR BIS 15.3.
40.000.231-3;20000073;10;PFM-M;01.01.14;;6663;2;S;01;01.11.22;276;98657;95795;500000000;;;01.11.22;
40.000.232-9;20000226;10;PFM-M;01.10.18;;5355;4;S;ZZ;15.05.25;276;93662;80193;1000000000;;KIN;15.05.25;
40.000.233-7;20000203;10;PFM-M;01.11.19;;15524;1;S;01;01.10.24;756;86847;14447;500000000;HUND;;01.10.24;
40.000.234-5;20000289;10;PFM-M;01.05.20;;17467;1;S;ZZ;15.05.25;276;16071;54431;1000000000;;OEL/GEB/AU;15.05.25;
40.000.235-0;20000440;10;PFM-M;01.04.16;;11874;2;S;01;01.04.17;276;55467;81339;1000000000;;GEB;01.04.17;
40.000.236-1;20000189;10;PFM-M;01.03.20;;17083;1;S;01;01.02.23;756;86847;14447;1000000000;;;01.02.23;
40.000.237-6;20000409;10;PFM-M;01.01.14;;9040;1;S;01;01.08.17;276;89761;54269;1000000000;;AUS;01.08.17;
40.000.238-4;20000268;10;PFM-M;01.06.14;;14774;1;S;ZZ;15.05.25;756;26180;86233;500000000;;;15.05.25;
40.000.239-2;20000542;10;PFM-M;01.07.15;;17157;2;S;ZZ;15.05.25;756;70360;55115;500000000;HUND 2X;;15.05.25;
40.000.240-0;20000254;10;PFM-M;01.01.14;;10510;1;S;01;01.02.16;276;68857;57156;500000000;;AUS;01.02.16;
40.000.241-1;20000312;10;PFM-M;01.01.16;;8542;4;S;ZZ;15.05.25;276;63144;15458;2000000000;;;15.05.25;
40.000.242-6;20000186;10;PFM-K;01.03.08;;10138;1;S;01;01.02.18;756;23684;93309;500000000;;;01.02.18;
40.000.243-4;20000387;10;PFM-M;01.05.18;;16574;1;S;01;01.09.20;756;70360;55115;1000000000;;;01.09.20;
40.000.244-2;20000311;10;PFM-M;01.09.16;;20417;1;S;ZZ;15.05.25;756;29923;10517;500000000;;BAU/GEB;15.05.25;
40.000.245-8;20000395;10;PFM-M;01.01.20;;5623;1;S;ZZ;15.05.25;276;89761;54269;500000000;;;15.05.25;
40.000.246-3;20000096;10;PFM-M;01.05.20;;16568;4;S;ZZ;15.05.25;756;70360;55115;500000000;;GEB;15.05.25;
40.000.247-9;20000198;10;PFM-M;01.04.15;;14038;2;S;01;01.02.20;756;86847;14447;500000000;;;01.02.20;VN TEL. ANGEFR., RR BIS 15.3.
40.000.248-7;20000356;10;PFM-M;01.06.14;;8409;1;S;ZZ;15.05.25;276;92109;32569;500000000;;SCH;15.05.25;
40.000.249-5;20000561;10;PFM-M;01.01.15;;12677;1;S;01;01.01.16;276;96461;97811;1000000000;HUND LABRAD;SCH/KIN;01.01.16;
40.000.250-5;20000569;10;PFM-M;01.06.18;;11387;1;S;01;01.07.23;756;57109;52547;1000000000;;;01.07.23;
40.000.251-0;20000433;10;PFM-K;01.03.10;;12365;1;S;ZZ;15.05.25;756;70360;55115;500000000;HUND MISCHL;;15.05.25;
40.000.252-1;20000051;10;PFM-M;01.11.19;;9881;1;S;ZZ;15.05.25;756;86847;14447;500000000;;;15.05.25;
40.000.253-6;20000504;10;PFM-K;01.11.12;;8515;1;S;01;01.12.15;756;41148;22405;500000000;;;01.12.15;
40.000.254-4;20000343;10;PFM-M;01.07.14;;16186;1;S;ZZ;15.05.25;756;86847;14447;1000000000;HUND LABRAD;;15.05.25;
40.000.255-2;20000060;10;PFM-M;01.08.15;;18790;1;S;01;01.04.20;756;86847;14447;1000000000;HUND 2X;;01.04.20;
40.000.256-8;20000552;10;PFM-M;01.06.14;;8034;1;S;05;01.01.15;276;63144;15458;500000000;;;01.01.15;ADRESSAENDERUNG 01/23
40.000.257-3;20000178;10;PFM-M;01.05.20;;6327;1;S;ZZ;15.05.25;276;87406;65215;500000000;;;15.05.25;DECKUNG RUHT
40.000.258-9;20000088;10;PFM-K;01.05.09;;5537;1;S;01;01.03.24;276;63144;15458;300000000;;;01.03.24;
40.000.259-7;20000278;10;PFM-M;01.01.18;;18879;1;S;01;01.06.23;756;98920;42571;1000000000;;;01.06.23;
40.000.260-2;20000483;10;PFM-M;01.01.20;;13955;1;S;ZZ;15.05.25;756;23684;93309;500000000;HUND;;15.05.25;
40.000.261-8;20000454;10;PFM-M;01.08.17;;8732;1;S;01;01.04.23;276;87406;65215;2000000000;;AUS;01.04.23;BAUSTEIN HUND NACHGEMELDET
40.000.262-3;20000558;10;PFM-M;01.05.18;;7439;1;S;ZZ;15.05.25;276;29784;95640;1000000000;;;15.05.25;
40.000.263-9;20000546;10;PFM-K;01.02.09;;7992;4;S;01;01.10.12;276;65215;;500000000;;;01.10.12;
40.000.264-7;20000427;10;PFM-M;01.08.14;;26135;1;S;01;01.09.18;756;98920;42571;500000000;;GEB;01.09.18;
40.000.265-5;20000402;10;PFM-K;01.07.07;;13624;1;S;ZZ;15.05.25;756;86847;14447;500000000;;;15.05.25;
40.000.266-0;20000474;10;PFM-M;01.10.14;;15477;2;S;01;01.07.15;756;29923;10517;500000000;;;01.07.15;
40.000.267-1;20000138;10;PFM-M;01.12.18;;5404;1;S;01;01.06.24;276;83646;29364;1000000000;;;01.06.24;
40.000.268-6;20000265;10;PFM-K;01.12.12;;10729;2;S;ZZ;15.05.25;756;86847;14447;500000000;HUND;;15.05.25;
40.000.269-4;20000355;10;PFM-M;01.05.13;;9901;4;S;ZZ;15.05.25;756;70360;55115;500000000;;;15.05.25;
40.000.270-3;20000550;10;PFM-M;01.12.13;;12663;4;S;01;01.03.21;756;23684;93309;500000000;;;01.03.21;
40.000.271-9;20000534;10;PFM-M;01.04.20;;13955;1;S;ZZ;15.05.25;756;70360;55115;500000000;;;15.05.25;ADRESSAENDERUNG 01/23
40.000.272-7;20000187;10;PFM-K;01.10.12;;13351;1;S;01;01.05.13;756;86847;14447;500000000;;;01.05.13;
40.000.273-5;20000451;10;PFM-M;01.02.15;;12991;2;S;ZZ;15.05.25;276;93662;80193;500000000;HUND;AUS;15.05.25;
40.000.274-0;20000266;10;PFM-M;01.04.19;;10459;1;S;01;01.05.20;276;55467;81339;2000000000;;AUS;01.05.20;
40.000.275-1;20000037;10;PFM-M;01.03.19;;5355;1;S;01;01.10.24;276;55467;81339;500000000;;;01.10.24;
40.000.276-6;20000315;10;PFM-M;01.03.20;;24990;1;S;ZZ;15.05.25;756;57109;52547;1000000000;;GEB;15.05.25;
40.000.277-4;20000300;10;PFM-M;01.01.15;;5694;1;S;01;01.01.22;276;56243;61182;2000000000;;;01.01.22;
40.000.278-2;20000128;10;PFM-M;01.08.14;;6704;1;S;01;01.03.19;276;63144;15458;500000000;;SCH;01.03.19;
40.000.279-8;20000346;10;PFM-M;01.03.17;;10946;1;S;ZZ;15.05.25;756;48269;69787;500000000;;;15.05.25;
40.000.280-7;20000291;10;PFM-M;01.11.15;;7170;1;S;01;01.11.23;276;92780;31009;1000000000;;;01.11.23;
40.000.281-5;20000378;10;PFM-M;01.11.19;;11839;1;S;ZZ;15.05.25;756;86847;14447;1000000000;;;15.05.25;
40.000.282-0;20000438;10;PFM-M;01.04.13;;10946;1;S;01;01.05.23;756;41309;12814;500000000;;;01.05.23;ADRESSAENDERUNG 01/23
40.000.283-1;20000524;10;PFM-M;01.09.20;;15635;1;S;01;01.01.21;756;98920;42571;500000000;;;01.01.21;
40.000.284-6;20000019;10;PFM-M;01.08.15;;19777;1;S;01;01.12.19;756;70360;55115;1000000000;;;01.12.19;
40.000.285-4;20000137;10;PFM-K;01.04.09;;9358;1;S;ZZ;15.05.25;756;41148;22405;500000000;;;15.05.25;
40.000.286-2;20000443;10;PFM-M;01.05.19;;15598;1;S;ZZ;15.05.25;756;48269;69787;500000000;;;15.05.25;
40.000.287-8;20000370;10;PFM-M;01.02.19;;15440;1;S;01;01.01.23;756;42571;;500000000;;;01.01.23;
40.000.288-3;20000170;10;PFM-M;01.04.17;;15598;1;S;01;01.04.18;756;70360;55115;500000000;;;01.04.18;
40.000.289-9;20000539;10;PFM-M;01.06.14;;20924;1;S;ZZ;15.05.25;756;55115;;500000000;;GEB;15.05.25;
40.000.290-6;20000451;10;PFM-M;01.02.13;;14104;1;S;ZZ;15.05.25;276;29784;95640;500000000;hund;AUS/KIN;15.05.25;
40.000.291-4;20000383;10;PFM-M;01.01.19;;5417;4;S;ZZ;15.05.25;276;83646;29364;500000000;;;15.05.25;
40.000.292-2;20000282;10;PFM-M;01.02.15;;14070;4;S;01;01.01.22;756;29923;10517;500000000;;;01.01.22;
40.000.293-8;20000109;10;PFM-M;01.02.19;;14443;1;S;ZZ;15.05.25;756;57109;52547;1000000000;HUND LABRAD;;15.05.25;PRAEMIE LT. NACHTRAG 01
40.000.294-3;20000373;10;PFM-M;01.03.17;;14112;1;S;01;01.10.20;756;86847;14447;500000000;;;01.10.20;
40.000.295-9;20000068;10;PFM-M;01.07.13;;23982;1;S;01;01.12.14;756;70360;55115;500000000;;GEB;01.12.14;
40.000.296-7;20000341;10;PFM-M;01.10.15;;24260;1;S;05;01.04.21;756;41148;22405;1000000000;;GEB;01.04.21;
40.000.297-5;20000208;10;PFM-M;01.05.16;;11938;1;S;01;01.04.18;276;69141;22978;500000000;HUND 2X;;01.04.18;
40.000.298-0;20000093;10;PFM-M;01.11.16;;6624;1;S;ZZ;15.05.25;276;56739;33967;2000000000;;;15.05.25;
40.000.299-1;20000353;10;PFM-M;01.06.18;;19703;1;S;ZZ;15.05.25;756;91438;73494;500000000;;;15.05.25;
40.000.300-4;20000412;10;PFM-M;01.03.18;;8512;1;S;ZZ;15.05.25;276;56243;61182;500000000;;AUS;15.05.25;
40.000.301-2;20000141;10;PFM-M;01.12.19;;11895;1;S;ZZ;15.05.25;276;69141;22978;1000000000;;GEB/AUS;15.05.25;
40.000.302-8;20000120;10;PFM-M;01.12.16;;16453;1;S;ZZ;15.05.25;756;48269;69787;1000000000;HUND MISCHL;SCH;15.05.25;
40.000.303-3;20000309;10;PFM-M;01.11.17;;15301;4;S;ZZ;15.05.25;756;86847;14447;500000000;HUND 2X;;15.05.25;
40.000.304-9;20000105;10;PFM-K;01.11.10;;4913;1;S;ZZ;15.05.25;276;98657;95795;500000000;;;15.05.25;
40.000.305-7;20000336;10;PFM-K;01.06.12;;15209;1;S;ZZ;15.05.25;756;91438;73494;500000000;;;15.05.25;
40.000.306-5;20000570;10;PFM-K;01.08.11;;6529;4;S;01;01.11.13;276;76433;64344;500000000;;;01.11.13;
40.000.307-0;20000213;10;PFM-M;01.03.17;;9107;1;S;05;01.02.20;276;21767;82454;1000000000;;AUS/KIN;01.02.20;
40.000.308-1;20000243;10;PFM-K;01.04.10;;13760;4;S;01;01.03.13;756;29923;10517;500000000;;;01.03.13;
40.000.309-6;20000142;10;PFM-M;01.05.13;;16453;1;S;ZZ;15.05.25;756;86847;14447;1000000000;;SCH;15.05.25;
40.000.310-8;20000203;10;PFM-M;01.10.15;;17645;1;S;ZZ;15.05.25;756;98920;42571;500000000;HUND;;15.05.25;
40.000.311-3;20000022;10;PFM-M;01.06.18;;20423;1;S;ZZ;15.05.25;756;29923;10517;500000000;;GEB;15.05.25;
40.000.312-9;20000035;10;PFM-M;01.06.17;;12462;1;S;01;01.02.21;276;98657;95795;2000000000;;GEB/AUS;01.02.21;
40.000.313-7;20000448;10;PFM-M;01.12.15;;9707;4;S;ZZ;15.05.25;756;86847;14447;500000000;;;15.05.25;
40.000.314-5;20000416;10;PFM-M;01.02.16;;11009;4;S;ZZ;15.05.25;756;70360;55115;500000000;;SCH;15.05.25;
40.000.315-0;20000070;10;PFM-M;01.08.18;;9382;1;S;ZZ;15.05.25;756;57109;52547;500000000;;;15.05.25;
40.000.316-1;20000146;10;PFM-M;01.04.15;;14558;1;S;01;01.03.17;756;12814;;500000000;;;01.03.17;
40.000.317-6;20000439;10;PFM-M;01.11.17;;9901;2;S;ZZ;15.05.25;756;23684;93309;500000000;;;15.05.25;
40.000.318-4;20000115;10;PFM-M;01.03.16;;14453;1;S;01;01.01.24;756;18636;66177;500000000;;SCH;01.01.24;
40.000.319-2;20000293;10;PFM-M;01.12.16;;11750;1;S;ZZ;15.05.25;756;23684;93309;1000000000;;BAU;15.05.25;
40.000.320-0;20000270;10;PFM-M;01.08.16;;14349;1;S;ZZ;15.05.25;756;41148;22405;1000000000;;;15.05.25;
40.000.321-1;20000071;10;PFM-M;01.12.20;;20617;1;S;ZZ;15.05.25;756;86847;14447;1000000000;;;15.05.25;
40.000.322-6;20000152;10;PFM-M;01.10.17;;10894;1;S;ZZ;15.05.25;756;86847;14447;500000000;;;15.05.25;
40.000.323-4;20000062;10;PFM-M;01.10.20;;15167;1;S;01;01.03.22;756;29923;10517;500000000;;;01.03.22;
40.000.324-2;20000546;10;PFM-M;01.08.13;;16082;1;S;01;01.08.15;276;91596;54738;1000000000;HUND MISCHL;;01.08.15;
40.000.325-8;20000067;10;PFM-M;01.11.15;;5677;2;S;01;01.02.24;276;95795;;1000000000;;SCH;01.02.24;
40.000.326-3;20000016;10;PFM-M;01.06.18;;17157;4;S;ZZ;15.05.25;756;86847;14447;500000000;HUND;;15.05.25;
40.000.327-9;20000234;10;PFM-M;01.08.18;;8783;1;S;01;01.10.22;276;16071;54431;1000000000;;KIN;01.10.22;
40.000.328-7;20000450;10;PFM-M;01.12.15;;5694;1;S;01;01.10.18;276;16071;54431;2000000000;;;01.10.18;
40.000.329-5;20000457;10;PFM-M;01.12.19;;19504;1;S;ZZ;15.05.25;756;68292;;500000000;;;15.05.25;
40.000.330-5;20000460;10;PFM-M;01.06.17;;6162;1;S;01;01.01.19;276;69141;22978;500000000;;DRO;01.01.19;
40.000.331-0;20000268;10;PFM-M;01.12.18;;15598;1;S;ZZ;15.05.25;756;26180;86233;500000000;;;15.05.25;
40.000.332-1;20000453;10;PFM-M;01.09.17;;5529;1;S;05;01.07.23;276;93662;80193;500000000;;;01.07.23;
40.000.333-6;20000542;10;PFM-M;01.12.20;;17934;1;S;ZZ;15.05.25;756;98920;42571;1000000000;HUND LABRAD;;15.05.25;
40.000.334-4;20000097;10;PFM-M;01.08.20;;13403;1;S;ZZ;15.05.25;756;86847;14447;500000000;;;15.05.25;
40.000.335-2;20000305;10;PFM-M;01.04.14;;15635;1;S;05;01.06.19;756;18636;66177;500000000;;BAU;01.06.19;
40.000.336-8;20000508;10;PFM-M;01.12.15;;12038;1;S;02;01.02.21;756;86847;14447;500000000;;;01.02.21;
40.000.337-3;20000529;10;PFM-M;01.12.20;;18371;4;S;ZZ;15.05.25;276;16071;54431;500000000;HUND;OEL;15.05.25;
40.000.338-9;20000095;10;PFM-M;01.03.20;;10421;1;S;01;01.11.23;756;98920;42571;500000000;;;01.11.23;
40.000.339-7;20000227;10;PFM-M;01.10.19;;16338;1;S;ZZ;15.05.25;756;70360;55115;500000000;;;15.05.25;
40.000.340-2;20000217;10;PFM-M;01.03.14;;8781;4;S;01;01.12.22;276;56243;61182;2000000000;;KIN;01.12.22;
40.000.341-8;20000271;10;PFM-M;01.10.17;;16417;2;S;ZZ;15.05.25;756;70360;55115;500000000;;BAU;15.05.25;
40.000.342-3;20000042;10;PFM-M;01.09.19;;7623;1;S;ZZ;15.05.25;276;22358;66572;500000000;;KIN;15.05.25;
40.000.343-9;20000158;10;PFM-M;01.08.20;;14038;1;S;ZZ;15.05.25;756;48269;69787;500000000;HUND;;15.05.25;
40.000.344-7;20000025;10;PFM-M;01.09.18;;14112;1;S;ZZ;15.05.25;756;86847;14447;500000000;;;15.05.25;
40.000.345-5;20000125;10;PFM-M;01.10.16;;9870;4;S;ZZ;15.05.25;276;98657;95795;1000000000;;KIN;15.05.25;
40.000.346-0;20000423;20;PFM-K;01.11.06;;64170;1;S;01;01.02.18;276;32569;;500000000;;;01.02.18;
40.000.347-1;20000369;20;PFM-M;01.04.19;;107141;1;S;ZZ;15.05.25;756;57109;52547;500000000;;PRO/IT-;15.05.25;
40.000.348-6;20000468;20;PFM-M;01.05.13;;101752;1;S;ZZ;15.05.25;276;56243;61182;500000000;;PRO;15.05.25;VN TEL. ANGEFR., RR BIS 15.3.
40.000.349-4;20000173;20;PFM-M;01.04.16;;36750;1;S;01;01.02.19;756;70360;55115;1000000000;;PRO/UMW;01.02.19;DECKUNG RUHT
40.000.350-3;20000202;20;PFM-M;01.11.16;;27040;1;S;01;01.06.17;276;89761;54269;1000000000;;;01.06.17;DECKUNG RUHT
40.000.351-9;20000303;20;PFM-M;01.04.19;;299792;1;S;ZZ;15.05.25;276;56243;61182;300000000;;RUE;15.05.25;
40.000.352-7;20000240;20;PFM-M;01.02.15;;89056;1;S;01;01.08.24;756;29923;10517;500000000;;PRO/UMW;01.08.24;
40.000.353-5;20000502;20;PFM-M;01.11.19;;28835;1;S;05;01.08.20;276;69141;22978;1000000000;;;01.08.20;
40.000.354-0;20000372;20;PFM-M;01.03.17;;116555;1;S;01;01.11.20;756;46014;68292;500000000;;PRO/UMW;01.11.20;
40.000.355-1;20000328;20;PFM-K;01.12.12;;33608;1;S;05;01.10.23;276;92780;31009;300000000;;;01.10.23;
40.000.356-6;20000511;20;PFM-M;01.05.19;;214205;1;S;ZZ;15.05.25;756;48269;69787;500000000;;PRO;15.05.25;
40.000.357-4;20000321;20;PFM-K;01.02.09;;31702;1;S;01;01.08.13;756;18636;66177;500000000;;;01.08.13;
40.000.358-2;20000130;20;PFM-M;01.09.13;;55020;2;S;ZZ;15.05.25;756;57109;52547;500000000;;RUE;15.05.25;
40.000.359-8;20000328;20;PFM-M;01.09.17;;45548;1;S;01;01.05.20;276;89761;54269;500000000;;UMW;01.05.20;
40.000.360-7;20000426;20;PFM-M;01.02.14;;81228;1;S;01;01.08.17;276;68857;57156;1000000000;;PRO;01.08.17;
40.000.361-5;20000347;20;PFM-M;01.10.17;;219545;4;S;ZZ;15.05.25;756;46014;68292;1000000000;;UMW;15.05.25;
40.000.362-0;20000425;20;PFM-M;01.03.14;;71579;1;S;01;01.09.19;756;55115;;500000000;;PRO;01.09.19;
40.000.363-1;20000320;20;PFM-M;01.09.20;;23800;1;S;ZZ;15.05.25;276;56243;61182;500000000;;;15.05.25;
40.000.364-6;20000392;20;PFM-M;01.10.13;;65551;1;S;01;01.03.18;756;70360;55115;500000000;;;01.03.18;
40.000.365-4;20000421;20;PFM-M;01.05.18;;68093;1;S;ZZ;15.05.25;756;86847;14447;1000000000;;;15.05.25;
40.000.366-2;20000154;20;PFM-M;01.06.13;;48140;2;S;01;01.02.19;756;18636;66177;500000000;;PRO;01.02.19;
40.000.367-8;20000130;20;PFM-M;01.10.17;;59057;2;S;05;01.07.20;756;18636;66177;1000000000;;PRO;01.07.20;ADRESSAENDERUNG 01/23
40.000.368-3;20000462;20;PFM-M;01.09.19;;39770;1;S;ZZ;15.05.25;276;55547;14433;1000000000;;UMW;15.05.25;
40.000.369-9;20000501;20;PFM-M;01.09.13;;79506;2;S;ZZ;15.05.25;276;91596;54738;500000000;;;15.05.25;
40.000.370-6;20000185;20;PFM-M;01.10.13;;2048534;1;S;01;01.08.21;756;86847;14447;500000000;;PRO/RUE;01.08.21;
40.000.371-4;20000503;20;PFM-K;01.04.03;;113904;1;S;01;01.10.13;756;86847;14447;500000000;;;01.10.13;
40.000.372-2;20000372;20;PFM-M;01.02.16;;148344;4;S;01;01.08.24;756;18636;66177;1000000000;;BAU/PRO;01.08.24;ADRESSAENDERUNG 01/23
40.000.373-8;20000462;20;PFM-K;01.03.02;;24357;2;S;01;01.05.11;276;68857;57156;500000000;;;01.05.11;
40.000.374-3;20000429;20;PFM-K;01.01.04;;47194;1;S;ZZ;15.05.25;756;86847;14447;500000000;;;15.05.25;
40.000.375-9;20000207;20;PFM-M;01.01.14;;99956;1;S;05;01.02.16;276;56243;61182;300000000;;;01.02.16;
40.000.376-7;20000136;20;PFM-M;01.03.19;;48929;1;S;ZZ;15.05.25;276;56243;61182;300000000;;UMW/RUE;15.05.25;
40.000.377-5;20000174;20;PFM-M;01.05.13;;132836;1;S;ZZ;15.05.25;276;91596;54738;500000000;;PRO;15.05.25;
40.000.378-0;20000423;20;PFM-M;01.04.15;;67492;2;S;01;01.10.19;276;56243;61182;1000000000;;;01.10.19;
40.000.379-1;20000420;20;PFM-K;01.12.10;;36750;1;S;01;01.03.16;756;41148;22405;500000000;;;01.03.16;
40.000.380-9;20000240;20;PFM-M;01.08.19;;92925;1;S;ZZ;15.05.25;756;48269;69787;500000000;;RUE;15.05.25;
40.000.381-7;20000429;20;PFM-M;01.01.15;;58391;2;S;ZZ;15.05.25;756;29923;10517;500000000;;;15.05.25;
40.000.382-5;20000240;20;PFM-M;01.08.17;;88001;1;S;05;01.04.24;756;86847;14447;500000000;;;01.04.24;
40.000.383-0;20000294;20;PFM-M;01.10.19;;102591;1;S;ZZ;15.05.25;276;89761;54269;500000000;;PRO;15.05.25;
40.000.384-1;20000184;20;PFM-M;01.04.17;;53918;1;S;01;01.09.20;276;61182;;300000000;;;01.09.20;
40.000.385-6;20000369;20;PFM-K;01.01.01;;72099;1;S;01;01.06.09;756;69787;;500000000;;;01.06.09;
40.000.386-4;20000327;20;PFM-M;01.01.20;;37212;1;S;01;01.01.22;756;86847;14447;500000000;;;01.01.22;
40.000.387-2;20000347;20;PFM-K;01.04.08;;176327;1;S;01;01.12.15;756;98920;42571;500000000;;;01.12.15;
40.000.388-8;20000136;20;PFM-M;01.07.19;;50258;1;S;ZZ;15.05.25;276;56243;61182;500000000;;IT-;15.05.25;
40.000.389-3;20000173;20;PFM-K;01.12.08;;36750;1;S;01;01.03.16;756;98920;42571;500000000;;;01.03.16;
40.000.390-1;20000207;20;PFM-M;01.10.19;;119513;1;S;ZZ;15.05.25;276;95640;;1000000000;;UMW;15.05.25;
40.000.391-6;20000327;20;PFM-M;01.05.18;;40189;1;S;ZZ;15.05.25;756;86847;14447;500000000;;IT-;15.05.25;
40.000.392-4;20000174;20;PFM-M;01.09.13;;126511;1;S;01;01.11.19;276;89761;54269;500000000;;PRO;01.11.19;
40.000.393-2;20000087;20;PFM-K;01.07.05;;22138;1;S;01;01.12.08;276;22358;66572;300000000;;;01.12.08;
40.000.394-8;20000303;20;PFM-M;01.06.17;;261723;1;S;01;01.05.21;276;89761;54269;300000000;;;01.05.21;
40.000.395-3;20000153;20;PFM-M;01.01.17;;85727;1;S;ZZ;15.05.25;756;70360;55115;500000000;;;15.05.25;
40.000.396-9;20000154;20;PFM-M;01.03.13;;39868;1;S;01;01.04.15;756;86847;14447;500000000;;;01.04.15;
40.000.397-7;20000425;20;PFM-K;01.03.08;;50737;1;S;01;01.01.10;756;98920;42571;500000000;;;01.01.10;
40.000.398-5;20000425;20;PFM-M;01.06.18;;66213;2;S;01;01.05.21;756;86847;14447;500000000;;;01.05.21;
40.000.399-0;20000392;20;PFM-M;01.05.13;;61619;2;S;01;01.07.24;756;91438;73494;500000000;;;01.07.24;
40.000.400-2;20000411;20;PFM-M;01.11.20;;44535;1;S;ZZ;15.05.25;276;61182;;500000000;;PRO;15.05.25;
40.000.401-8;20000328;20;PFM-M;01.06.15;;40343;4;S;ZZ;15.05.25;276;29784;95640;1000000000;;;15.05.25;MAHNUNG 2 VERSANDT
40.000.402-3;20000294;20;PFM-M;01.07.17;;106202;2;S;05;01.04.21;276;68857;57156;500000000;;;01.04.21;
40.000.403-9;20000503;20;PFM-K;01.09.10;;117773;1;S;01;01.01.24;756;86847;14447;500000000;;;01.01.24;
