PARTNR;NAME1;NAME2;GEBDAT;GESCHL;ZIVST;ADR1;ADR2;ADR3;LANDKZ;SPRACHE;TEL;EMAIL;BERUF;KDSEIT;AENDDAT;BEMERK
20000152;NUSSBAUMER LARA;;19.12.83;2;2;MUEHLEPLATZ 48;;5080 LAUFENBURG;756;D;+41 44 000 16 44;lnussbaumer@bluemail.example;GRAFIKERIN;01.09.13;01.06.19;
20000153;WEISSENSTEIN GARTENBAU SA;SA;;0;0;IMPASSE DES BOUCHERS;66;1201 GENEVE;756;F;+41 44 000 06 46;info@weissenstein-gartenbau.example;;01.01.17;01.07.22;
20000154;WASSERFALLEN OPTIK SA;SA;;0;0;PLACE DES HERONS;77;1201 GENEVE;756;F;+41 44 000 69 43;info@wasserfallen-optik.example;;01.03.13;01.08.23;
20000155;FISCHER SANDRA;;08.03.85;2;3;ENZIANMATTE 89;;6003 LUZERN;756;D;;;RENTNERIN;01.10.06;31.12.25;
20000156;JUNGO CAMILLE;;14.10.61;2;2;ALLEE DES MOUSSES 69;;1227 CAROUGE GE;756;F;+41 44 000 57 01;camille.jungo@web.example;VERWALTUNGSANGESTELL;01.03.14;31.12.25;
20000157;JUNGO MUSTAFA;;08.02.61;1;2;ALLEE DES MOUSSES 69;;1227 CAROUGE GE;756;F;+41 44 000 84 21;mustafa.jungo@bluemail.example;KAUFMAENNISCHE ANGES;;01.02.22;
20000158;GASSER HEINZ;;26.04.52;1;2;HASENSTEIG 109;;3014 BERN;756;D;;;RENTNERIN;01.10.19;01.12.17;
20000159;GASSER ANNEMARIE;;05.08.53;2;2;HASENSTEIG 109;;3014 BERN;756;D;+41 44 000 22 79;;RENTNERIN;01.10.16;31.12.25;
20000160;GASSER RAPHAEL;;08.08.88;1;1;HASENSTEIG 109;;3014 BERN;756;D;;;INFORMATIKERIN;;01.11.22;
20000161;GASSER MELANIE;;16.11.87;2;1;HASENSTEIG;109;3014 BERN;756;D;+41 44 000 15 64;;RENTNERIN;01.06.06;01.02.24;
20000162;SCHMID DAVID;;08.04.82;1;1;HASENSTEIG 109;;3014 BERN;756;D;+41 44 000 66 16;david.schmid@post.example;MAURERIN;;01.07.21;
20000163;JENNI LEVIN;;02.12.75;1;2;KUPFERHOF;169A;3250 LYSS;756;D;+41 44 000 61 90;levin21@web.example;GERUESTBAUERIN;01.01.10;01.12.17;
20000164;NIKOLIC LEILA;;05.12.78;2;2;KUPFERHOF 169A;;3250 LYSS;756;D;+41 44 000 59 85;;SCHREINERIN;01.09.08;31.12.25;
20000165;FREI MELANIE;;21.03.86;2;5;ZIEGELMATTE 130;;4657 DULLIKEN;756;D;+41 44 000 66 75;;COIFFEUSE;01.11.09;01.04.15;
20000166;FREI STEFAN;;17.01.80;1;5;ZIEGELMATTE 130;;4657 DULLIKEN;756;D;+41 44 000 55 77;stefan.frei80@bluemail.example;KAUFMAENNISCHE ANGES;01.03.08;01.07.22;
20000167;BIANCHI FRANCESCO;;20.10.90;1;5;VIA DEI VIGNE 179;;6600 LOCARNO;756;I;;;VERWALTUNGSANGESTELL;01.07.11;31.12.25;
20000168;BIANCHI AURORA;;10.03.91;2;5;VIA DEI VIGNE 179;;6600 LOCARNO;756;I;+41 44 000 03 28;;KOECHIN;01.04.24;01.10.18;
20000169;OLIVEIRA AYLIN;;16.11.78;2;2;HEIDEKAMP 120;;86150 AUGSBURG;276;D;;aylin70@mail.example;INFORMATIKERIN;01.11.15;01.10.21;
20000170;BERTSCHI MATTHIAS;;19.08.81;2;2;STEINACKER 91;;8001 ZUERICH;756;D;+41 44 000 67 97;;BANKANGESTELLTE;01.02.11;01.12.15;
20000171;BERTSCHI SARA;;19.12.84;2;2;STEINACKER;91;8001 ZUERICH;756;D;+41 44 000 80 56;;MECHANIKERIN;01.11.05;31.12.25;
20000172;GHIRINGHELLI SIMONA;;16.05.76;2;1;PIAZZA DEI LAGHI 179;;6500 BELLINZONA;756;I;+41 44 000 06 84;;ELEKTROINSTALLATEURI;01.01.18;01.05.21;
20000173;LEMAN LOGISTIK SAGL;SAGL;;0;0;WESTHALDE 40;;6003 LUZERN;756;D;+41 44 000 09 13;;;01.12.08;31.12.25;
20000174;OSTSEE CONSULTING;EINZELFIRMA;;0;0;KASTANIENPLATZ 58;;87435 KEMPTEN (ALLGAEUX;276;D;;info@ostsee-consulting.example;;01.05.13;01.06.19;
20000175;JANSSEN MELANIE;;26.08.76;2;5;SANDRING;69;50226 FRECHEN;276;D;+49 152 28817 12;;ELEKTROINSTALLATEURI;01.03.05;01.02.22;DUBLETTE? S. PVS-L
20000176;JANSSEN TOBIAS;;18.02.82;1;5;SANDRING 69;;50226 FRECHEN;276;D;+49 152 28817 81;;RENTNERIN;01.09.12;01.12.22;
20000177;ORTLEPP PHILIPP;;;1;2;BUCHENHOF 127;;04275 LEIPZIG;276;D;+49 152 28817 28;philipp.ortlepp80@bluemail.example;INFORMATIKERIN;01.07.15;01.01.17;
20000178;KUHN DENNIS;;23.12.96;1;1;SILBERSTRASSE 145;;53111 BONNX;276;D;+49 30 23125 365;;RENTNERIN;01.04.17;01.08.19;
20000179;ROTH LARISSA;;07.05.81;2;2;WEBERHALDE 155;;8853 LACHEN SZ;756;D;+41 44 000 95 84;;INGENIEURIN;01.11.02;31.12.25;
20000180;ROTH NIKOLA;;07.02.78;1;2;WEBERHALDE 155;;8853 LACHEN SZ;756;D;+41 44 000 33 47;nikola.roth78@web.example;LEHRERIN;;01.12.24;
20000181;ROTH EMMA;;05.09.07;2;1;WEBERHALDE 155;;8853 LACHEN SZ;756;D;+41 44 000 87 35;emma.roth@mail.example;STUDENTIN;;01.05.20;
20000182;ROTH PATRICK;;09.09.07;1;1;WEBERHALDE 155;;8853 LACHEN SZ;756;D;;;APOTHEKERIN;;01.05.24;RUECKRUF ERBETEN
20000183;STALDER TAMARA;;03.08.06;2;1;WEBERHALDE 155;;8853 LACHEN SZ;756;D;+41 44 000 33 65;stalder.tamara@post.example;STUDENTIN;;01.07.19;
20000184;NORDLICHT HEIZUNGSBAU E.K.;E.K.;;0;0;GARTENSTEIG 58;;28195 BREMEN;276;D;+49 30 23125 004;info@nordlicht-heizungsbau.example;;01.04.17;01.10.24;
20000185;UETLI VELO GMBH;GMBH;;0;0;DROSSELRING 43B;;3072 OSTERMUNDIGEN;756;D;+41 44 000 58 90;;;01.10.13;01.07.22;
20000186;MOTTIER FREDERIC;;20.11.76;1;2;ROUTE DES HERONS 100;;1003 LAUSANNE;756;F;+41 44 000 37 76;mottier.frederic@web.example;LEHRERIN;01.04.04;31.12.25;
20000187;GERBER ALINA;;10.09.93;2;2;SCHULSTEIG 28;;6052 HERGISWIL NW;756;D;+41 44 000 54 29;;VERWALTUNGSANGESTELL;01.11.11;01.11.18;
20000188;GERBER TOBIAS;;05.12.99;1;2;SCHULSTEIG 28;;6052 HERGISWIL NW;756;D;;;PFLEGEFACHFRAU;01.08.25;31.12.25;
20000189;MEYER ANNA;;02.10.79;2;5;HASENMATTE 162;;4132 MUTTENZ;756;D;+41 44 000 72 61;anna62@post.example;MAURERIN;01.04.14;01.03.16;
20000190;MEYER RAPHAEL;;18.07.79;1;5;HASENMATTE 162;;4132 MUTTENZ;756;D;+41 44 000 29 54;raphael.meyer79@web.example;STUDENTIN;01.12.01;01.01.17;
20000191;MEYER ELENA;;09.04.04;2;1;HASENMATTE 162;;4132 MUTTENZ;756;D;+41 44 000 66 07;;STUDENTIN;;01.05.15;
20000192;BECKER EMIL;;09.07.91;1;5;MUELLERPFAD 24;;06120 HALLE (SAALE);276;D;+49 152 28817 71;;LANDWIRTIN;01.08.14;01.06.20;
20000193;FRIEDRICH LISA;;11.05.87;2;5;MUELLERPFAD 24;;06120 HALLE (SAALE);276;D;+49 152 28817 62;;KAUFMAENNISCHE ANGES;;01.10.22;
20000194;BECKER LEON;;24.08.07;9;1;MUELLERPFAD 24;;06120 HALLE (SAALE);276;D;+49 152 28817 75;;STUDENTIN;01.11.25;01.11.24;
20000195;BECKER AISHA;;17.11.07;2;1;MUELLERPFAD;24;06120 HALLE (SAALE);276;D;+49 152 28817 71;;STUDENTIN;;01.11.16;
20000196;BECKER TANJA;;08.02.07;2;1;MUELLERPFAD 24;;06120 HALLE (SAALE);276;D;+49 152 28817 98;;STUDENTIN;01.05.25;01.02.16;
20000197;YILMAZ KOEBI;;19.09.87;1;2;REBSTOCKGASSE 90;;8800 THALWIL;756;D;+41 44 000 52 32;koebi.yilmaz@post.example;VERWALTUNGSANGESTELL;01.05.16;31.12.25;
20000198;SUTTER HANSPETER;;13.11.61;1;2;HERBSTMATTE;67;8050 ZUERICH;756;D;+41 44 000 92 59;;SANITAERINSTALLATEUR;01.10.02;31.12.25;
20000199;SUTTER BEATRICE;;10.02.61;2;2;HERBSTMATTE;67;8050 ZUERICH;756;D;+41 44 000 40 16;bsutter@bluemail.example;LEHRERIN;01.11.88;01.04.22;
20000200;SUTTER LIVIA;;26.10.91;2;1;HERBSTMATTE 67;;8050 ZUERICH;756;D;+41 44 000 28 60;;INGENIEURIN;01.02.11;01.06.23;
20000201;SUTTER EMMA;;21.05.88;2;1;HERBSTMATTE 67;;8050 ZUERICH;756;D;+41 44 000 90 71;sutter.emma@mail.example;CHAUFFEUSE;01.10.18;01.02.18;
20000202;MOSEL GASTRO E.K.;E.K.;;0;0;KIRCHALLEE 17C;;38100 BRAUNSCHWEIG;276;D;+49 30 23125 599;info@mosel-gastro.example;;01.11.16;01.09.18;
20000203;SUTER TAMARA;;10.07.95;2;2;BRUNNENRING 88;;8708 MAENNEDORX;756;D;+41 44 000 12 70;;CHAUFFEUSE;01.10.15;01.01.24;
20000204;SUTER AMIR;;10.02.96;1;2;BRUNNENRING 88;;8708 MAENNEDORF;756;D;+41 44 000 82 84;;GRAFIKERIN;;31.12.25;
20000205;BAUMANN KEVIN;;22.11.92;1;2;MOOSGASSE 36;;20249 HAMBURG;276;D;+49 152 28817 86;kevin.baumann92@bluemail.example;KAUFMAENNISCHE ANGES;01.06.14;01.08.16;
20000206;BAUMANN MARIE;;05.11.86;2;2;MOOSGASSE 36;;20249 HAMBURG;276;D;+49 152 28817 58;;DACHDECKERIN;01.06.05;01.05.22;
20000207;MOSEL INGENIEURE GMBH;GMBH;;0;0;SANDKAMP 76;;50667 KOELN;276;D;;;;01.01.14;31.12.25;
20000208;BECK OLIVER;;15.05.73;1;2;GARTENGASSE 113;;79761 WALDSHUT-TIENGEN;276;D;+49 152 28817 87;oliver.beck73@bluemail.example;MECHANIKERIN;01.05.06;31.12.25;
20000209;BECK ELENI;;;2;2;GARTENGASSE 113;;79761 WALDSHUT-TIENGEN;276;D;;eleni.beck@bluemail.example;INGENIEURIN;;01.10.16;
20000210;STUDER JOEL;;16.09.90;1;4;LINDENACKER 126;;6280 HOCHDORF;756;D;+41 44 000 81 70;joel63@mail.example;KAUFMAENNISCHE ANGES;01.06.18;01.03.19;ADR. LT. POST GEAENDERT
20000211;GRAF HANSRUEDI;;05.10.52;1;2;SCHULSTEIG 9;;8340 HINWIL;756;D;+41 44 000 38 58;;RENTNERIN;01.12.18;01.01.15;
20000212;GRAF URSULA;;17.06.48;2;2;SCHULSTEIG 9;;8340 HINWIL;756;D;+41 44 000 52 84;;RENTNERIN;;31.12.25;
20000213;WAGNER MORITZ;;11.03.97;1;2;KALKSTEIG 72;;55743 IDAR-OBERSTEIN;276;D;+49 152 28817 85;moritz.wagner97@mail.example;RENTNERIN;01.03.17;01.11.19;
20000214;BAUMANN SARAH;;04.08.97;2;2;KALKSTEIG 72;;55743 IDAR-OBERSTEIN;276;D;;sbaumann@web.example;VERKAEUFERIN;;01.08.18;
20000215;WAGNER BEN;;21.09.07;1;1;KALKSTEIG 72;;55743 IDAR-OBERSTEIN;276;D;+49 152 28817 37;;STUDENTIN;01.12.25;01.03.22;
20000216;WAGNER EMIL;;23.04.07;1;1;KALKSTEIG 72;;55743 IDAR-OBERSTEIN;276;D;+49 152 28817 14;;PHYSIOTHERAPEUTIN;;01.10.19;
20000217;ORTLEPP PETRA;;17.05.87;2;2;FOEHRENHOF 124;;47051 DUISBURG;276;D;+49 152 28817 33;;KAUFMAENNISCHE ANGES;01.03.14;01.12.19;
20000218;NOWAK SAMUEL;;21.08.90;1;2;FOEHRENHOF 124;;47051 DUISBURG;276;D;+49 152 28817 45;;PFLEGEFACHFRAU;01.03.13;01.04.19;
20000219;ORTLEPP CHRISTINA;;01.01.00;2;1;FOEHRENHOF 124;;47051 DUISBURG;276;D;+49 30 23125 452;christina84@mail.example;KAUFMAENNISCHE ANGES;01.11.25;31.12.25;
20000220;LEUENBERGER MICHELLE;;19.11.81;2;1;INSELSTEIG 62;;4632 TRIMBACH;756;D;+41 44 000 07 49;;KAUFMAENNISCHE ANGES;01.01.04;01.05.17;
20000221;SCHMITZ STEFANIE;;08.06.48;2;2;ACKERDAMM 74;;21073 HAMBURG;276;D;+49 30 23125 208;stefanie.schmitz@mail.example;RENTNERIN;01.06.16;01.08.23;
20000222;SCHMITZ HEINRICH;;05.07.51;1;2;ACKERDAMM 74;;21073 HAMBURG;276;D;+49 152 28817 35;;RENTNERIN;01.01.15;31.12.25;
20000223;SCHMITZ KATRIN;;17.04.85;2;1;ACKERDAMM 74;;21073 HAMBURG;276;D;+49 152 28817 70;;HAUSFRAU;;31.12.25;
20000224;SCHMITZ MATTHIAS;;25.05.85;1;1;ACKERDAMM 74;;21073 HAMBURG;276;D;;;SCHREINERIN;;31.12.25;
20000225;HAUENSTEIN SILVIA;;25.05.53;2;2;ULMENGASSE 134;;7402 BONADUZ;756;D;;;RENTNERIN;01.05.13;31.12.25;
20000226;PEREIRA AYLIN;;03.08.66;2;2;BERGWEG 14;;48143 MUENSTER;276;D;+49 152 28817 98;pereira.aylin@bluemail.example;VERKAEUFERIN;01.04.15;01.07.15;
20000227;RUDOLF CHRISTIAN;;;1;2;REHWEG 11;;8604 VOLKETSWIL;756;D;+41 44 000 86 96;;RENTNERIN;01.10.19;01.05.18;
20000228;RUDOLF DANIELA;;;2;2;REHWEG 11;;8604 VOLKETSWIL;756;D;+41 44 000 07 19;daniela.rudolf@post.example;CHAUFFEUSE;;31.12.25;
20000229;BRAUN JOERG;;03.12.75;1;2;BIRKENWEG;40A;28195 BREMEN;276;D;+49 152 28817 13;;KAUFMAENNISCHE ANGES;01.01.02;31.12.25;
20000230;HERRMANN MARTINA;;04.05.79;2;2;BIRKENWEG 40A;;28195 BREMEN;276;D;;;VERKAEUFERIN;01.09.97;01.09.20;
20000231;SAHIN SVETLANA;;09.04.65;2;2;LINDENPFAD 52;;01309 DRESDEN;276;D;+49 152 28817 36;sahin.svetlana@bluemail.example;KAUFMAENNISCHE ANGES;01.07.18;01.02.19;KUNDE WUENSCHT KEINE WERBUNG
20000232;SAHIN NORBERT;;19.04.67;1;2;LINDENPFAD 52;;01309 DRESDEN;276;D;+49 152 28817 23;;VERKAEUFERIN;01.03.01;01.01.20;
20000233;FISCHER HANS-JUERGEN;;19.01.46;9;2;ESCHENPFAD;139A;13086 BERLIN;276;D;+49 30 23125 133;hans-juergen.fischer46@mail.example;RENTNERIN;01.02.13;01.05.22;
20000234;RODRIGUEZ DIMITRIOS;;02.08.68;1;2;KALKALLEE 151;;26603 AURICH;276;D;;;STUDENTIN;01.11.15;01.03.21;
20000235;RODRIGUEZ GISELA;;03.07.69;2;2;KALKALLEE 151;;26603 AURICH;276;D;+49 152 28817 10;gisela.rodriguez@web.example;SELBSTAENDIGE UNTERN;01.02.97;01.08.21;
20000236;RODRIGUEZ NOAH;;16.05.07;1;1;KALKALLEE 151;;26603 AURICH;276;D;+49 30 23125 096;nrodriguez@web.example;STUDENTIN;;01.07.19;
20000237;RODRIGUEZ LEONIE;;13.10.03;2;1;KALKALLEE 151;;26603 AURICH;276;D;+49 152 28817 81;leonie.rodriguez03@bluemail.example;STUDENTIN;01.09.25;01.03.22;
20000238;KUEHN PAUL;;25.01.06;1;1;KALKALLEE 151;;26603 AURICH;276;D;+49 152 28817 91;;STUDENTIN;01.06.25;01.10.17;
20000239;OKAFOR RAJESH;;15.03.71;1;0;HOPFENPLATZ 78;;95444 BAYREUTH;276;D;;rajesh.okafor71@mail.example;VERKAEUFERIN;01.11.14;01.10.19;
20000240;PILATUS MALEREI;EINZELFIRMA;;0;0;EDELWEISSSTEIG 61;;9100 HERISAU;756;D;+41 44 000 52 72;;;01.02.15;01.09.20;MAHNUNG 1 VERSANDT
20000241;BOSCH MELANIE;;07.04.89;2;2;ADLERDAMM 76A;;53111 BONN;276;D;;;SCHREINERIN;01.01.20;01.05.20;
20000242;SCHMIDT PHILIPP;;27.05.91;1;2;ADLERDAMM 76A;;53111 BONN;276;D;;;PFLEGEFACHFRAU;01.05.25;01.02.21;
20000243;MOMBELLI PAOLO;;01.01.00;1;2;PIAZZA DEI LAGHI 64;;6710 BIASCA;756;I;+41 44 000 67 18;mombelli.paolo@post.example;RENTNERIN;01.04.10;01.07.17;
20000244;ZANETTI ROSA;;18.12.48;2;2;PIAZZA DEI LAGHI 64;;6710 BIASCA;756;I;+41 44 000 87 00;;RENTNERIN;;01.02.23;DUBLETTE? S. PVS-L
20000245;RIVA PAOLA;;24.11.83;2;1;PIAZZA DEI LAGHI;64;6710 BIASCA;756;I;+41 44 000 93 29;;MAURERIN;01.02.08;01.12.21;
20000246;MORET JEROME;;26.12.56;1;2;ROUTE DES ERABLES;157;1290 VERSOIX;756;F;+41 44 000 28 21;jerome81@web.example;RENTNERIN;01.02.05;01.09.23;
20000247;MORET CHRISTIANE;;13.06.51;2;2;ROUTE DES ERABLES 157;;1290 VERSOIX;756;F;;;RENTNERIN;01.03.13;01.09.16;
20000248;HUEBNER ELKE;;08.10.62;2;2;FELDHOF 153;;59174 KAMEN;276;D;+49 152 28817 06;elke.huebner@post.example;LEHRERIN;01.06.06;01.07.20;
20000249;HUEBNER DIETER;;09.07.61;1;2;FELDHOF 153;;59174 KAMEN;276;D;+49 152 28817 10;;INFORMATIKERIN;01.03.07;31.12.25;
20000250;HUEBNER MANUELA;;14.02.93;2;1;FELDHOF 153;;59174 KAMEN;276;D;+49 152 28817 79;;TREUHAENDERIN;01.06.11;01.11.17;
20000251;FREI DOMINIK;;22.09.60;1;2;FAERBERHALDE 110;;8330 PFAEFFIKON ZH;756;D;+41 44 000 26 74;;RENTNERIN;01.10.16;01.04.23;
20000252;FREI ELISABETH;;03.11.57;2;2;FAERBERHALDE 110;;8330 PFAEFFIKON ZH;756;D;+41 44 000 09 85;;RENTNERIN;01.12.20;01.02.16;
20000253;FREI MANUEL;;01.01.99;1;1;FAERBERHALDE 110;;8330 PFAEFFIKON ZH;756;D;+41 44 000 15 79;mfrei@mail.example;ARCHITEKTIN;01.02.20;01.12.23;
20000254;FISCHER ANKE;;10.11.85;2;2;HIRSCHSTEIG 174B;;44623 HERNE;276;D;+49 152 28817 99;;DACHDECKERIN;01.06.07;01.09.24;
20000255;FISCHER TOMASZ;;25.03.89;1;2;HIRSCHSTEIG 174B;;44623 HERNE;276;D;;tfischer@post.example;RENTNERIN;01.05.25;01.01.22;
20000256;NEUMANN JONAS;;01.12.07;1;1;HIRSCHSTEIG 174B;;44623 HERNE;276;D;+49 152 28817 43;jonas89@web.example;STUDENTIN;;01.06.21;
20000257;ROTH LAURA;;28.05.81;2;2;MUEHLENSTRASSE 97;;8610 USTER;756;D;+41 44 000 23 20;laura75@post.example;COIFFEUSE;01.05.13;31.12.25;
20000258;ROTH FABIAN;;09.11.83;1;2;MUEHLENSTRASSE 97;;8610 USTER;756;D;+41 44 000 67 48;;LEHRERIN;;01.12.17;
20000259;ROTH NILS;;28.06.07;1;1;MUEHLENSTRASSE 97;;8610 USTER;756;D;+41 44 000 04 48;;STUDENTIN;;01.07.17;
20000260;ROTH AISHA;;03.12.07;2;1;MUEHLENSTRASSE 97;;8610 USTER;756;D;+41 44 000 05 38;aisha40@bluemail.example;DACHDECKERIN;;31.12.25;
20000261;KUEHN ANKE;;27.11.77;2;5;REBENGASSE 98;;32052 HERFORD;276;D;+49 152 28817 53;;INGENIEURIN;01.03.17;01.08.18;
20000262;KUEHN FINN;;04.05.80;1;5;REBENGASSE;98;32052 HERFORD;276;D;;;PFLEGEFACHFRAU;01.07.17;31.12.25;
20000263;KUEHN KEVIN;;15.01.07;1;1;REBENGASSE 98;;32052 HERFORD;276;D;+49 152 28817 90;;RENTNERIN;01.12.25;01.09.19;KUNDE WUENSCHT KEINE WERBUNG
20000264;KUEHN GABRIELE;;07.05.07;2;1;REBENGASSE 98;;32052 HERFORD;276;D;+49 152 28817 83;;STUDENTIN;01.08.25;31.12.25;
20000265;HIRT YANNIS;;03.11.94;9;2;UFERPLATZ 152;;3000 BERN;756;D;+41 44 000 57 78;;LEHRERIN;01.12.12;31.12.25;KUNDE WUENSCHT KEINE WERBUNG
20000266;SCHMID LISA;;22.08.00;2;2;REBSTOCKSTRASSE 2;;51371 LEVERKUSEN;276;D;+49 152 28817 68;lisa.schmid00@web.example;VERWALTUNGSANGESTELL;01.04.19;01.10.19;
20000267;SCHMID DIRK;;04.09.05;1;2;REBSTOCKSTRASSE 2;;51371 LEVERKUSEN;276;D;+49 152 28817 07;dirk.schmid@bluemail.example;PFLEGEFACHFRAU;01.12.23;01.05.22;
20000268;SCHNEIDER MARTIN;;;1;2;MUEHLENGASSE;86;6003 LUZERN;756;D;;martin.schneider@web.example;MECHANIKERIN;01.06.14;01.11.18;
20000269;HASSAN MERYEM;;14.01.80;2;2;MUEHLENGASSE 86;;6003 LUZERN;756;D;+41 44 000 03 95;mhassan@post.example;INFORMATIKERIN;;31.12.25;
20000270;BIERI FABIAN;;26.08.83;1;1;POSTPLATZ;67;8001 ZUERICH;756;D;+41 44 000 14 28;;HAUSFRAU;01.09.13;01.08.24;
20000271;BURKHALTER SIMON;;23.03.90;1;2;STEGRING 83;;6340 BAAR;756;D;+41 44 000 12 69;;KAUFMAENNISCHE ANGES;01.03.14;31.12.25;
20000272;WALDER LARISSA;;06.10.90;2;2;STEGRING 83;;6340 BAAR;756;D;;;BERATERIN;;01.11.23;
20000273;BURKHALTER PATRICK;;06.09.07;1;1;STEGRING 83;;6340 BAAR;756;D;+41 44 000 47 55;burkhalter.patrick@bluemail.example;STUDENTIN;01.12.25;31.12.25;
20000274;BURKHALTER LENA;;26.03.07;2;1;STEGRING 83;;6340 BAAR;756;D;+41 44 000 11 34;;STUDENTIN;;31.12.25;ADR. LT. POST GEAENDERT
20000275;BURKHALTER SAMUEL;;16.04.07;1;1;STEGRING 83;;6340 BAAR;756;D;;samuel60@bluemail.example;STUDENTIN;;31.12.25;
20000276;FERNANDES AYSE;;06.01.74;2;5;SANDKAMP 19;;22765 HAMBURG;276;D;+49 152 28817 29;;INGENIEURIN;01.12.00;01.04.16;
20000277;BAUER LARS;;15.02.70;1;5;SANDKAMP 19;;22765 HAMBURG;276;D;+49 152 28817 27;;SANITAERINSTALLATEUR;;01.06.18;
20000278;FISCHER RETO;;08.09.78;1;2;WAGNERRAIN 148;;8057 ZUERICH;756;D;;fischer.reto@post.example;STUDENTIN;01.01.18;01.06.16;
20000279;FISCHER MERYEM;;;2;2;WAGNERRAIN 148;;8057 ZUERICH;756;D;+41 44 000 04 34;meryem.fischer@post.example;KAUFMAENNISCHE ANGES;01.10.13;31.12.25;
20000280;FISCHER FLURINA;;11.07.07;2;1;WAGNERRAIN 148;;8057 ZUERICH;756;D;+41 44 000 60 25;;COIFFEUSE;01.08.25;01.07.24;
20000281;STEINER FLURINA;;06.01.07;2;1;WAGNERRAIN 148;;8057 ZUERICH;756;D;+41 44 000 90 20;flurina31@bluemail.example;SANITAERINSTALLATEUR;;01.03.22;
20000282;SCHNEIDER JUERG;;22.10.66;1;2;HOLUNDERSTRASSE 118A;;8212 NEUHAUSEN AM RHEINFALL;756;D;+41 44 000 17 90;juerg.schneider66@mail.example;LOGISTIKERIN;01.07.14;01.04.15;
20000283;MEIER VRENI;;20.06.63;2;2;HOLUNDERSTRASSE 118A;;8212 NEUHAUSEN AM RHEINFALX;756;D;;;PFLEGEFACHFRAU;01.05.06;31.12.25;
20000284;CHRISTEN THOMAS;;27.12.70;1;2;APFELHALDE;29;5400 BADEN;756;D;+41 44 000 97 54;;RENTNERIN;01.03.14;01.05.18;VN TEL. ANGEFR., RR BIS 15.3.
20000285;CHRISTEN KATARZYNA;;23.06.68;2;2;APFELHALDE 29;;5400 BADEN;756;D;;;VERWALTUNGSANGESTELL;01.04.02;01.12.15;
20000286;CHRISTEN NIKOLA;;07.11.05;1;1;APFELHALDE 29;;5400 BADEN;756;D;+41 44 000 64 40;christen.nikola@mail.example;STUDENTIN;01.08.24;01.02.18;
20000287;CHRISTEN LARISSA;;05.05.95;2;1;APFELHALDE 29;;5400 BADEN;756;D;+41 44 000 41 10;;JURISTIN;;01.11.16;
20000288;CELIK ANA;;04.03.80;2;2;ESCHENRING 17;;13347 BERLIN;276;D;;;KUNSTSCHAFFENDE;01.09.14;01.11.20;
20000289;WAGNER MATTHIAS;;08.10.75;1;2;REHSTEIG 164;;73430 AALEN;276;D;+49 152 28817 48;;LEHRERIN;01.05.05;31.12.25;
20000290;WAGNER HEIKE;;24.10.81;2;2;REHSTEIG 164;;73430 AALEN;276;D;+49 152 28817 75;;SOZIALARBEITERIN;;01.01.23;
20000291;LORENZ JANA;;14.03.80;2;2;BIENENDAMM 129;;22297 HAMBURG;276;D;;lorenz.jana@mail.example;LOGISTIKERIN;01.11.06;31.12.25;
20000292;LORENZ MICHAEL;;01.01.00;1;2;BIENENDAMM 129;;22297 HAMBURG;276;D;+49 152 28817 27;;RENTNERIN;01.11.15;01.11.21;
20000293;PETER PASCAL;;17.09.88;1;1;FAERBERSTRASSE 133;;6060 SARNEN;756;D;+41 44 000 75 35;;RENTNERIN;01.12.16;01.05.20;
20000294;HAVELLAND KINDERKRIPPE KG;KG;;0;0;BRUNNENKAMP 31;;49074 OSNABRUECK;276;D;+49 30 23125 752;;;01.07.17;01.09.23;MAHNUNG 1 VERSANDT
20000295;THOMMEN ANNA;;08.01.91;2;2;FOEHRENHOF 125;;3000 BERN;756;D;+41 44 000 63 79;;PFLEGEFACHFRAU;01.02.12;31.12.25;
20000296;THOMMEN MANUEL;;22.10.87;1;2;FOEHRENHOF;125;3000 BERN;756;D;+41 44 000 19 13;mthommen@mail.example;KAUFMAENNISCHE ANGES;01.04.06;01.01.15;
20000297;THOMMEN NOAH;;06.09.07;1;1;FOEHRENHOF 125;;3000 BERN;756;D;;nthommen@bluemail.example;STUDENTIN;01.10.25;01.05.23;
20000298;ULRICH FABIENNE;;06.10.96;2;2;FUCHSRING 137;;8001 ZUERICH;756;D;+41 44 000 67 71;;KAUFMAENNISCHE ANGES;01.11.15;31.12.25;
20000299;ULRICH TOBIAS;;14.11.96;1;2;FUCHSRING;137;8001 ZUERICH;756;D;;;INFORMATIKERIN;;01.11.23;
20000300;LUTZ THOMAS;;11.02.68;1;2;HOLUNDERPLATZ 150;;68159 MANNHEIM;276;D;+49 30 23125 044;;STUDENTIN;01.04.04;31.12.25;
20000301;RODRIGUEZ MURAT;;21.01.52;1;2;IMPASSE DES SAPINS 106;;1350 ORBE;756;F;+41 44 000 52 51;;RENTNERIN;01.11.01;01.08.24;
20000302;RODRIGUEZ CLAUDE;;16.03.49;2;2;IMPASSE DES SAPINS 106;;1350 ORBE;756;F;+41 44 000 55 72;claude.rodriguez49@mail.example;RENTNERIN;;01.10.18;
20000303;OSTSEE GARAGE GMBH & CO. KG;KG;;0;0;HOEHENWEG 82;;45879 GELSENKIRCHEN;276;D;+49 30 23125 709;info@ostsee-garage.example;;01.06.17;31.12.25;
