quellsystem,tabelle,quell_id,feld,dq_regel,original,injiziert
HAPO,PARTNER,20000418,EMAIL,DQ-06,haas.paul@bluemail.example,
HAPO,PARTNER,20000420,TEL,DQ-06,+41 44 000 27 54,
HAPO,PARTNER,20000421,EMAIL,DQ-06,info@albula-pflege.example,
HAPO,PARTNER,20000424,EMAIL,DQ-06,rolf.marbach@bluemail.example,
HAPO,PARTNER,20000426,EMAIL,DQ-06,info@allgäu-elektro.example,
HAPO,PARTNER,20000427,EMAIL,DQ-06,jan.wyss@mail.example,
HAPO,PARTNER,20000428,EMAIL,DQ-06,wyss.michelle@mail.example,
HAPO,PARTNER,20000428,TEL,DQ-06,+41 44 000 19 11,
HAPO,PARTNER,20000429,EMAIL,DQ-06,info@alpina-fahrschule.example,
HAPO,PARTNER,20000430,EMAIL,DQ-06,fatma39@bluemail.example,
HAPO,PARTNER,20000434,EMAIL,DQ-06,noemi.oeztuerk@bluemail.example,
HAPO,PARTNER,20000437,EMAIL,DQ-06,oeztuerk.felix@bluemail.example,
HAPO,PARTNER,20000437,TEL,DQ-06,+41 44 000 48 44,
HAPO,PARTNER,20000438,TEL,DQ-06,+41 44 000 41 01,
HAPO,PARTNER,20000439,EMAIL,DQ-06,bda-silva@bluemail.example,
HAPO,PARTNER,20000440,TEL,DQ-06,+49 152 28817 910,
HAPO,PARTNER,20000441,ADR2,DQ-13,,167
HAPO,PARTNER,20000443,EMAIL,DQ-06,stephanie44@mail.example,
HAPO,PARTNER,20000444,TEL,DQ-06,+41 44 000 56 68,
HAPO,PARTNER,20000445,ADR2,DQ-13,,114
HAPO,PARTNER,20000445,EMAIL,DQ-06,christian.schmidt@web.example,
HAPO,PARTNER,20000446,EMAIL,DQ-06,birgit.schmidt@bluemail.example,
HAPO,PARTNER,20000447,EMAIL,DQ-06,chuber@web.example,
HAPO,PARTNER,20000448,EMAIL,DQ-06,cmembrez@mail.example,
HAPO,PARTNER,20000450,ADR2,DQ-13,,75
HAPO,PARTNER,20000451,TEL,DQ-06,+49 152 28817 663,
HAPO,PARTNER,20000452,NAME1,DQ-03,GUBLER LARISSA,GUBLER LARIÃŸA
HAPO,PARTNER,20000452,ADR2,DQ-13,,153
HAPO,PARTNER,20000453,GEBDAT,DQ-05,19771010,19000101
HAPO,PARTNER,20000454,EMAIL,DQ-06,mschmitz@web.example,
HAPO,PARTNER,20000455,TEL,DQ-06,+49 152 28817 063,
HAPO,PARTNER,20000457,GEBDAT,DQ-05,19971013,00000000
HAPO,PARTNER,20000458,EMAIL,DQ-06,nkohler@bluemail.example,
HAPO,PARTNER,20000459,TEL,DQ-06,+41 44 000 17 23,
HAPO,PARTNER,20000461,TEL,DQ-06,+49 152 28817 225,
HAPO,PARTNER,20000465,EMAIL,DQ-06,aschmidt@post.example,
HAPO,PARTNER,20000466,EMAIL,DQ-06,tobias.fischer@post.example,
HAPO,PARTNER,20000467,EMAIL,DQ-06,yvonne.fischer@post.example,
HAPO,PARTNER,20000468,EMAIL,DQ-06,info@harz-bäckerei.example,
HAPO,PARTNER,20000468,TEL,DQ-06,+49 30 23125 803,
HAPO,PARTNER,20000469,EMAIL,DQ-06,valerie17@mail.example,
HAPO,PARTNER,20000469,TEL,DQ-06,+41 44 000 73 83,
HAPO,PARTNER,20000470,ADR3,DQ-27,2350 SAIGNELEGIER,2350 SAIGNELEGIEX
HAPO,PARTNER,20000470,EMAIL,DQ-06,guillaume76@web.example,
HAPO,PARTNER,20000470,TEL,DQ-06,+41 44 000 79 48,
HAPO,PARTNER,20000471,EMAIL,DQ-06,schaffner.roman@post.example,
HAPO,PARTNER,20000472,EMAIL,DQ-06,eschaffner@post.example,
HAPO,PARTNER,20000474,ADR2,DQ-13,,164
HAPO,PARTNER,20000477,TEL,DQ-06,+41 44 000 55 96,
HAPO,PARTNER,20000478,GEBDAT,DQ-05,19550306,19000101
HAPO,PARTNER,20000478,ADR2,DQ-13,,31
HAPO,PARTNER,20000481,ADR3,DQ-27,40476 DUESSELDORF,40476 DUESSELDORX
HAPO,PARTNER,20000482,TEL,DQ-06,+49 152 28817 145,
HAPO,PARTNER,20000483,EMAIL,DQ-06,anna.jenni92@mail.example,
HAPO,PARTNER,20000483,TEL,DQ-06,+41 44 000 42 17,
HAPO,PARTNER,20000484,EMAIL,DQ-06,cyrill89@web.example,
HAPO,PARTNER,20000485,ADR2,DQ-13,,152
HAPO,PARTNER,20000487,EMAIL,DQ-06,niklas.mueller07@bluemail.example,
HAPO,PARTNER,20000492,EMAIL,DQ-06,wagner.franziska@post.example,
HAPO,PARTNER,20000492,TEL,DQ-06,+49 152 28817 560,
HAPO,PARTNER,20000493,EMAIL,DQ-06,thomas.wagner72@web.example,
HAPO,PARTNER,20000494,EMAIL,DQ-06,jkaufmann@post.example,
HAPO,PARTNER,20000494,TEL,DQ-06,+41 44 000 87 95,
HAPO,PARTNER,20000497,EMAIL,DQ-06,ali.kaufmann@bluemail.example,
HAPO,PARTNER,20000498,EMAIL,DQ-06,yannick55@post.example,
HAPO,PARTNER,20000499,EMAIL,DQ-06,markus59@web.example,
HAPO,PARTNER,20000500,EMAIL,DQ-06,bolliger.silvan@bluemail.example,
HAPO,PARTNER,20000501,EMAIL,DQ-06,info@vogtland-autohaus.example,
HAPO,PARTNER,20000501,TEL,DQ-06,+49 30 23125 590,
HAPO,PARTNER,20000504,ADR2,DQ-13,,14B
HAPO,PARTNER,20000504,EMAIL,DQ-06,emmenegger.ueli@web.example,
HAPO,PARTNER,20000505,EMAIL,DQ-06,pascal.cornu@post.example,
HAPO,PARTNER,20000505,TEL,DQ-06,+41 44 000 34 93,
HAPO,PARTNER,20000506,TEL,DQ-06,+41 44 000 76 49,
HAPO,PARTNER,20000508,ADR3,DQ-27,1003 LAUSANNE,1003 LAUSANNX
HAPO,PARTNER,20000509,EMAIL,DQ-06,holger.brandt60@post.example,
HAPO,PARTNER,20000510,EMAIL,DQ-06,bbrandt@web.example,
HAPO,PARTNER,20000512,EMAIL,DQ-06,reto.bieri80@web.example,
HAPO,PARTNER,20000514,ADR2,DQ-13,,176
HAPO,PARTNER,20000514,EMAIL,DQ-06,abaumann@mail.example,
HAPO,PARTNER,20000518,EMAIL,DQ-06,eleni.diallo79@web.example,
HAPO,PARTNER,20000520,GEBDAT,DQ-05,20070305,19000101
HAPO,PARTNER,20000520,EMAIL,DQ-06,lukas.diallo07@web.example,
HAPO,PARTNER,20000521,GEBDAT,DQ-05,19630105,19000101
HAPO,PARTNER,20000522,EMAIL,DQ-06,sandra.keller@bluemail.example,
HAPO,PARTNER,20000523,TEL,DQ-06,+41 44 000 72 47,
HAPO,PARTNER,20000524,EMAIL,DQ-06,christian24@mail.example,
HAPO,PARTNER,20000525,EMAIL,DQ-06,karin.hess@post.example,
HAPO,PARTNER,20000526,EMAIL,DQ-06,sofia48@web.example,
HAPO,PARTNER,20000527,EMAIL,DQ-06,nguenther@bluemail.example,
HAPO,PARTNER,20000528,ADR2,DQ-13,,48
HAPO,PARTNER,20000528,EMAIL,DQ-06,yannis.guenther71@web.example,
HAPO,PARTNER,20000528,TEL,DQ-06,+49 152 28817 855,
HAPO,PARTNER,20000529,EMAIL,DQ-06,maren.becker@bluemail.example,
HAPO,PARTNER,20000532,EMAIL,DQ-06,samuel.becker@bluemail.example,
HAPO,PARTNER,20000533,GEBDAT,DQ-05,20071112,19000101
HAPO,PARTNER,20000533,ADR2,DQ-13,,83
HAPO,PARTNER,20000536,ADR2,DQ-13,,110
HAPO,PARTNER,20000536,EMAIL,DQ-06,zehnder.nils@bluemail.example,
HAPO,PARTNER,20000538,EMAIL,DQ-06,simone.zehnder@mail.example,
HAPO,PARTNER,20000541,EMAIL,DQ-06,dnussbaumer@web.example,
HAPO,PARTNER,20000541,TEL,DQ-06,+41 44 000 39 63,
HAPO,PARTNER,20000542,EMAIL,DQ-06,yannick.gerber@bluemail.example,
HAPO,PARTNER,20000543,EMAIL,DQ-06,jonas.schlaefli94@mail.example,
HAPO,PARTNER,20000544,EMAIL,DQ-06,dragan.papadopoulos60@bluemail.example,
HAPO,PARTNER,20000544,TEL,DQ-06,+41 44 000 29 17,
HAPO,PARTNER,20000545,EMAIL,DQ-06,marbach.daniela@bluemail.example,
HAPO,PARTNER,20000546,ADR3,DQ-27,76133 KARLSRUHE,76133 KARLSRUHX
HAPO,PARTNER,20000548,ADR2,DQ-13,,29
HAPO,PARTNER,20000548,EMAIL,DQ-06,lukas.hoffmann05@post.example,
HAPO,PARTNER,20000550,ADR2,DQ-13,,20
HAPO,PARTNER,20000550,EMAIL,DQ-06,bbieri@bluemail.example,
HAPO,PARTNER,20000550,TEL,DQ-06,+41 44 000 50 70,
HAPO,PARTNER,20000551,EMAIL,DQ-06,ayse.bieri@bluemail.example,
HAPO,PARTNER,20000552,EMAIL,DQ-06,ana.sahin53@post.example,
HAPO,PARTNER,20000552,TEL,DQ-06,+49 152 28817 914,
HAPO,PARTNER,20000553,TEL,DQ-06,+49 152 28817 790,
HAPO,PARTNER,20000555,EMAIL,DQ-06,steiner.philipp@post.example,
HAPO,PARTNER,20000556,EMAIL,DQ-06,priska.berger@bluemail.example,
HAPO,PARTNER,20000557,ADR2,DQ-13,,90
HAPO,PARTNER,20000557,TEL,DQ-06,+41 44 000 14 84,
HAPO,PARTNER,20000559,EMAIL,DQ-06,hmeyer@post.example,
HAPO,PARTNER,20000560,EMAIL,DQ-06,andreas93@mail.example,
HAPO,PARTNER,20000560,TEL,DQ-06,+41 44 000 32 67,
HAPO,PARTNER,20000561,PARTNR,DQ-02,20000018,20000561
HAPO,PARTNER,20000562,PARTNR,DQ-02,20000055,20000562
HAPO,PARTNER,20000563,PARTNR,DQ-02,20000123,20000563
HAPO,PARTNER,20000564,PARTNR,DQ-02,20000127,20000564
HAPO,PARTNER,20000565,PARTNR,DQ-02,20000164,20000565
HAPO,PARTNER,20000566,PARTNR,DQ-02,20000201,20000566
HAPO,PARTNER,20000567,PARTNR,DQ-02,20000233,20000567
HAPO,PARTNER,20000568,PARTNR,DQ-02,20000275,20000568
HAPO,PARTNER,20000569,PARTNR,DQ-02,20000319,20000569
HAPO,PARTNER,20000570,PARTNR,DQ-02,20000331,20000570
HAPO,PARTNER,20000571,PARTNR,DQ-02,20000335,20000571
HAPO,PARTNER,20000572,PARTNR,DQ-02,20000384,20000572
HAPO,PARTNER,20000573,PARTNR,DQ-02,20000390,20000573
HAPO,PARTNER,20000574,PARTNR,DQ-02,20000484,20000574
HAPO,PARTNER,20000575,PARTNR,DQ-02,20000506,20000575
HAPO,VERTRAG,40.000.016-3,VERMNR,DQ-11,89761,54269
HAPO,VERTRAG,40.000.028-9,VERMNR,DQ-11,29923,10517
HAPO,VERTRAG,40.000.095-7,VERMNR,DQ-11,55547,14433
HAPO,VERTRAG,40.000.140-4,VERMNR,DQ-11,29923,10517
HAPO,VERTRAG,40.000.155-0,VERMNR,DQ-11,93662,80193
HAPO,VERTRAG,40.000.173-6,VERMNR,DQ-11,86847,14447
HAPO,VERTRAG,40.000.230-8,VERMNR,DQ-11,92780,31009
HAPO,VERTRAG,40.000.263-9,VERMNR,DQ-11,87406,65215
HAPO,VERTRAG,40.000.287-8,VERMNR,DQ-11,98920,42571
HAPO,VERTRAG,40.000.289-9,VERMNR,DQ-11,70360,55115
HAPO,VERTRAG,40.000.316-1,VERMNR,DQ-11,41309,12814
HAPO,VERTRAG,40.000.325-8,VERMNR,DQ-11,98657,95795
HAPO,VERTRAG,40.000.329-5,VERMNR,DQ-11,46014,68292
HAPO,VERTRAG,40.000.346-0,VERMNR,DQ-11,92109,32569
HAPO,VERTRAG,40.000.362-0,VERMNR,DQ-11,70360,55115
HAPO,VERTRAG,40.000.384-1,VERMNR,DQ-11,56243,61182
HAPO,VERTRAG,40.000.385-6,VERMNR,DQ-11,48269,69787
HAPO,VERTRAG,40.000.390-1,VERMNR,DQ-11,29784,95640
HAPO,VERTRAG,40.000.400-2,VERMNR,DQ-11,56243,61182
HAPO,VERTRAG,40.000.412-7,VERMNR,DQ-11,98920,42571
HAPO,VERTRAG,40.000.413-5,VERMNR,DQ-11,23684,93309
HAPO,VERTRAG,40.000.414-0,VERMNR,DQ-11,89761,54269
VERA,PARTNER,10000001,GEBDAT,DQ-05,19840314,19000101
VERA,PARTNER,10000001,EMAIL,DQ-06,simone.niederberger@mail.example,
VERA,PARTNER,10000001,TEL,DQ-06,+41 44 000 46 35,
VERA,PARTNER,10000004,EMAIL,DQ-06,fnazari@bluemail.example,
VERA,PARTNER,10000008,GEBDAT,DQ-05,19510830,00000000
VERA,PARTNER,10000010,ADR2,DQ-13,,7
VERA,PARTNER,10000011,GEBDAT,DQ-05,20171123,00000000
VERA,PARTNER,10000012,TEL,DQ-06,+49 152 28817 663,
VERA,PARTNER,10000013,EMAIL,DQ-06,lrouiller@bluemail.example,
VERA,PARTNER,10000015,EMAIL,DQ-06,oliveira.sandra@web.example,
VERA,PARTNER,10000016,EMAIL,DQ-06,yann.voisard69@post.example,
VERA,PARTNER,10000018,EMAIL,DQ-06,jan6@mail.example,
VERA,PARTNER,10000020,EMAIL,DQ-06,lena.baechtold07@web.example,
VERA,PARTNER,10000021,NAME1,DQ-03,BAECHTOLD L.,BÃ¤CHTOLD L.
VERA,PARTNER,10000022,ADR3,DQ-27,3960 SIERRE,3960 SIERRX
VERA,PARTNER,10000023,TEL,DQ-06,+41 44 000 27 00,
VERA,PARTNER,10000024,ADR1,DQ-01,aktuelle Adresse,alte Adresse (Dublette)
VERA,PARTNER,10000024,EMAIL,DQ-06,bugnon.alice@mail.example,
VERA,PARTNER,10000025,ADR3,DQ-27,3960 SIERRE,3960 SIERRX
VERA,PARTNER,10000025,EMAIL,DQ-06,bugnon.jade@post.example,
VERA,PARTNER,10000026,EMAIL,DQ-06,petra24@bluemail.example,
VERA,PARTNER,10000026,TEL,DQ-06,+49 152 28817 234,
VERA,PARTNER,10000030,TEL,DQ-06,+49 152 28817 112,
VERA,PARTNER,10000031,EMAIL,DQ-06,sarah.schaefer@bluemail.example,
VERA,PARTNER,10000032,EMAIL,DQ-06,jonas14@bluemail.example,
VERA,PARTNER,10000032,TEL,DQ-06,+49 152 28817 774,
VERA,PARTNER,10000034,TEL,DQ-06,+41 44 000 02 28,
VERA,PARTNER,10000035,EMAIL,DQ-06,cmeyer@post.example,
VERA,PARTNER,10000037,ADR2,DQ-13,,91
VERA,PARTNER,10000037,ADR3,DQ-27,45127 ESSEN,45127 ESSEX
VERA,PARTNER,10000037,EMAIL,DQ-06,jessica84@bluemail.example,
VERA,PARTNER,10000037,TEL,DQ-06,+49 152 28817 039,
VERA,PARTNER,10000038,EMAIL,DQ-06,jgarcia@post.example,
VERA,PARTNER,10000038,TEL,DQ-06,+49 152 28817 032,
VERA,PARTNER,10000039,EMAIL,DQ-06,tgarcia@web.example,
VERA,PARTNER,10000040,TEL,DQ-06,+49 152 28817 704,
VERA,PARTNER,10000042,EMAIL,DQ-06,nicolas59@web.example,
VERA,PARTNER,10000043,GEBDAT,DQ-05,19890228,00000000
VERA,PARTNER,10000043,EMAIL,DQ-06,juergen.baumann89@mail.example,
VERA,PARTNER,10000044,EMAIL,DQ-06,wieczorek.laura@mail.example,
VERA,PARTNER,10000045,GEBDAT,DQ-05,20070617,19000101
VERA,PARTNER,10000049,EMAIL,DQ-06,jonas.sauer90@post.example,
VERA,PARTNER,10000050,EMAIL,DQ-06,mmeier@bluemail.example,
VERA,PARTNER,10000050,TEL,DQ-06,+41 44 000 16 54,
VERA,PARTNER,10000052,TEL,DQ-06,+41 44 000 58 76,
VERA,PARTNER,10000053,EMAIL,DQ-06,werner.suter@web.example,
VERA,PARTNER,10000054,EMAIL,DQ-06,katharina.rauch@mail.example,
VERA,PARTNER,10000055,EMAIL,DQ-06,miguel94@web.example,
VERA,PARTNER,10000058,EMAIL,DQ-06,moritz91@post.example,
VERA,PARTNER,10000059,ADR2,DQ-13,,160
VERA,PARTNER,10000060,EMAIL,DQ-06,karin.lehmann@mail.example,
VERA,PARTNER,10000062,EMAIL,DQ-06,irene.eggenberger76@post.example,
VERA,PARTNER,10000062,TEL,DQ-06,+41 44 000 34 95,
VERA,PARTNER,10000064,ADR2,DQ-13,,81
VERA,PARTNER,10000065,EMAIL,DQ-06,julia73@bluemail.example,
VERA,PARTNER,10000065,TEL,DQ-06,+49 152 28817 828,
VERA,PARTNER,10000066,EMAIL,DQ-06,eklein@post.example,
VERA,PARTNER,10000067,EMAIL,DQ-06,lang.charlotte@web.example,
VERA,PARTNER,10000068,ADR1,DQ-01,aktuelle Adresse,alte Adresse (Dublette)
VERA,PARTNER,10000068,EMAIL,DQ-06,markus.klein87@post.example,
VERA,PARTNER,10000068,TEL,DQ-06,+49 152 28817 642,
VERA,PARTNER,10000069,ADR2,DQ-13,,170B
VERA,PARTNER,10000069,EMAIL,DQ-06,lisa.klein@web.example,
VERA,PARTNER,10000073,EMAIL,DQ-06,czbinden@bluemail.example,
VERA,PARTNER,10000074,EMAIL,DQ-06,weber.marcel@bluemail.example,
VERA,PARTNER,10000075,GEBDAT,DQ-05,19691002,00000000
VERA,PARTNER,10000075,EMAIL,DQ-06,klaus.mueller69@web.example,
VERA,PARTNER,10000076,ADR1,DQ-01,aktuelle Adresse,alte Adresse (Dublette)
VERA,PARTNER,10000076,EMAIL,DQ-06,mmueller@post.example,
VERA,PARTNER,10000077,TEL,DQ-06,+49 152 28817 936,
VERA,PARTNER,10000082,EMAIL,DQ-06,pohl.lisa@mail.example,
VERA,PARTNER,10000084,ADR2,DQ-13,,51
VERA,PARTNER,10000085,EMAIL,DQ-06,corinne.hofer80@web.example,
VERA,PARTNER,10000088,EMAIL,DQ-06,ueli.meier@web.example,
VERA,PARTNER,10000089,EMAIL,DQ-06,lena.wenger@web.example,
VERA,PARTNER,10000089,TEL,DQ-06,+41 44 000 05 04,
VERA,PARTNER,10000090,EMAIL,DQ-06,berger.gian@bluemail.example,
VERA,PARTNER,10000092,EMAIL,DQ-06,roth.nadine@mail.example,
VERA,PARTNER,10000093,EMAIL,DQ-06,roth.ladina@bluemail.example,
VERA,PARTNER,10000093,TEL,DQ-06,+41 44 000 91 94,
VERA,PARTNER,10000094,ADR2,DQ-13,,42
VERA,PARTNER,10000094,EMAIL,DQ-06,lena.roth@bluemail.example,
VERA,PARTNER,10000095,EMAIL,DQ-06,dragan.roth84@mail.example,
VERA,PARTNER,10000096,EMAIL,DQ-06,slorenz@mail.example,
VERA,PARTNER,10000098,EMAIL,DQ-06,lorenz.elias@post.example,
VERA,PARTNER,10000100,EMAIL,DQ-06,nschmidt@post.example,
VERA,PARTNER,10000104,ADR2,DQ-13,,160
VERA,PARTNER,10000104,EMAIL,DQ-06,fweiss@bluemail.example,
VERA,PARTNER,10000107,EMAIL,DQ-06,heidi.zumstein@bluemail.example,
VERA,PARTNER,10000111,EMAIL,DQ-06,tbovet@mail.example,
VERA,PARTNER,10000111,TEL,DQ-06,+41 44 000 71 14,
VERA,PARTNER,10000112,TEL,DQ-06,+49 152 28817 051,
VERA,PARTNER,10000114,EMAIL,DQ-06,haenni.simon@post.example,
VERA,PARTNER,10000115,TEL,DQ-06,+41 44 000 93 97,
VERA,PARTNER,10000116,EMAIL,DQ-06,seraina.hess99@mail.example,
VERA,PARTNER,10000117,EMAIL,DQ-06,lnussbaumer@bluemail.example,
VERA,PARTNER,10000120,ADR1,DQ-01,aktuelle Adresse,alte Adresse (Dublette)
VERA,PARTNER,10000120,ADR2,DQ-13,,142
VERA,PARTNER,10000121,GESCHL,DQ-26,2,1
VERA,PARTNER,10000121,EMAIL,DQ-06,lnikolic@web.example,
VERA,PARTNER,10000127,ADR2,DQ-13,,176
VERA,PARTNER,10000128,EMAIL,DQ-06,melanie42@web.example,
VERA,PARTNER,10000129,EMAIL,DQ-06,janssen.tobias@bluemail.example,
VERA,PARTNER,10000130,ADR3,DQ-27,26382 WILHELMSHAVEN,26382 WILHELMSHAVEX
VERA,PARTNER,10000130,EMAIL,DQ-06,becker.philipp@mail.example,
VERA,PARTNER,10000131,EMAIL,DQ-06,ayse92@post.example,
VERA,PARTNER,10000136,EMAIL,DQ-06,emma.roth@mail.example,
VERA,PARTNER,10000137,EMAIL,DQ-06,roth.patrick@bluemail.example,
VERA,PARTNER,10000138,GEBDAT,DQ-05,20060803,19000101
VERA,PARTNER,10000139,EMAIL,DQ-06,mottier.frederic@web.example,
VERA,PARTNER,10000141,EMAIL,DQ-06,tgerber@bluemail.example,
VERA,PARTNER,10000142,GEBDAT,DQ-05,19791002,19000101
VERA,PARTNER,10000142,EMAIL,DQ-06,anna62@post.example,
VERA,PARTNER,10000142,TEL,DQ-06,+41 44 000 72 61,
VERA,PARTNER,10000145,EMAIL,DQ-06,bsutter@bluemail.example,
VERA,PARTNER,10000146,ADR3,DQ-27,8050 ZUERICH,8050 ZUERICX
VERA,PARTNER,10000146,EMAIL,DQ-06,livia19@post.example,
VERA,PARTNER,10000150,EMAIL,DQ-06,fabienne.roth@bluemail.example,
VERA,PARTNER,10000152,GEBDAT,DQ-05,19960210,19000101
VERA,PARTNER,10000153,EMAIL,DQ-06,kevin.baumann92@bluemail.example,
VERA,PARTNER,10000154,ADR2,DQ-13,,36
VERA,PARTNER,10000154,EMAIL,DQ-06,marie.baumann@mail.example,
VERA,PARTNER,10000155,EMAIL,DQ-06,oliver.beck73@bluemail.example,
VERA,PARTNER,10000156,TEL,DQ-06,+49 152 28817 854,
VERA,PARTNER,10000157,GESCHL,DQ-26,2,1
VERA,PARTNER,10000157,EMAIL,DQ-06,chiara.rossi86@mail.example,
VERA,PARTNER,10000158,EMAIL,DQ-06,sigrist.karin@web.example,
VERA,PARTNER,10000160,EMAIL,DQ-06,csigrist@web.example,
VERA,PARTNER,10000161,ADR2,DQ-13,,100
VERA,PARTNER,10000161,EMAIL,DQ-06,nils.sigrist92@post.example,
VERA,PARTNER,10000162,GEBDAT,DQ-05,19970911,19000101
VERA,PARTNER,10000162,EMAIL,DQ-06,giulia.zappa@bluemail.example,
VERA,PARTNER,10000164,TEL,DQ-06,+41 44 000 07 49,
VERA,PARTNER,10000165,ADR2,DQ-13,,74
VERA,PARTNER,10000165,TEL,DQ-06,+49 152 28817 351,
VERA,PARTNER,10000166,EMAIL,DQ-06,thorvat@post.example,
VERA,PARTNER,10000166,TEL,DQ-06,+41 44 000 36 14,
VERA,PARTNER,10000167,ADR2,DQ-13,,40A
VERA,PARTNER,10000167,EMAIL,DQ-06,jbraun@post.example,
VERA,PARTNER,10000167,TEL,DQ-06,+49 152 28817 139,
VERA,PARTNER,10000168,GEBDAT,DQ-05,19790504,00000000
VERA,PARTNER,10000168,ADR1,DQ-01,aktuelle Adresse,alte Adresse (Dublette)
VERA,PARTNER,10000168,EMAIL,DQ-06,mherrmann@mail.example,
VERA,PARTNER,10000170,GEBDAT,DQ-05,19460119,19000101
VERA,PARTNER,10000171,EMAIL,DQ-06,gisela.rodriguez@web.example,
VERA,PARTNER,10000175,EMAIL,DQ-06,yann22@mail.example,
VERA,PARTNER,10000176,ADR2,DQ-13,,64
VERA,PARTNER,10000178,NAME1,DQ-03,KUNZ SAMUEL,KUNZ SAMÃ¼L
VERA,PARTNER,10000178,EMAIL,DQ-06,samuel.kunz88@web.example,
VERA,PARTNER,10000179,ADR1,DQ-01,aktuelle Adresse,alte Adresse (Dublette)
VERA,PARTNER,10000179,EMAIL,DQ-06,jerome81@web.example,
VERA,PARTNER,10000180,EMAIL,DQ-06,christiane.moret@bluemail.example,
VERA,PARTNER,10000181,EMAIL,DQ-06,elke.huebner@post.example,
VERA,PARTNER,10000182,NAME1,DQ-03,HUEBNER DIETER,HÃ¼BNER DIETER
VERA,PARTNER,10000183,GEBDAT,DQ-05,19930214,00000000
VERA,PARTNER,10000183,GESCHL,DQ-26,2,1
VERA,PARTNER,10000184,EMAIL,DQ-06,dominik.frei@bluemail.example,
VERA,PARTNER,10000186,ADR2,DQ-13,,110
VERA,PARTNER,10000187,EMAIL,DQ-06,anke.fischer85@mail.example,
VERA,PARTNER,10000188,EMAIL,DQ-06,tfischer@post.example,
VERA,PARTNER,10000189,TEL,DQ-06,+49 152 28817 435,
VERA,PARTNER,10000190,EMAIL,DQ-06,finn83@mail.example,
VERA,PARTNER,10000191,EMAIL,DQ-06,jana.schwarz80@web.example,
VERA,PARTNER,10000192,GEBDAT,DQ-05,19760116,00000000
VERA,PARTNER,10000195,ADR2,DQ-13,,115
VERA,PARTNER,10000198,ADR2,DQ-13,,2
VERA,PARTNER,10000199,EMAIL,DQ-06,fabian30@bluemail.example,
VERA,PARTNER,10000200,ADR2,DQ-13,,19
VERA,PARTNER,10000201,EMAIL,DQ-06,bauer.lars@bluemail.example,
VERA,PARTNER,10000202,EMAIL,DQ-06,meryem.fischer@post.example,
VERA,PARTNER,10000203,TEL,DQ-06,+41 44 000 17 90,
VERA,PARTNER,10000204,EMAIL,DQ-06,vreni42@mail.example,
VERA,PARTNER,10000204,TEL,DQ-06,+41 44 000 16 93,
VERA,PARTNER,10000206,ADR1,DQ-01,aktuelle Adresse,alte Adresse (Dublette)
VERA,PARTNER,10000209,ADR2,DQ-13,,164
VERA,PARTNER,10000210,EMAIL,DQ-06,lorenz.jana@mail.example,
VERA,PARTNER,10000211,TEL,DQ-06,+49 152 28817 275,
VERA,PARTNER,10000212,TEL,DQ-06,+41 44 000 75 35,
VERA,PARTNER,10000213,EMAIL,DQ-06,thommen.anna@web.example,
VERA,PARTNER,10000214,EMAIL,DQ-06,mthommen@mail.example,
VERA,PARTNER,10000216,EMAIL,DQ-06,thomas89@bluemail.example,
VERA,PARTNER,10000218,NAME1,DQ-03,RODRIGUEZ CLAUDE,RODRIGÃ¼Z CLAUDE
VERA,PARTNER,10000218,EMAIL,DQ-06,claude.rodriguez49@mail.example,
VERA,PARTNER,10000219,EMAIL,DQ-06,anke49@mail.example,
VERA,PARTNER,10000220,ADR1,DQ-01,aktuelle Adresse,alte Adresse (Dublette)
VERA,PARTNER,10000223,EMAIL,DQ-06,fabienne.rohrer07@post.example,
VERA,PARTNER,10000224,EMAIL,DQ-06,huber.philipp@post.example,
VERA,PARTNER,10000225,EMAIL,DQ-06,shuber@bluemail.example,
VERA,PARTNER,10000226,EMAIL,DQ-06,jonas80@bluemail.example,
VERA,PARTNER,10000226,TEL,DQ-06,+49 152 28817 261,
VERA,PARTNER,10000229,ADR2,DQ-13,,155
VERA,PARTNER,10000230,GEBDAT,DQ-05,19600912,00000000
VERA,PARTNER,10000231,ADR1,DQ-01,aktuelle Adresse,alte Adresse (Dublette)
VERA,PARTNER,10000231,EMAIL,DQ-06,annika91@web.example,
VERA,PARTNER,10000232,ADR2,DQ-13,,26
VERA,PARTNER,10000232,EMAIL,DQ-06,droz.frederic@web.example,
VERA,PARTNER,10000233,ADR2,DQ-13,,26
VERA,PARTNER,10000233,EMAIL,DQ-06,oceane.droz@bluemail.example,
VERA,PARTNER,10000233,TEL,DQ-06,+41 44 000 70 68,
VERA,PARTNER,10000234,EMAIL,DQ-06,nathalie85@web.example,
VERA,PARTNER,10000234,TEL,DQ-06,+41 44 000 68 39,
VERA,PARTNER,10000235,EMAIL,DQ-06,matthey.thomas@mail.example,
VERA,PARTNER,10000237,EMAIL,DQ-06,chloe.blanc77@web.example,
VERA,PARTNER,10000238,EMAIL,DQ-06,cblanc@bluemail.example,
VERA,PARTNER,10000239,EMAIL,DQ-06,tblanc@post.example,
VERA,PARTNER,10000241,EMAIL,DQ-06,elias.lorenz@web.example,
VERA,PARTNER,10000242,EMAIL,DQ-06,plorenz@bluemail.example,
VERA,PARTNER,10000244,EMAIL,DQ-06,agnieszka59@post.example,
